time,stage_id,ambient_temp_C,driver_power_request_W_profile,coolant_in_temp_C,coolant_flow_kgps,pump_cmd,fan_cmd
5.2,stage1,35.0,0,35.016378016160566,0.06353739380956192,0.5,0.5
5.3,stage1,35.0,0,35.016624296088764,0.0634682342222578,0.5,0.5
5.4,stage1,35.0,0,35.016871333385716,0.06340368527410728,0.5,0.5
5.5,stage1,35.0,0,35.01711908160601,0.0633434395891668,0.5,0.5
5.6,stage1,35.0,0,35.01736749390031,0.06328721028322234,0.5,0.5
5.7,stage1,35.0,0,35.017616523295075,0.06323472959767419,0.5,0.5
5.8,stage1,35.0,0,35.01786612293531,0.06318574762449591,0.5,0.5
5.9,stage1,35.0,0,35.01811624629427,0.06314003111619619,0.5,0.5
6.0,stage1,35.0,0,35.01836684735361,0.06309736237511644,0.5,0.5
6.1,stage1,35.0,0,35.01861788075714,0.06305753821677534,0.5,0.5
6.2,stage1,35.0,0,35.01886930194108,0.06302036900232365,0.5,0.5
6.3,stage1,35.0,0,35.01912106724332,0.06298567773550207,0.5,0.5
6.4,stage1,35.0,0,35.019373133994044,0.06295329921980193,0.5,0.5
6.5,stage1,35.0,0,35.0196254605898,0.06292307927181513,0.5,0.5
6.6,stage1,35.0,0,35.01987800655281,0.06289487398702746,0.5,0.5
6.7,stage1,35.0,0,35.020130732577336,0.06286854905455896,0.5,0.5
6.8,stage1,35.0,0,35.020383600564486,0.06284397911758836,0.5,0.5
6.9,stage1,35.0,0,35.02063657364696,0.0628210471764158,0.5,0.5
7.0,stage1,35.0,0,35.02088961620479,0.06279964403132142,0.5,0.5
7.1,stage1,35.0,0,35.02114269387341,0.06277966776256666,0.5,0.5
7.2,stage1,35.0,0,35.021395773544796,0.06276102324506222,0.5,0.5
7.3,stage1,35.0,0,35.02164882336279,0.06274362169539141,0.5,0.5
7.4,stage1,35.0,0,35.02190181271323,0.06272738024903199,0.5,0.5
7.5,stage1,35.0,0,35.02215471220976,0.06271222156576318,0.5,0.5
7.6,stage1,35.0,0,35.022407493675786,0.06269807346137897,0.5,0.5
7.7,stage1,35.0,0,35.022660130123356,0.06268486856395371,0.5,0.5
7.8,stage1,35.0,0,35.02291259572928,0.06267254399302347,0.5,0.5
7.9,stage1,35.0,0,35.02316486580911,0.06266104106015523,0.5,0.5
8.0,stage1,35.0,0,35.02341691678925,0.06265030498947821,0.5,0.5
8.1,stage1,35.0,0,35.02366872617768,0.06264028465684633,0.5,0.5
8.2,stage1,35.0,0,35.023920272533516,0.0626309323463899,0.5,0.5
8.3,stage1,35.0,0,35.02417153543578,0.06262220352329724,0.5,0.5
8.4,stage1,35.0,0,35.02442249545151,0.06261405662174409,0.5,0.5
8.5,stage1,35.0,0,35.02467313410359,0.06260645284696115,0.5,0.5
8.6,stage1,35.0,0,35.02492343383835,0.06259935599049707,0.5,0.5
8.7,stage1,35.0,0,35.02517337799321,0.06259273225779727,0.5,0.5
8.8,stage1,35.0,0,35.02542295076439,0.06258655010727746,0.5,0.5
8.9,stage1,35.0,0,35.02567213717498,0.06258078010012562,0.5,0.5
9.0,stage1,35.0,0,35.025920923043365,0.06257539476011724,0.5,0.5
9.1,stage1,35.0,0,35.02616929495208,0.0625703684427761,0.5,0.5
9.2,stage1,35.0,0,35.026417240217285,0.06256567721325769,0.5,0.5
9.3,stage1,35.0,0,35.02666474685881,0.06256129873237384,0.5,0.5
9.4,stage1,35.0,0,35.026911803570925,0.06255721215021559,0.5,0.5
9.5,stage1,35.0,0,35.02715839969376,0.06255339800686789,0.5,0.5
9.6,stage1,35.0,0,35.02740452518556,0.06254983813974337,0.5,0.5
9.7,stage1,35.0,0,35.02765017059568,0.0625465155970938,0.5,0.5
9.8,stage1,35.0,0,35.02789532703838,0.06254341455728755,0.5,0.5
9.9,stage1,35.0,0,35.028139986167474,0.06254052025346839,0.5,0.5
10.0,stage1,35.0,20000,35.02838414015177,0.06253781890323716,0.5,0.5
10.1,stage1,35.0,20000,35.02862778165135,0.06253529764302135,0.5,0.5
10.2,stage1,35.0,20000,35.028870903794704,0.06253294446681992,0.5,0.5
10.3,stage1,35.0,20000,35.02911350015667,0.06253074816903192,0.5,0.5
10.4,stage1,35.0,20000,35.02935556473719,0.06252869829109646,0.5,0.5
10.5,stage1,35.0,20000,35.029597091940886,0.06252678507169003,0.5,0.5
10.6,stage1,35.0,20000,35.02983807655745,0.06252499940024403,0.5,0.5
10.7,stage1,35.0,20000,35.03007851374277,0.06252333277356109,0.5,0.5
10.8,stage1,35.0,20000,35.030318399000855,0.06252177725532368,0.5,0.5
10.9,stage1,35.0,20000,35.03055772816653,0.0625203254383021,0.5,0.5
11.0,stage1,35.0,20000,35.03079649738878,0.06251897040908197,0.5,0.5
11.1,stage1,35.0,20000,35.03103470311494,0.06251770571514317,0.5,0.5
11.2,stage1,35.0,20000,35.031272342075425,0.06251652533413363,0.5,0.5
11.3,stage1,35.0,20000,35.031509411269234,0.06251542364519139,0.5,0.5
11.4,stage1,35.0,20000,35.03174590795007,0.06251439540217862,0.5,0.5
11.5,stage1,35.0,20000,35.03198182961306,0.06251343570870005,0.5,0.5
11.6,stage1,35.0,20000,35.032217173982154,0.06251253999478672,0.5,0.5
11.7,stage1,35.0,20000,35.032451938998044,0.06251170399513427,0.5,0.5
11.8,stage1,35.0,20000,35.03268612280663,0.06251092372879198,0.5,0.5
11.9,stage1,35.0,20000,35.032919723748144,0.06251019548020585,0.5,0.5
12.0,stage1,35.0,20000,35.03315274034664,0.06250951578152546,0.5,0.5
12.1,stage1,35.0,20000,35.0333851713001,0.06250888139609043,0.5,0.5
12.2,stage1,35.0,20000,35.03361701547099,0.06250828930301773,0.5,0.5
12.3,stage1,35.0,20000,35.03384827187726,0.06250773668281655,0.5,0.5
12.4,stage1,35.0,20000,35.03407893968381,0.06250722090396212,0.5,0.5
12.5,stage1,35.0,20000,35.03430901819435,0.06250673951036465,0.5,0.5
12.6,stage1,35.0,20000,35.0345385068437,0.06250629020967367,0.5,0.5
12.7,stage1,35.0,20000,35.03476740519048,0.06250587086236209,0.5,0.5
12.8,stage1,35.0,20000,35.03499571291011,0.06250547947153795,0.5,0.5
12.9,stage1,35.0,20000,35.03522342978825,0.06250511417343542,0.5,0.5
13.0,stage1,35.0,20000,35.035450555714526,0.06250477322853973,0.5,0.5
13.1,stage1,35.0,20000,35.03567709067658,0.06250445501330375,0.5,0.5
13.2,stage1,35.0,20000,35.035903034754455,0.06250415801241684,0.5,0.5
13.3,stage1,35.0,20000,35.03612838811523,0.06250388081158904,0.5,0.5
13.4,stage1,35.0,20000,35.036353151008015,0.06250362209081645,0.5,0.5
13.5,stage1,35.0,20000,35.03657732375909,0.06250338061809535,0.5,0.5
13.6,stage1,35.0,20000,35.03680090676742,0.06250315524355567,0.5,0.5
13.7,stage1,35.0,20000,35.03702390050033,0.0625029448939853,0.5,0.5
13.8,stage1,35.0,20000,35.03724630548946,0.0625027485677196,0.5,0.5
13.9,stage1,35.0,20000,35.037468122326885,0.06250256532987163,0.5,0.5
14.0,stage1,35.0,20000,35.0376893516615,0.06250239430788018,0.5,0.5
14.1,stage1,35.0,20000,35.03790999419556,0.06250223468735484,0.5,0.5
14.2,stage1,35.0,20000,35.03813005068143,0.06250208570819786,0.5,0.5
14.3,stage1,35.0,20000,35.038349521918505,0.06250194666098467,0.5,0.5
14.4,stage1,35.0,20000,35.03856840875028,0.06250181688358569,0.5,0.5
14.5,stage1,35.0,20000,35.03878671206162,0.06250169575801331,0.5,0.5
14.6,stage1,35.0,20000,35.03900443277616,0.06250158270747909,0.5,0.5
14.7,stage1,35.0,20000,35.039221571853815,0.06250147719364715,0.5,0.5
14.8,stage1,35.0,20000,35.039438130288495,0.06250137871407067,0.5,0.5
14.9,stage1,35.0,20000,35.03965410910591,0.0625012867997993,0.5,0.5
15.0,stage1,35.0,20000,35.03986950936149,0.06250120101314602,0.5,0.5
15.1,stage1,35.0,20000,35.04008433213841,0.06250112094560295,0.5,0.5
15.2,stage1,35.0,20000,35.040298578545816,0.06250104621589608,0.5,0.5
15.3,stage1,35.0,20000,35.040512249717004,0.06250097646816968,0.5,0.5
15.4,stage1,35.0,20000,35.040725346807825,0.0625009113702917,0.5,0.5
15.5,stage1,35.0,20000,35.04093787099513,0.06250085061227226,0.5,0.5
15.6,stage1,35.0,20000,35.04114982347531,0.06250079390478744,0.5,0.5
15.7,stage1,35.0,20000,35.04136120546291,0.0625007409778016,0.5,0.5
15.8,stage1,35.0,20000,35.04157201818934,0.0625006915792815,0.5,0.5
15.9,stage1,35.0,20000,35.04178226290165,0.06250064547399606,0.5,0.5
16.0,stage1,35.0,20000,35.041991940861365,0.06250060244239632,0.5,0.5
16.1,stage1,35.0,20000,35.042201053343426,0.06250056227956989,0.5,0.5
16.2,stage1,35.0,20000,35.042409601635136,0.06250052479426522,0.5,0.5
16.3,stage1,35.0,20000,35.04261758703521,0.06250048980798088,0.5,0.5
16.4,stage1,35.0,20000,35.04282501085285,0.0625004571541155,0.5,0.5
16.5,stage1,35.0,20000,35.04303187440694,0.06250042667717447,0.5,0.5
16.6,stage1,35.0,20000,35.04323817902517,0.0625003982320295,0.5,0.5
16.7,stage1,35.0,20000,35.04344392604331,0.06250037168322754,0.5,0.5
16.8,stage1,35.0,20000,35.04364911680452,0.06250034690434571,0.5,0.5
16.9,stage1,35.0,20000,35.04385375265864,0.06250032377738933,0.5,0.5
17.0,stage1,35.0,20000,35.04405783496158,0.06250030219223005,0.5,0.5
17.1,stage1,35.0,20000,35.0442613650747,0.06250028204608138,0.5,0.5
17.2,stage1,35.0,20000,35.0444643443643,0.0625002632430093,0.5,0.5
17.3,stage1,35.0,20000,35.044666774201026,0.06250024569347534,0.5,0.5
17.4,stage1,35.0,20000,35.04486865595945,0.06250022931391032,0.5,0.5
17.5,stage1,35.0,20000,35.045069991017535,0.0625002140263163,0.5,0.5
17.6,stage1,35.0,20000,35.04527078075624,0.06250019975789521,0.5,0.5
17.7,stage1,35.0,20000,35.045471026559106,0.0625001864407022,0.5,0.5
17.8,stage1,35.0,20000,35.04567072981185,0.06250017401132205,0.5,0.5
17.9,stage1,35.0,20000,35.04586989190202,0.06250016241056724,0.5,0.5
18.0,stage1,35.0,20000,35.046068514218646,0.06250015158319609,0.5,0.5
18.1,stage1,35.0,20000,35.04626659815193,0.06250014147764969,0.5,0.5
18.2,stage1,35.0,20000,35.046464145092926,0.06250013204580639,0.5,0.5
18.3,stage1,35.0,20000,35.046661156433274,0.06250012324275263,0.5,0.5
18.4,stage1,35.0,20000,35.04685763356495,0.06250011502656912,0.5,0.5
18.5,stage1,35.0,20000,35.047053577879964,0.06250010735813118,0.5,0.5
18.6,stage1,35.0,20000,35.0472489907702,0.06250010020092243,0.5,0.5
18.7,stage1,35.0,20000,35.047443873627124,0.06250009352086094,0.5,0.5
18.8,stage1,35.0,20000,35.04763822784165,0.06250008728613689,0.5,0.5
18.9,stage1,35.0,20000,35.04783205480389,0.0625000814670611,0.5,0.5
19.0,stage1,35.0,20000,35.048025355903,0.0625000760359237,0.5,0.5
19.1,stage1,35.0,20000,35.04821813252702,0.06250007096686212,0.5,0.5
19.2,stage1,35.0,20000,35.048410386062685,0.06250006623573798,0.5,0.5
19.3,stage1,35.0,20000,35.04860211789533,0.06250006182002212,0.5,0.5
19.4,stage1,35.0,20000,35.04879332940868,0.06250005769868731,0.5,0.5
19.5,stage1,35.0,20000,35.0489840219848,0.06250005385210816,0.5,0.5
19.6,stage1,35.0,20000,35.04917419700389,0.06250005026196762,0.5,0.5
19.7,stage1,35.0,20000,35.04936385584427,0.06250004691116977,0.5,0.5
19.8,stage1,35.0,20000,35.04955299988216,0.06250004378375845,0.5,0.5
19.9,stage1,35.0,20000,35.04974163049169,0.06250004086484122,0.5,0.5
20.0,stage1,35.0,20000,35.04992974904473,0.06250003814051847,0.5,0.5
20.1,stage1,35.0,20000,35.05011735691085,0.06250003559781724,0.5,0.5
20.2,stage1,35.0,20000,35.05030445545722,0.06250003322462942,0.5,0.5
20.3,stage1,35.0,20000,35.05049104604854,0.06250003100965412,0.5,0.5
20.4,stage1,35.0,20000,35.050677130046964,0.06250002894234384,0.5,0.5
20.5,stage1,35.0,20000,35.05086270881204,0.06250002701285425,0.5,0.5
20.6,stage1,35.0,20000,35.05104778370065,0.0625000252119973,0.5,0.5
20.7,stage1,35.0,20000,35.051232356066976,0.06250002353119748,0.5,0.5
20.8,stage1,35.0,20000,35.051416427262396,0.06250002196245098,0.5,0.5
20.9,stage1,35.0,20000,35.05159999863548,0.06250002049828758,0.5,0.5
21.0,stage1,35.0,20000,35.05178307153193,0.06250001913173507,0.5,0.5
21.1,stage1,35.0,20000,35.05196564729455,0.06250001785628606,0.5,0.5
21.2,stage1,35.0,20000,35.05214772726318,0.06250001666586699,0.5,0.5
21.3,stage1,35.0,20000,35.052329312774695,0.06250001555480919,0.5,0.5
21.4,stage1,35.0,20000,35.05251040516294,0.06250001451782192,0.5,0.5
21.5,stage1,35.0,20000,35.052691005758746,0.06250001354996712,0.5,0.5
21.6,stage1,35.0,20000,35.05287111588983,0.06250001264663597,0.5,0.5
21.7,stage1,35.0,20000,35.05305073688084,0.0625000118035269,0.5,0.5
21.8,stage1,35.0,20000,35.053229870053315,0.06250001101662511,0.5,0.5
21.9,stage1,35.0,20000,35.05340851672562,0.06250001028218344,0.5,0.5
22.0,stage1,35.0,20000,35.05358667821298,0.06250000959670454,0.5,0.5
22.1,stage1,35.0,20000,35.05376435582744,0.06250000895692424,0.5,0.5
22.2,stage1,35.0,20000,35.05394155087785,0.06250000835979597,0.5,0.5
22.3,stage1,35.0,20000,35.05411826466986,0.06250000780247623,0.5,0.5
22.4,stage1,35.0,20000,35.05429449850588,0.06250000728231116,0.5,0.5
22.5,stage1,35.0,20000,35.0544702536851,0.06250000679682374,0.5,0.5
22.6,stage1,35.0,20000,35.054645531503475,0.06250000634370216,0.5,0.5
22.7,stage1,35.0,20000,35.05482033325369,0.06250000592078868,0.5,0.5
22.8,stage1,35.0,20000,35.054994660225184,0.06250000552606944,0.5,0.5
22.9,stage1,35.0,20000,35.055168513704125,0.06250000515766481,0.5,0.5
23.0,stage1,35.0,20000,35.05534189497341,0.0625000048138205,0.5,0.5
23.1,stage1,35.0,20000,35.05551480531266,0.06250000449289912,0.5,0.5
23.2,stage1,35.0,20000,35.05568724599821,0.06250000419337251,0.5,0.5
23.3,stage1,35.0,20000,35.05585921830311,0.06250000391381434,0.5,0.5
23.4,stage1,35.0,20000,35.05603072349713,0.06250000365289339,0.5,0.5
23.5,stage1,35.0,20000,35.056201762846754,0.06250000340936716,0.5,0.5
23.6,stage1,35.0,20000,35.05637233761516,0.06250000318207602,0.5,0.5
23.7,stage1,35.0,20000,35.05654244906225,0.06250000296993762,0.5,0.5
23.8,stage1,35.0,20000,35.05671209844463,0.06250000277194177,0.5,0.5
23.9,stage1,35.0,20000,35.056881287015614,0.06250000258714565,0.5,0.5
24.0,stage1,35.0,20000,35.057050016025244,0.06250000241466927,0.5,0.5
24.1,stage1,35.0,20000,35.05721828672024,0.06250000225369132,0.5,0.5
24.2,stage1,35.0,20000,35.05738610034409,0.06250000210344522,0.5,0.5
24.3,stage1,35.0,20000,35.05755345813695,0.06250000196321555,0.5,0.5
24.4,stage1,35.0,20000,35.05772036133572,0.0625000018323345,0.5,0.5
24.5,stage1,35.0,20000,35.05788681117402,0.06250000171017887,0.5,0.5
24.6,stage1,35.0,20000,35.0580528088822,0.06250000159616695,0.5,0.5
24.7,stage1,35.0,20000,35.058218355687345,0.06250000148975582,0.5,0.5
24.8,stage1,35.0,20000,35.05838345281327,0.06250000139043876,0.5,0.5
24.9,stage1,35.0,20000,35.058548101480525,0.06250000129774284,0.5,0.5
25.0,stage1,35.0,20000,35.058712302906414,0.06250000121122666,0.5,0.5
25.1,stage1,35.0,20000,35.05887605830499,0.06250000113047821,0.5,0.5
25.2,stage1,35.0,20000,35.05903936888706,0.062500001055113,0.5,0.5
25.3,stage1,35.0,20000,35.0592022358602,0.06250000098477212,0.5,0.5
25.4,stage1,35.0,20000,35.059364660428734,0.06250000091912065,0.5,0.5
25.5,stage1,35.0,20000,35.059526643793774,0.06250000085784595,0.5,0.5
25.6,stage1,35.0,20000,35.0596881871532,0.06250000080065622,0.5,0.5
25.7,stage1,35.0,20000,35.059849291701696,0.06250000074727914,0.5,0.5
25.8,stage1,35.0,20000,35.06000995863071,0.06250000069746053,0.5,0.5
25.9,stage1,35.0,20000,35.060170189128506,0.06250000065096316,0.5,0.5
26.0,stage1,35.0,20000,35.06032998438015,0.06250000060756561,0.5,0.5
26.1,stage1,35.0,20000,35.060489345567504,0.06250000056706123,0.5,0.5
26.2,stage1,35.0,20000,35.06064827386926,0.06250000052925715,0.5,0.5
26.3,stage1,35.0,20000,35.06080677046095,0.06250000049397335,0.5,0.5
26.4,stage1,35.0,20000,35.0609648365149,0.06250000046104179,0.5,0.5
26.5,stage1,35.0,20000,35.06112247320029,0.06250000043030567,0.5,0.5
26.6,stage1,35.0,20000,35.061279681683175,0.06250000040161863,0.5,0.5
26.7,stage1,35.0,20000,35.06143646312641,0.06250000037484406,0.5,0.5
26.8,stage1,35.0,20000,35.06159281868976,0.06250000034985445,0.5,0.5
26.9,stage1,35.0,20000,35.06174874952981,0.06250000032653082,0.5,0.5
27.0,stage1,35.0,20000,35.06190425680007,0.06250000030476209,0.5,0.5
27.1,stage1,35.0,20000,35.06205934165088,0.06250000028444462,0.5,0.5
27.2,stage1,35.0,20000,35.06221400522951,0.06250000026548165,0.5,0.5
27.3,stage1,35.0,20000,35.06236824868011,0.06250000024778288,0.5,0.5
27.4,stage1,35.0,20000,35.06252207314374,0.06250000023126402,0.5,0.5
27.5,stage1,35.0,20000,35.06267547975836,0.06250000021584642,0.5,0.5
27.6,stage1,35.0,20000,35.06282846965887,0.06250000020145666,0.5,0.5
27.7,stage1,35.0,20000,35.062981043977075,0.06250000018802622,0.5,0.5
27.8,stage1,35.0,20000,35.063133203841744,0.06250000017549114,0.5,0.5
27.9,stage1,35.0,20000,35.06328495037856,0.06250000016379173,0.5,0.5
28.0,stage1,35.0,20000,35.063436284710164,0.06250000015287228,0.5,0.5
28.1,stage1,35.0,20000,35.063587207956175,0.0625000001426808,0.5,0.5
28.2,stage1,35.0,20000,35.06373772123315,0.06250000013316874,0.5,0.5
28.3,stage1,35.0,20000,35.063887825654646,0.06250000012429083,0.5,0.5
28.4,stage1,35.0,20000,35.06403752233118,0.06250000011600478,0.5,0.5
28.5,stage1,35.0,20000,35.064186812370274,0.06250000010827113,0.5,0.5
28.6,stage1,35.0,20000,35.064335696876434,0.06250000010105305,0.5,0.5
28.7,stage1,35.0,20000,35.06448417695118,0.06250000009431618,0.5,0.5
28.8,stage1,35.0,20000,35.06463225369305,0.06250000008802843,0.5,0.5
28.9,stage1,35.0,20000,35.06477992819758,0.06250000008215988,0.5,0.5
29.0,stage1,35.0,20000,35.06492720155736,0.06250000007668255,0.5,0.5
29.1,stage1,35.0,20000,35.06507407486201,0.06250000007157037,0.5,0.5
29.2,stage1,35.0,20000,35.06522054919819,0.06250000006679901,0.5,0.5
29.3,stage1,35.0,20000,35.0653666256496,0.06250000006234574,0.5,0.5
29.4,stage1,35.0,20000,35.06551230529703,0.06250000005818936,0.5,0.5
29.5,stage1,35.0,20000,35.0656575892183,0.06250000005431007,0.5,0.5
29.6,stage1,35.0,20000,35.06580247848833,0.0625000000506894,0.5,0.5
29.7,stage1,35.0,20000,35.06594697417913,0.0625000000473101,0.5,0.5
29.8,stage1,35.0,20000,35.066091077359765,0.0625000000441561,0.5,0.5
29.9,stage1,35.0,20000,35.06623478909644,0.06250000004121235,0.5,0.5
30.0,stage1,35.0,20000,35.06637811045244,0.06250000003846486,0.5,0.5
30.1,stage1,35.0,20000,35.06652104248817,0.06250000003590053,0.5,0.5
30.2,stage1,35.0,20000,35.06666358626116,0.06250000003350717,0.5,0.5
30.3,stage1,35.0,20000,35.06680574282606,0.06250000003127336,0.5,0.5
30.4,stage1,35.0,20000,35.06694751323468,0.06250000002918847,0.5,0.5
30.5,stage1,35.0,20000,35.067088898535935,0.06250000002724257,0.5,0.5
30.6,stage1,35.0,20000,35.06722989977593,0.0625000000254264,0.5,0.5
30.7,stage1,35.0,20000,35.067370517997915,0.06250000002373131,0.5,0.5
30.8,stage1,35.0,20000,35.0675107542423,0.06250000002214923,0.5,0.5
30.9,stage1,35.0,20000,35.06765060954668,0.06250000002067262,0.5,0.5
31.0,stage1,35.0,20000,35.06779008494584,0.06250000001929444,0.5,0.5
31.1,stage1,35.0,20000,35.067929181471726,0.06250000001800815,0.5,0.5
31.2,stage1,35.0,20000,35.06806790015352,0.06250000001680761,0.5,0.5
31.3,stage1,35.0,20000,35.06820624201758,0.0625000000156871,0.5,0.5
31.4,stage1,35.0,20000,35.06834420808749,0.0625000000146413,0.5,0.5
31.5,stage1,35.0,20000,35.068481799384045,0.06250000001366522,0.5,0.5
31.6,stage1,35.0,20000,35.06861901692529,0.0625000000127542,0.5,0.5
31.7,stage1,35.0,20000,35.06875586172647,0.06250000001190392,0.5,0.5
31.8,stage1,35.0,20000,35.06889233480011,0.06250000001111032,0.5,0.5
31.9,stage1,35.0,20000,35.069028437155964,0.06250000001036964,0.5,0.5
32.0,stage1,35.0,20000,35.06916416980104,0.06250000000967833,0.5,0.5
32.1,stage1,35.0,20000,35.06929953373963,0.06250000000903311,0.5,0.5
32.2,stage1,35.0,20000,35.06943452997328,0.0625000000084309,0.5,0.5
32.3,stage1,35.0,20000,35.069569159500816,0.06250000000786883,0.5,0.5
32.4,stage1,35.0,20000,35.06970342331837,0.06250000000734424,0.5,0.5
32.5,stage1,35.0,20000,35.06983732241936,0.06250000000685461,0.5,0.5
32.6,stage1,35.0,20000,35.06997085779449,0.06250000000639765,0.5,0.5
32.7,stage1,35.0,20000,35.07010403043179,0.06250000000597114,0.5,0.5
32.8,stage1,35.0,20000,35.070236841316614,0.06250000000557307,0.5,0.5
32.9,stage1,35.0,20000,35.07036929143161,0.06250000000520153,0.5,0.5
33.0,stage1,35.0,20000,35.070501381756785,0.06250000000485477,0.5,0.5
33.1,stage1,35.0,20000,35.07063311326948,0.06250000000453111,0.5,0.5
33.2,stage1,35.0,20000,35.07076448694436,0.06250000000422903,0.5,0.5
33.3,stage1,35.0,20000,35.07089550375347,0.06250000000394709,0.5,0.5
33.4,stage1,35.0,20000,35.0710261646662,0.06250000000368396,0.5,0.5
33.5,stage1,35.0,20000,35.07115647064931,0.06250000000343836,0.5,0.5
33.6,stage1,35.0,20000,35.07128642266694,0.06250000000320914,0.5,0.5
33.7,stage1,35.0,20000,35.07141602168059,0.0625000000029952,0.5,0.5
33.8,stage1,35.0,20000,35.07154526864918,0.06250000000279553,0.5,0.5
33.9,stage1,35.0,20000,35.07167416452901,0.06250000000260916,0.5,0.5
34.0,stage1,35.0,20000,35.07180271027376,0.06250000000243522,0.5,0.5
34.1,stage1,35.0,20000,35.07193090683456,0.06250000000227288,0.5,0.5
34.2,stage1,35.0,20000,35.07205875515994,0.06250000000212134,0.5,0.5
34.3,stage1,35.0,20000,35.072186256195835,0.06250000000197992,0.5,0.5
34.4,stage1,35.0,20000,35.07231341088564,0.06250000000184792,0.5,0.5
34.5,stage1,35.0,20000,35.07244022017017,0.06250000000172473,0.5,0.5
34.6,stage1,35.0,20000,35.072566684987684,0.06250000000160975,0.5,0.5
34.7,stage1,35.0,20000,35.072692806273906,0.06250000000150244,0.5,0.5
34.8,stage1,35.0,20000,35.07281858496201,0.06250000000140228,0.5,0.5
