time,outputs[1],outputs[2],outputs[3],outputs[4]
0.0,10.0,0.0,0.0,0.0
0.01,9.900000031706817,0.09999996829318347,0.0,0.0
0.02,9.830908657760922,0.19999304167657272,0.0,0.0
0.03,9.789716794582018,0.29996343008472404,0.0,0.0
0.04,9.770686577069823,0.39989534703441426,0.0,0.0
0.05,9.765914563616242,0.49977301211750946,0.0,0.0
0.06,9.766106922240876,0.5995806534928744,0.0,0.0
0.07,9.761490716986337,0.6993025103769291,0.0,0.0
0.08,9.742772091268302,0.7989228355324591,0.0,0.0
0.09,9.70204755427472,0.8984258977552868,0.0,0.0
0.1,9.63357916710909,0.9977959843584113,0.0,0.0
0.11,9.534357747814278,1.0970174036532232,0.0,0.0
0.12,9.404398964602601,1.1960744874274047,0.0,0.0
0.13,9.246743333381636,1.294951593419122,0.0,0.0
0.14,9.067160119576144,1.393633107787119,0.0,0.0
0.15,8.873584128157423,1.4921034475763242,0.0,0.0
0.16,8.675340512555167,1.5903470631785812,0.0,0.0
0.17,8.482233483316122,1.68834844078811,0.0,0.0
0.18,8.30358811981542,1.7860921048513176,0.0,0.0
0.19,8.14733907892692,1.8835626205105687,0.0,0.0
0.2,8.019255403958468,1.9807445960415262,0.0,0.0
0.21,7.92237731471631,2.0776226852836843,0.0,0.0
0.22,7.856720109373783,2.174181590063706,0.0,0.0
0.23,7.819274162055557,2.2704060626111793,0.0,0.0
0.24,7.804301016137811,2.36628090796642,0.0,0.0
0.25,7.803896589353816,2.4617909863799303,0.0,0.0
0.26,7.8087663600306065,2.5569212157031402,0.0,0.0
0.27,7.809136653593207,2.6516565737700555,0.0,0.0
0.28,7.795712826031327,2.74598210076943,0.0,0.0
0.29,7.7605905504229105,2.8398829016070937,0.0,0.0
0.3,7.698031003209437,2.9333441482580627,0.0,0.0
0.31,7.6050240693594455,3.0263510821080533,0.0,0.0
0.32,7.4815844357459635,3.11888901628404,0.0,0.0
0.33,7.330751588827273,3.210943337973483,0.0,0.0
0.34,7.158293716631402,3.302499510731859,0.0,0.0
0.35000000000000003,6.972144498955608,3.393543076778138,0.0,0.0
0.36,6.781627916455917,3.484059659277829,0.0,0.0
0.37,6.596546959490975,3.5740349646132556,0.0,0.0
0.38,6.426225440026058,3.6634547846406775,0.0,0.0
0.39,6.278596700503563,3.7523049989339254,0.0,0.0
0.4,6.159428422985815,3.840571577014178,0.0,0.0
0.41000000000000003,6.071759419434456,3.928240580565537,0.0,0.0
0.42,6.015603533801437,3.9152981656360515,0.09999999999999953,0.0
0.43,5.987949639842902,3.9017305848238344,0.19999999999999962,0.0
0.44,5.983057734656291,3.88752418944794,0.2999999999999997,0.0
0.45,5.9930221440301,3.872665431703647,0.3999999999999998,0.0
0.46,6.008546708931932,3.8571408668018146,0.4999999999999999,0.0
0.47000000000000003,6.019856072271291,3.8409371550919706,0.6,0.0
0.48,6.01765386263196,3.8240410641687967,0.6999999999999995,0.0
0.49,5.994033981068325,3.8064394709616782,0.7999999999999996,0.0
0.5,5.943255787660508,3.7881193638069903,0.8999999999999997,0.0
0.51,5.862307306964709,3.769067844502789,0.9999999999999998,0.0
0.52,5.751201321684415,3.7492721303455885,1.0999999999999999,0.0
0.53,5.61297537065186,3.7287195561488957,1.2,0.0
0.54,5.453395651120068,3.7073975762431934,1.3,0.0
0.55,5.280393809276702,3.6852937664570438,1.4000000000000001,0.0
0.56,5.103291749654735,3.6623958260790106,1.5000000000000002,0.0
0.5700000000000001,4.931890344304146,3.638691579800084,1.6000000000000003,0.0
0.58,4.775511245030434,3.614168979636304,1.6999999999999993,0.0
0.59,4.642085592606217,3.588816106831273,1.7999999999999994,0.0
