time,stage_id,level,y,_output
1.3,stage1,0.6950089469815474,69,0
1.31,stage1,0.697420184342334,70,0
1.32,stage1,0.6998052819364247,70,0
1.33,stage1,0.70216452314007,70,0
1.34,stage1,0.7044981882574927,70,0
1.35,stage1,0.7068065545541902,70,0
1.36,stage1,0.7090898962898777,71,0
1.37,stage1,0.7113484847510727,71,0
1.38,stage1,0.7135825882833271,71,0
1.39,stage1,0.7157924723231095,71,0
1.4,stage1,0.717978399429342,72,0
1.41,stage1,0.7201406293145955,72,0
1.42,stage1,0.7222794188759462,72,0
1.43,stage1,0.7243950222254975,72,0
1.44,stage1,0.726487690720572,72,0
1.45,stage1,0.7285576729935752,73,0
1.46,stage1,0.730605214981536,73,0
1.47,stage1,0.7326305599553263,73,0
1.48,stage1,0.734633948548565,73,0
1.49,stage1,0.7366156187862074,73,0
1.5,stage1,0.7385758061128254,74,0
1.51,stage1,0.740514743420581,74,0
1.52,stage1,0.7424326610768966,74,0
1.53,stage1,0.7443297869518251,74,0
1.54,stage1,0.7462063464451231,74,0
1.55,stage1,0.7480625625130313,75,0
1.56,stage1,0.7498986556947642,75,0
1.57,stage1,0.7517148441387127,75,0
1.58,stage1,0.7535113436283619,75,0
1.59,stage1,0.7552883676079297,75,0
1.6,stage1,0.7570461272077254,76,0
1.61,stage1,0.7587848312692346,76,0
1.62,stage1,0.7605046863699321,76,0
1.63,stage1,0.7622058968478254,76,0
1.64,stage1,0.7638886648257325,76,0
1.65,stage1,0.7655531902352962,76,0
1.66,stage1,0.7671996708407385,77,0
1.67,stage1,0.7688283022623569,77,0
1.68,stage1,0.7704392779997664,77,0
1.69,stage1,0.7720327894548893,77,0
1.7,stage1,0.7736090259546959,77,0
1.71,stage1,0.775168174773699,77,0
1.72,stage1,0.7767104211562039,78,0
1.73,stage1,0.7782359483383172,78,0
1.74,stage1,0.7797449375697181,78,0
1.75,stage1,0.781237568135192,78,0
1.76,stage1,0.7827140173759323,78,0
1.77,stage1,0.7841744607106098,78,0
1.78,stage1,0.7856190716562153,78,0
1.79,stage1,0.7870480218486743,79,0
1.8,stage1,0.7884614810632401,79,0
1.81,stage1,0.7898596172346648,79,0
1.82,stage1,0.7912425964771513,79,0
1.83,stage1,0.7926105831040905,79,0
1.84,stage1,0.7939637396475824,79,0
1.85,stage1,0.7953022268777477,79,0
1.86,stage1,0.7966262038218286,80,0
1.87,stage1,0.7979358277830835,80,0
1.88,stage1,0.7992312543594756,80,0
1.89,stage1,0.8005126374621603,80,0
1.9,stage1,0.8017801293337711,80,0
1.91,stage1,0.8030338805665084,80,0
1.92,stage1,0.8042740401200308,80,0
1.93,stage1,0.8055007553391538,80,0
1.94,stage1,0.8067141719713555,81,0
1.95,stage1,0.8079144341840933,81,0
1.96,stage1,0.8091016845819325,81,0
1.97,stage1,0.8102760642234895,81,0
1.98,stage1,0.811437712638191,81,0
1.99,stage1,0.8125867678428514,81,0
2.0,stage1,0.8137233663580712,81,0
2.01,stage1,0.8148476432244571,81,0
2.02,stage1,0.8159597320186661,81,0
2.03,stage1,0.8170597648692758,82,0
2.04,stage1,0.8181478724724833,82,0
2.05,stage1,0.8192241841076329,82,0
2.06,stage1,0.8202888276525759,82,0
2.07,stage1,0.8213419295988644,82,0
2.08,stage1,0.8234140078201961,82,0
2.09,stage1,0.8244332302812903,82,0
2.1,stage1,0.8254414035450813,82,0
2.11,stage1,0.8264386473938203,83,0
2.12,stage1,0.8274250803112222,83,0
2.13,stage1,0.8284008194965421,83,0
2.14,stage1,0.8293659808785004,83,0
2.15,stage1,0.8303206791290564,83,0
2.16,stage1,0.831265027677032,83,0
2.17,stage1,0.8321991387215892,83,0
2.18,stage1,0.83312312324556,83,0
2.19,stage1,0.8340370910286323,83,0
2.2,stage1,0.8349411506603936,83,0
2.21,stage1,0.8358354095532324,83,0
2.22,stage1,0.8367199739550997,84,0
2.23,stage1,0.8375949489621324,84,0
2.24,stage1,0.8384604385311402,84,0
2.25,stage1,0.839316545491957,84,0
2.26,stage1,0.8401633715596579,84,0
2.27,stage1,0.8410010173466442,84,0
2.28,stage1,0.8418295823745972,84,0
2.29,stage1,0.8426491650863022,84,0
2.3,stage1,0.8434598628573454,84,0
2.31,stage1,0.8442617720076826,84,0
2.32,stage1,0.8450549878130833,84,0
2.33,stage1,0.8458396045164502,85,0
2.34,stage1,0.8466157153390172,85,0
2.35,stage1,0.8473834124914236,85,0
2.36,stage1,0.8481427871846714,85,0
2.37,stage1,0.848893929640961,85,0
2.38,stage1,0.8496369291044112,85,0
2.39,stage1,0.8503718738516624,85,0
2.4,stage1,0.8510988512023643,85,0
2.41,stage1,0.8518179475295512,85,0
2.42,stage1,0.8525292482699036,85,0
2.43,stage1,0.8532328379338993,85,0
2.44,stage1,0.8539288001158535,85,0
2.45,stage1,0.854617217503852,85,0
2.46,stage1,0.8552981718895744,85,0
2.47,stage1,0.8559717441780124,86,0
2.48,stage1,0.8566380143970815,86,0
2.49,stage1,0.8572970617071307,86,0
2.5,stage1,0.8579489644103457,86,0
2.51,stage1,0.8585937999600538,86,0
2.52,stage1,0.859231644969925,86,0
2.53,stage1,0.8598625752230753,86,0
2.54,stage1,0.8604866656810702,86,0
2.55,stage1,0.8611039904928312,86,0
2.56,stage1,0.8617146230034453,86,0
2.57,stage1,0.8623186357628793,86,0
2.58,stage1,0.8629161005345997,86,0
2.59,stage1,0.8635070883040988,86,0
2.6,stage1,0.8640916692873287,86,0
2.61,stage1,0.8646699129390437,86,0
2.62,stage1,0.8652418879610523,86,0
2.63,stage1,0.8658076623103793,87,0
2.64,stage1,0.866367303207341,87,0
2.65,stage1,0.8669208771435305,87,0
2.66,stage1,0.8674684498897186,87,0
2.67,stage1,0.8680100865036672,87,0
2.68,stage1,0.8685458513378594,87,0
2.69,stage1,0.8690758080471456,87,0
2.7,stage1,0.8696000195963055,87,0
2.71,stage1,0.8701185482675302,87,0
2.72,stage1,0.870631455667821,87,0
2.73,stage1,0.8711388027363093,87,0
2.74,stage1,0.8716406497514974,87,0
2.75,stage1,0.8721370563384192,87,0
2.76,stage1,0.8726280814757255,87,0
2.77,stage1,0.8731137835026902,87,0
2.78,stage1,0.8735942201261425,87,0
2.79,stage1,0.8740694484273228,87,0
2.8,stage1,0.8745395248686646,87,0
2.81,stage1,0.8750045053005029,87,0
2.82,stage1,0.8754644449677095,88,0
2.83,stage1,0.8759193985162576,88,0
2.84,stage1,0.8763694199997131,88,0
2.85,stage1,0.8768145628856582,88,0
2.86,stage1,0.8772548800620427,88,0
2.87,stage1,0.877690423843468,88,0
2.88,stage1,0.8781212459774035,88,0
2.89,stage1,0.8785473976503334,88,0
2.9,stage1,0.8789689294938395,88,0
2.91,stage1,0.8793858915906156,88,0
2.92,stage1,0.8797983334804191,88,0
2.93,stage1,0.8802063041659562,88,0
2.94,stage1,0.8806098521187038,88,0
2.95,stage1,0.881009025284669,88,0
2.96,stage1,0.8814038710900848,88,0
2.97,stage1,0.8817944364470461,88,0
2.98,stage1,0.8821807677590826,88,0
2.99,stage1,0.8825629109266716,88,0
3.0,stage1,0.8829409113526924,88,0
3.01,stage1,0.8833148139478202,88,0
3.02,stage1,0.8836846631358624,88,0
3.03,stage1,0.8840505028590357,88,0
3.04,stage1,0.8844123765831884,88,0
3.05,stage1,0.8847703273029629,88,0
3.06,stage1,0.8851243975469055,88,0
3.07,stage1,0.8854746293825184,89,0
3.08,stage1,0.885821064421258,89,0
3.09,stage1,0.8861637438234785,89,0
3.1,stage1,0.886502708303323,89,0
3.11,stage1,0.88683799813356,89,0
3.12,stage1,0.8871696531503687,89,0
3.13,stage1,0.8874977127580717,89,0
3.14,stage1,0.8878222159338168,89,0
3.15,stage1,0.8881432012322081,89,0
3.16,stage1,0.8884607067898868,89,0
3.17,stage1,0.8887747703300612,89,0
3.18,stage1,0.8890854291669902,89,0
3.19,stage1,0.8893927202104155,89,0
3.2,stage1,0.8896966799699474,89,0
3.21,stage1,0.8899973445594027,89,0
3.22,stage1,0.8902947497010948,89,0
3.23,stage1,0.8905889307300784,89,0
3.24,stage1,0.8908799225983476,89,0
3.25,stage1,0.8911677598789886,89,0
3.26,stage1,0.8914524767702873,89,0
3.27,stage1,0.8917341070997924,89,0
3.28,stage1,0.8920126843283348,89,0
3.29,stage1,0.8922882415540027,89,0
3.3,stage1,0.8925608115160739,89,0
3.31,stage1,0.8928304265989065,89,0
3.32,stage1,0.8930971188357857,89,0
3.33,stage1,0.8933609199127297,89,0
3.34,stage1,0.8936218611722547,89,0
3.35,stage1,0.8938799736170988,89,0
3.36,stage1,0.8941352879139053,89,0
3.37,stage1,0.894387834396866,89,0
3.38,stage1,0.8946376430713255,89,0
3.39,stage1,0.8948847436173464,89,0
3.4,stage1,0.8951291653932352,89,0
3.41,stage1,0.8953709374390307,90,0
3.42,stage1,0.895610088479954,90,0
3.43,stage1,0.8958466469298215,90,0
3.44,stage1,0.896080640894421,90,0
3.45,stage1,0.8963120981748505,90,0
3.46,stage1,0.896541046270822,90,0
3.47,stage1,0.8967675123839279,90,0
3.48,stage1,0.8969915234208737,90,0
3.49,stage1,0.8972131059966739,90,0
3.5,stage1,0.8974322864378151,90,0
3.51,stage1,0.8976490907853835,90,0
3.52,stage1,0.8978635447981584,90,0
3.53,stage1,0.8980756739556737,90,0
3.54,stage1,0.8982855034612437,90,0
3.55,stage1,0.898493058244959,90,0
3.56,stage1,0.8986983629666476,90,0
3.57,stage1,0.898901442018805,90,0
3.58,stage1,0.899102319529492,90,0
3.59,stage1,0.8993010193652023,90,0
3.6,stage1,0.899497565133697,90,0
3.61,stage1,0.8996919801868101,90,0
3.62,stage1,0.8998842876232225,90,0
3.63,stage1,0.9000745102912071,90,0
3.64,stage1,0.9002626707913427,90,0
3.65,stage1,0.9004487914791999,90,0
3.66,stage1,0.9006328944679964,90,0
3.67,stage1,0.900815001631225,90,0
3.68,stage1,0.9009951346052518,90,0
3.69,stage1,0.9011733147918873,90,0
3.7,stage1,0.9013495633609293,90,0
3.71,stage1,0.9015239012526775,90,0
3.72,stage1,0.9016963491804217,90,0
3.73,stage1,0.9018669276329034,90,0
3.74,stage1,0.9020356568767489,90,0
3.75,stage1,0.9022025569588782,90,0
3.76,stage1,0.9023676477088864,90,0
3.77,stage1,0.9025309487413999,90,0
3.78,stage1,0.9026924794584062,90,0
3.79,stage1,0.9028522590515601,90,0
3.8,stage1,0.9030103065044626,90,0
3.81,stage1,0.9031666405949177,90,0
3.82,stage1,0.9033212798971626,90,0
3.83,stage1,0.9034742427840746,90,0
3.84,stage1,0.9036255474293545,90,0
3.85,stage1,0.9037752118096848,90,0
3.86,stage1,0.9039232537068669,90,0
3.87,stage1,0.9040696907099325,90,0
3.88,stage1,0.9042145402172342,90,0
3.89,stage1,0.9043578194385126,90,0
3.9,stage1,0.9044995453969402,90,0
3.91,stage1,0.9046397349311449,90,0
3.92,stage1,0.9047784046972104,90,0
3.93,stage1,0.9049155711706546,90,0
3.94,stage1,0.9050512506483874,90,0
3.95,stage1,0.9051854592506474,91,0
3.96,stage1,0.9053182129229165,91,0
3.97,stage1,0.9054495274378143,91,0
3.98,stage1,0.905579418396973,91,0
3.99,stage1,0.9057079012328904,91,0
4.0,stage1,0.905834991210763,91,0
4.01,stage1,0.9059607034303011,91,0
4.02,stage1,0.9060850528275209,91,0
4.03,stage1,0.906208054176521,91,0
4.04,stage1,0.9063297220912357,91,0
4.05,stage1,0.9064500710271738,91,0
4.06,stage1,0.9065691152831334,91,0
4.07,stage1,0.906686869002903,91,0
4.08,stage1,0.9068033461769401,91,0
4.09,stage1,0.9069185606440352,91,0
4.1,stage1,0.9070325260929544,91,0
4.11,stage1,0.9071452560640667,91,0
4.12,stage1,0.9072567639509528,91,0
4.13,stage1,0.9073670630019958,91,0
4.14,stage1,0.9074761663219558,91,0
4.15,stage1,0.9075840868735263,91,0
4.16,stage1,0.9076908374788752,91,0
4.17,stage1,0.9077964308211675,91,0
4.18,stage1,0.9079008794460721,91,0
4.19,stage1,0.9080041957632534,91,0
4.2,stage1,0.9081063920478444,91,0
4.21,stage1,0.9082074804419058,91,0
4.22,stage1,0.9083074729558689,91,0
4.23,stage1,0.9084063814699617,91,0
4.24,stage1,0.908504217735621,91,0
4.25,stage1,0.9086009933768886,91,0
4.26,stage1,0.9086967198917925,91,0
4.27,stage1,0.9087914086537124,91,0
4.28,stage1,0.9088850709127316,91,0
4.29,stage1,0.9089777177969732,91,0
4.3,stage1,0.9090693603139225,91,0
4.31,stage1,0.9091600093517347,91,0
4.32,stage1,0.9092496756805287,91,0
4.33,stage1,0.9093383699536663,91,0
4.34,stage1,0.9094261027090186,91,0
4.35,stage1,0.9095128843702174,91,0
4.36,stage1,0.909598725247894,91,0
4.37,stage1,0.9096836355409039,91,0
4.38,stage1,0.9097676253375391,91,0
4.39,stage1,0.9098507046167259,91,0
4.4,stage1,0.9099328832492114,91,0
4.41,stage1,0.9100141709987356,91,0
4.42,stage1,0.9100945775231916,91,0
4.43,stage1,0.9101741123757731,91,0
4.44,stage1,0.9102527850061094,91,0
4.45,stage1,0.9103306047613884,91,0
4.46,stage1,0.9104075808874669,91,0
4.47,stage1,0.9104837225299687,91,0
4.48,stage1,0.9105590387353719,91,0
4.49,stage1,0.9106335384520837,91,0
4.5,stage1,0.9107072305315029,91,0
4.51,stage1,0.9107801237290721,91,0
4.52,stage1,0.910852226705318,91,0
4.53,stage1,0.9109235480268799,91,0
4.54,stage1,0.9109940961675281,91,0
4.55,stage1,0.91106387950917,91,0
4.56,stage1,0.9111329063428464,91,0
4.57,stage1,0.9112011848697168,91,0
4.58,stage1,0.9112687232020332,91,0
4.59,stage1,0.9113355293641044,91,0
4.6,stage1,0.9114016112932491,91,0
4.61,stage1,0.911466976840739,91,0
4.62,stage1,0.9115316337727316,91,0
4.63,stage1,0.9115955897711931,91,0
4.64,stage1,0.9116588524348112,91,0
4.65,stage1,0.9117214292798969,91,0
4.66,stage1,0.911783327741279,91,0
4.67,stage1,0.9118445551731865,91,0
4.68,stage1,0.9119051188501226,91,0
4.69,stage1,0.911965025967729,91,0
4.7,stage1,0.9120242836436407,91,0
4.71,stage1,0.912082898918332,91,0
4.72,stage1,0.9121408787559527,91,0
4.73,stage1,0.9121982300451555,91,0
4.74,stage1,0.9122549595999145,91,0
4.75,stage1,0.9123110741603347,91,0
4.76,stage1,0.9123665803934531,91,0
4.77,stage1,0.9124214848940306,91,0
4.78,stage1,0.9124757941853354,91,0
4.79,stage1,0.9125295147199184,91,0
4.8,stage1,0.9125826528803794,91,0
4.81,stage1,0.9126352149801259,91,0
4.82,stage1,0.9126872072641227,91,0
4.83,stage1,0.9127386359096342,91,0
4.84,stage1,0.9127895070269583,91,0
4.85,stage1,0.9128398266601522,91,0
4.86,stage1,0.9128896007877508,91,0
4.87,stage1,0.9129388353234767,91,0
4.88,stage1,0.9129875361169432,91,0
4.89,stage1,0.9130357089543486,91,0
4.9,stage1,0.9130833595591645,91,0
4.91,stage1,0.9131304935928153,91,0
4.92,stage1,0.9131771166553511,91,0
4.93,stage1,0.9132232342861126,91,0
4.94,stage1,0.9132688519643898,91,0
4.95,stage1,0.9133139751100726,91,0
4.96,stage1,0.9133586090842953,91,0
4.97,stage1,0.9134027591900727,91,0
4.98,stage1,0.913446430672931,91,0
4.99,stage1,0.9134896287215302,91,0
5.0,stage1,0.9135323584682814,91,0
5.01,stage1,0.9135746249899561,91,0
5.02,stage1,0.9136164333082893,91,0
5.03,stage1,0.9136577883905767,91,0
5.04,stage1,0.913698695150264,91,0
5.05,stage1,0.9137391584475316,91,0
5.06,stage1,0.9137791830898715,91,0
5.07,stage1,0.9138187738326584,91,0
5.08,stage1,0.913857935379715,91,0
5.09,stage1,0.913896672383871,91,0
5.1,stage1,0.9139349894475153,91,0
5.11,stage1,0.9139728911231433,91,0
5.12,stage1,0.9140103819138977,91,0
5.13,stage1,0.9140474662741034,91,0
5.14,stage1,0.9140841486097968,91,0
5.15,stage1,0.9141204332792494,91,0
5.16,stage1,0.9141563245934856,91,0
5.17,stage1,0.9141918268167945,91,0
5.18,stage1,0.9142269441672369,91,0
5.19,stage1,0.9142616808171468,91,0
5.2,stage1,0.9142960408936263,91,0
5.21,stage1,0.9143300284790365,91,0
5.22,stage1,0.9143636476114825,91,0
5.23,stage1,0.9143969022852927,91,0
5.24,stage1,0.9144297964514944,91,0
5.25,stage1,0.9144623340182819,91,0
5.26,stage1,0.9144945188514819,91,0
5.27,stage1,0.9145263547750122,91,0
5.28,stage1,0.9145578455713363,91,0
5.29,stage1,0.9145889949819129,91,0
5.3,stage1,0.9146198067076401,91,0
5.31,stage1,0.9146502844092951,91,0
5.32,stage1,0.9146804317079695,91,0
5.33,stage1,0.9147102521854996,91,0
5.34,stage1,0.9147397493848912,91,0
5.35,stage1,0.9147689268107413,91,0
5.36,stage1,0.9147977879296542,91,0
5.37,stage1,0.9148263361706532,91,0
5.38,stage1,0.9148545749255887,91,0
5.39,stage1,0.9148825075495403,91,0
5.4,stage1,0.9149101373612158,91,0
5.41,stage1,0.9149374676433457,91,0
5.42,stage1,0.9149645016430729,91,0
5.43,stage1,0.9149912425723388,91,0
5.44,stage1,0.9150176936082646,91,0
5.45,stage1,0.9150438578935289,92,0
5.46,stage1,0.9150697385367413,92,0
5.47,stage1,0.9150953386128116,92,0
5.48,stage1,0.9151206611633148,92,0
5.49,stage1,0.9151457091968529,92,0
5.5,stage1,0.9151704856894124,92,0
5.51,stage1,0.9151949935847173,92,0
5.52,stage1,0.9152192357945796,92,0
5.53,stage1,0.9152432151992449,92,0
5.54,stage1,0.9152669346477341,92,0
5.55,stage1,0.915290396958183,92,0
5.56,stage1,0.9153136049181765,92,0
5.57,stage1,0.9153365612850793,92,0
5.58,stage1,0.9153592687863644,92,0
5.59,stage1,0.915381730119937,92,0
5.6,stage1,0.9154039479544542,92,0
5.61,stage1,0.9154259249296434,92,0
5.62,stage1,0.9154476636566146,92,0
5.63,stage1,0.9154691667181716,92,0
5.64,stage1,0.9154904366691184,92,0
5.65,stage1,0.9155114760365632,92,0
5.66,stage1,0.9155322873202176,92,0
5.67,stage1,0.9155528729926948,92,0
5.68,stage1,0.915573235499803,92,0
5.69,stage1,0.9155933772608352,92,0
5.7,stage1,0.9156133006688582,92,0
5.71,stage1,0.915633008090995,92,0
5.72,stage1,0.915652501868708,92,0
5.73,stage1,0.9156717843180756,92,0
5.74,stage1,0.9156908577300686,92,0
5.75,stage1,0.9157097243708214,92,0
5.76,stage1,0.9157283864819018,92,0
5.77,stage1,0.915746846280577,92,0
5.78,stage1,0.9157651059600775,92,0
5.79,stage1,0.9157831676898573,92,0
5.8,stage1,0.9158010336158519,92,0
5.81,stage1,0.9158187058607328,92,0
5.82,stage1,0.9158361865241602,92,0
5.83,stage1,0.9158534776830324,92,0
5.84,stage1,0.9158705813917322,92,0
5.85,stage1,0.9158874996823716,92,0
5.86,stage1,0.9159042345650322,92,0
5.87,stage1,0.9159207880280055,92,0
5.88,stage1,0.9159371620380277,92,0
5.89,stage1,0.9159533585405141,92,0
5.9,stage1,0.9159693794597903,92,0
5.91,stage1,0.9159852266993207,92,0
5.92,stage1,0.9160009021419344,92,0
5.93,stage1,0.9160164076500492,92,0
5.94,stage1,0.9160317450658927,92,0
5.95,stage1,0.9160469162117212,92,0
5.96,stage1,0.9160619228900364,92,0
5.97,stage1,0.9160767668837997,92,0
5.98,stage1,0.9160914499566432,92,0
5.99,stage1,0.91610597385308,92,0
6.0,stage1,0.9161203402987116,92,0
6.01,stage1,0.9161345510004321,92,0
6.02,stage1,0.9161486076466316,92,0
6.03,stage1,0.916162511907397,92,0
6.04,stage1,0.9161762654347098,92,0
6.05,stage1,0.9161898698626427,92,0
6.06,stage1,0.9162033268075538,92,0
6.07,stage1,0.9162166378682786,92,0
6.08,stage1,0.9162298046263198,92,0
6.09,stage1,0.9162428286460356,92,0
6.1,stage1,0.9162557114748249,92,0
6.11,stage1,0.9162684546433117,92,0
6.12,stage1,0.9162810596655271,92,0
6.13,stage1,0.9162935280390885,92,0
6.14,stage1,0.9163058612453778,92,0
6.15,stage1,0.916318060749718,92,0
6.16,stage1,0.9163301280015465,92,0
6.17,stage1,0.9163420644345878,92,0
6.18,stage1,0.9163538714670233,92,0
6.19,stage1,0.9163655505016607,92,0
6.2,stage1,0.9163771029260998,92,0
6.21,stage1,0.9163885301128974,92,0
6.22,stage1,0.9163998334197314,92,0
6.23,stage1,0.9164110141895607,92,0
6.24,stage1,0.9164220737507859,92,0
6.25,stage1,0.9164330134174065,92,0
6.26,stage1,0.9164438344891768,92,0
6.27,stage1,0.9164545382517615,92,0
6.28,stage1,0.916465125976887,92,0
6.29,stage1,0.9164755989224934,92,0
6.3,stage1,0.9164859583328838,92,0
6.31,stage1,0.9164962054388719,92,0
6.32,stage1,0.9165063414579282,92,0
6.33,stage1,0.9165163675943253,92,0
6.34,stage1,0.9165262850392802,92,0
6.35,stage1,0.9165360949710962,92,0
6.36,stage1,0.9165457985553028,92,0
6.37,stage1,0.9165553969447943,92,0
6.38,stage1,0.9165648912799665,92,0
6.39,stage1,0.9165742826888528,92,0
6.4,stage1,0.9165835722872574,92,0
6.41,stage1,0.9165927611788883,92,0
6.42,stage1,0.9166018504554887,92,0
6.43,stage1,0.9166108411969661,92,0
6.44,stage1,0.9166197344715212,92,0
6.45,stage1,0.9166285313357744,92,0
6.46,stage1,0.9166372328348914,92,0
6.47,stage1,0.9166458400027075,92,0
6.48,stage1,0.9166543538618506,92,0
6.49,stage1,0.9166627754238621,92,0
6.5,stage1,0.916671105689318,92,0
6.51,stage1,0.9166793456479466,92,0
6.52,stage1,0.9166874962787472,92,0
6.53,stage1,0.9166955585501061,92,0
6.54,stage1,0.9167035334199108,92,0
6.55,stage1,0.9167114218356653,92,0
6.56,stage1,0.9167192247346014,92,0
6.57,stage1,0.9167269430437908,92,0
6.58,stage1,0.9167345776802548,92,0
6.59,stage1,0.9167421295510736,92,0
6.6,stage1,0.9167495995534938,92,0
6.61,stage1,0.9167569885750351,92,0
6.62,stage1,0.916764297493596,92,0
6.63,stage1,0.9167715271775576,92,0
6.64,stage1,0.9167786784858871,92,0
6.65,stage1,0.9167857522682401,92,0
6.66,stage1,0.9167927493650608,92,0
6.67,stage1,0.9167996706076826,92,0
