"time","soc","T_core_C","voltage_V","current_A","pump_cmd","fan_cmd","mode","coolant_in_temp_C","coolant_flow_kgps","T_surface_C"
79.0,0.7847913537040379,30.603062034751915,377.7020437661314,47.65647732536674,0.0,0.0,0.0,35.0,0.0,30.355732576266398
80.0,0.7845707184182806,30.611800419308498,377.6913164988237,47.65783083766373,0.0,0.0,0.0,35.0,0.0,30.36014638988588
81.0,0.7843500768652257,30.620538761718702,377.6805866127861,47.65918475729006,0.0,0.0,0.0,35.0,0.0,30.364558120050784
82.0,0.7841294290429869,30.629277061882114,377.66985410718377,47.66053908441395,0.0,0.0,0.0,35.0,0.0,30.36896776963347
83.0,0.783908774949677,30.638015319698685,377.65911898118117,47.66189381920377,0.0,0.0,0.0,35.0,0.0,30.373375341502257
84.0,0.7836881145834085,30.64675353506872,377.6483812339422,47.663248961828,0.0,0.0,0.0,35.0,0.0,30.377780838521456
85.0,0.7834674479422926,30.655491707892885,377.6376408646294,47.66460451245531,0.0,0.0,0.0,35.0,0.0,30.382184263551334
86.0,0.7832467750244402,30.664229838072217,377.6268978724053,47.66596047125449,0.0,0.0,0.0,35.0,0.0,30.386585619448155
87.0,0.7830260958279611,30.672967925508104,377.616152256431,47.6673168383945,0.0,0.0,0.0,35.0,0.0,30.390984909064162
88.0,0.7828054103509644,30.68170597010229,377.6054040158672,47.668673614044394,0.0,0.0,0.0,35.0,0.0,30.3953821352476
89.0,0.7825847185915583,30.690443971756878,377.59465314987347,47.670030798373446,0.0,0.0,0.0,35.0,0.0,30.399777300842718
90.0,0.7823640205478505,30.699181930374337,377.5838996576091,47.67138839155104,0.0,0.0,0.0,35.0,0.0,30.404170408689765
91.0,0.7821433162179476,30.70791984585749,377.57314353823216,47.6727463937467,0.0,0.0,0.0,35.0,0.0,30.40856146162502
92.0,0.7819226055999556,30.716657718109513,377.5623847908999,47.674104805130106,0.0,0.0,0.0,35.0,0.0,30.412950462480747
93.0,0.7817018886919798,30.72539554703394,377.55162341476915,47.6754636258711,0.0,0.0,0.0,35.0,0.0,30.417337414085264
94.0,0.7814811654921247,30.734133332534668,377.5408594089958,47.676822856139644,0.0,0.0,0.0,35.0,0.0,30.42172231926291
95.0,0.7812604359984936,30.742871074515943,377.53009277273486,47.6781824961059,0.0,0.0,0.0,35.0,0.0,30.42610518083405
96.0,0.7810397002091896,30.751608772882367,377.5193235051406,47.67954254594008,0.0,0.0,0.0,35.0,0.0,30.430486001615105
97.0,0.7808189581223145,30.760346427538895,377.50855160536656,47.68090300581267,0.0,0.0,0.0,35.0,0.0,30.434864784418536
98.0,0.7805982097359695,30.76908403839084,377.4977770725654,47.68226387589418,0.0,0.0,0.0,35.0,0.0,30.439241532052854
99.0,0.7803774550482552,30.777821605343878,377.48699990588904,47.68362515635538,0.0,0.0,0.0,35.0,0.0,30.443616247322623
100.0,0.7801566940572712,30.78655912830401,377.4762201044886,47.684986847367114,0.0,0.0,0.0,35.0,0.0,30.447988933028487
101.0,0.7799359267611162,30.795296607177626,377.4654376675145,47.6863489491004,0.0,0.0,0.0,35.0,0.0,30.45235959196714
102.0,0.7797151531578888,30.804034041871454,377.4546525941162,47.68771146172639,0.0,0.0,0.0,35.0,0.0,30.45672822693138
103.0,0.7794943732456857,30.81277143229256,377.4438648834426,47.68907438541641,0.0,0.0,0.0,35.0,0.0,30.461094840710054
104.0,0.7792735870226037,30.821508778348388,377.43307453464155,47.69043772034192,0.0,0.0,0.0,35.0,0.0,30.465459436088103
105.0,0.7790527944867387,30.830246079946715,377.4222815468603,47.69180146667451,0.0,0.0,0.0,35.0,0.0,30.469822015846564
106.0,0.7788319956361853,30.838983336995675,377.4114859192453,47.69316562458598,0.0,0.0,0.0,35.0,0.0,30.474182582762573
