"time","soc","T_core_C","voltage_V","current_A","pump_cmd","fan_cmd","mode","coolant_in_temp_C","coolant_flow_kgps","T_surface_C"
107.0,0.7786111904690376,30.84772054940375,377.4006876509422,47.694530194248195,0.0,0.0,0.0,35.0,0.0,30.47854113960937
108.0,0.7783903789833887,30.856457717079774,377.3898867410955,47.69589517583323,0.0,0.0,0.0,35.0,0.0,30.482897689156303
109.0,0.7781695611773314,30.865194839932933,377.3790831888496,47.6972605695133,0.0,0.0,0.0,35.0,0.0,30.487252234168828
110.0,0.7779487370489573,30.873931917872767,377.3682769933476,47.698626375460755,0.0,0.0,0.0,35.0,0.0,30.49160477740851
111.0,0.7777279065963575,30.882668950809148,377.35746815373204,47.699992593848094,0.0,0.0,0.0,35.0,0.0,30.495955321633083
112.0,0.7775070698176221,30.89140593865231,377.3466566691444,47.70135922484796,0.0,0.0,0.0,35.0,0.0,30.50030386959636
113.0,0.7772862267108404,30.90014288131284,377.33584253872573,47.7027262686332,0.0,0.0,0.0,35.0,0.0,30.504650424048318
114.0,0.7770653772741006,30.908879778701657,377.32502576161596,47.70409372537672,0.0,0.0,0.0,35.0,0.0,30.50899498773507
115.0,0.7768445215054907,30.91761663073004,377.3142063369545,47.70546159525166,0.0,0.0,0.0,35.0,0.0,30.51333756339887
116.0,0.7766236594030975,30.926353437309615,377.30338426387965,47.70682987843126,0.0,0.0,0.0,35.0,0.0,30.51767815377814
117.0,0.7764027909650073,30.935090198352345,377.2925595415294,47.7081985750889,0.0,0.0,0.0,35.0,0.0,30.522016761607436
118.0,0.7761819161893054,30.94382691377054,377.2817321690405,47.70956768539817,0.0,0.0,0.0,35.0,0.0,30.52635338961751
119.0,0.7759610350740762,30.952563583476863,377.2709021455489,47.71093720953276,0.0,0.0,0.0,35.0,0.0,30.53068804053525
120.0,0.7757401476174033,30.961300207384326,377.26006947019033,47.71230714766652,0.0,0.0,0.0,35.0,0.0,30.535020717083743
121.0,0.7755192538173697,30.97003678540628,377.2492341420989,47.71367749997346,0.0,0.0,0.0,35.0,0.0,30.53935142198224
122.0,0.7752983536720576,30.9787733174564,377.23839616040846,47.71504826662775,0.0,0.0,0.0,35.0,0.0,30.5436801579462
123.0,0.7750774471795479,30.987509803448738,377.22755552425207,47.71641944780366,0.0,0.0,0.0,35.0,0.0,30.548006927687243
124.0,0.7748565343379215,30.99624624329768,377.2167122327617,47.71779104367569,0.0,0.0,0.0,35.0,0.0,30.552331733913213
125.0,0.7746356151452577,31.00498263691795,377.20586628506885,47.719163054418395,0.0,0.0,0.0,35.0,0.0,30.556654579328143
126.0,0.7744146895996357,31.01371898422461,377.195017680304,47.72053548020658,0.0,0.0,0.0,35.0,0.0,30.560975466632257
127.0,0.7741937576991335,31.022455285133066,377.1841664175969,47.72190832121513,0.0,0.0,0.0,35.0,0.0,30.56529439852202
128.0,0.7739728194418282,31.031191539559078,377.17331249607656,47.72328157761913,0.0,0.0,0.0,35.0,0.0,30.569611377690094
129.0,0.7737518748257962,31.039927747418737,377.16245591487103,47.724655249593766,0.0,0.0,0.0,35.0,0.0,30.573926406825393
130.0,0.7735309238491132,31.04866390862848,377.1515966731077,47.72602933731441,0.0,0.0,0.0,35.0,0.0,30.57823948861303
131.0,0.7733099665098538,31.057400023105078,377.14073476991325,47.72740384095659,0.0,0.0,0.0,35.0,0.0,30.58255062573436
132.0,0.7730890028060923,31.066136090765653,377.1298702044133,47.72877876069594,0.0,0.0,0.0,35.0,0.0,30.586859820866987
133.0,0.7728680327359018,31.074872111527654,377.11900297573294,47.730154096708304,0.0,0.0,0.0,35.0,0.0,30.59116707668475
134.0,0.7726470562973544,31.08360808530887,377.1081330829962,47.73152984916964,0.0,0.0,0.0,35.0,0.0,30.595472395857747
135.0,0.7724260734885221,31.092344012027446,377.0972605253266,47.73290601825608,0.0,0.0,0.0,35.0,0.0,30.599775781052333
136.0,0.7722050843074755,31.101079891601852,377.0863853018467,47.73428260414388,0.0,0.0,0.0,35.0,0.0,30.604077234931108
137.0,0.7719840887522841,31.1098157239509,377.0755074116781,47.73565960700948,0.0,0.0,0.0,35.0,0.0,30.60837676015296
138.0,0.7717630868210174,31.11855150899373,377.064626853942,47.73703702702945,0.0,0.0,0.0,35.0,0.0,30.612674359373035
139.0,0.7715420785117436,31.127287246649843,377.05374362775837,47.73841486438053,0.0,0.0,0.0,35.0,0.0,30.616970035242755
140.0,0.7713210638225302,31.136022936839048,377.04285773224683,47.73979311923958,0.0,0.0,0.0,35.0,0.0,30.62126379040984
141.0,0.7711000427514436,31.144758579481515,377.03196916652564,47.74117179178367,0.0,0.0,0.0,35.0,0.0,30.625555627518278
142.0,0.77087901529655,31.153494174497737,377.02107792971293,47.74255088218994,0.0,0.0,0.0,35.0,0.0,30.629845549208373
143.0,0.770657981455914,31.162229721808544,377.0101840209254,47.743930390635754,0.0,0.0,0.0,35.0,0.0,30.6341335581167
144.0,0.7704369412276002,31.170965221335102,376.9992874392793,47.74531031729861,0.0,0.0,0.0,35.0,0.0,30.638419656876167
145.0,0.7702158946096717,31.179700672998912,376.98838818389004,47.74669066235614,0.0,0.0,0.0,35.0,0.0,30.642703848115957
146.0,0.769994841600191,31.18843607672182,376.9774862538722,47.74807142598614,0.0,0.0,0.0,35.0,0.0,30.646986134461603
147.0,0.7697737821972201,31.197171432425982,376.96658164833946,47.74945260836658,0.0,0.0,0.0,35.0,0.0,30.651266518534932
148.0,0.7695527163988195,31.205906740033914,376.95567436640493,47.75083420967553,0.0,0.0,0.0,35.0,0.0,30.655545002954106
149.0,0.7693316442030493,31.214641999468455,376.9447644071805,47.75221623009128,0.0,0.0,0.0,35.0,0.0,30.659821590333614
150.0,0.7691105656079691,31.22337721065277,376.9338517697779,47.75359866979223,0.0,0.0,0.0,35.0,0.0,30.664096283284284
151.0,0.768889480611637,31.23211237351037,376.9229364533073,47.75498152895693,0.0,0.0,0.0,35.0,0.0,30.66836908441329
152.0,0.7686683892121108,31.24084748796508,376.91201845687857,47.75636480776411,0.0,0.0,0.0,35.0,0.0,30.67263999632414
153.0,0.7684472914074469,31.24958255394108,376.9010977796008,47.757748506392645,0.0,0.0,0.0,35.0,0.0,30.676909021616694
154.0,0.7682261871957017,31.258317571362866,376.89017442058207,47.75913262502155,0.0,0.0,0.0,35.0,0.0,30.68117616288718
155.0,0.76800507657493,31.267052540155266,376.8792483789296,47.760517163829995,0.0,0.0,0.0,35.0,0.0,30.685441422728175
156.0,0.7677839595431859,31.275787460243446,376.8683196537501,47.76190212299732,0.0,0.0,0.0,35.0,0.0,30.68970480372863
157.0,0.7675628360985233,31.28452233155289,376.8573882441491,47.76328750270303,0.0,0.0,0.0,35.0,0.0,30.693966308473872
158.0,0.7673417062389946,31.293257154009417,376.84645414923165,47.76467330312672,0.0,0.0,0.0,35.0,0.0,30.698225939545594
159.0,0.7671205699626515,31.301991927539184,376.83551736810176,47.766059524448245,0.0,0.0,0.0,35.0,0.0,30.70248369952187
160.0,0.7668994272675448,31.310726652068677,376.8245778998628,47.76744616684749,0.0,0.0,0.0,35.0,0.0,30.70673959097718
161.0,0.7666782781517247,31.319461327524703,376.81363574361717,47.7688332305046,0.0,0.0,0.0,35.0,0.0,30.710993616482366
162.0,0.7664571226132406,31.32819595383439,376.8026908984668,47.77022071559982,0.0,0.0,0.0,35.0,0.0,30.7152457786047
163.0,0.7662359606501411,31.336930530925198,376.79174336351235,47.77160862231356,0.0,0.0,0.0,35.0,0.0,30.719496079907838
164.0,0.7660147922604736,31.345665058724933,376.7807931378539,47.77299695082638,0.0,0.0,0.0,35.0,0.0,30.72374452295185
165.0,0.7657936174422849,31.354399537161704,376.7698402205909,47.77438570131903,0.0,0.0,0.0,35.0,0.0,30.72799111029322
166.0,0.7655724361936207,31.363133966163968,376.7588846108215,47.77577487397235,0.0,0.0,0.0,35.0,0.0,30.732235844484848
167.0,0.7653512485125263,31.371868345660488,376.7479263076436,47.777164468967385,0.0,0.0,0.0,35.0,0.0,30.736478728076058
168.0,0.7651300543970461,31.38060267558037,376.73696531015395,47.77855448648534,0.0,0.0,0.0,35.0,0.0,30.740719763612603
169.0,0.7649088538452233,31.38933695585303,376.7260016174487,47.779944926707536,0.0,0.0,0.0,35.0,0.0,30.74495895363667
170.0,0.7646876468551005,31.39807118640822,376.71503522862275,47.781335789815465,0.0,0.0,0.0,35.0,0.0,30.74919630068688
171.0,0.7644664334247193,31.406805367176016,376.7040661427708,47.7827270759908,0.0,0.0,0.0,35.0,0.0,30.753431807298313
172.0,0.7642452135521208,31.415539498086815,376.6930943589865,47.78411878541534,0.0,0.0,0.0,35.0,0.0,30.75766547600248
173.0,0.7640239872353451,31.42427357907134,376.6821198763623,47.78551091827104,0.0,0.0,0.0,35.0,0.0,30.761897309327342
174.0,0.7638027544724314,31.43300761006064,376.6711426939905,47.786903474740036,0.0,0.0,0.0,35.0,0.0,30.766127309797337
175.0,0.7635815152614179,31.441741590986076,376.66016281096216,47.788296455004584,0.0,0.0,0.0,35.0,0.0,30.77035547993337
176.0,0.7633602696003422,31.450475521779346,376.6491802263676,47.789689859247126,0.0,0.0,0.0,35.0,0.0,30.77458182225281
177.0,0.763139017487241,31.45920940237247,376.6381949392962,47.79108368765025,0.0,0.0,0.0,35.0,0.0,30.778806339269476
178.0,0.7629177589201501,31.467943232697777,376.6272069488371,47.792477940396715,0.0,0.0,0.0,35.0,0.0,30.783029033493705
179.0,0.7626964938971046,31.47667701268793,376.6162162540779,47.793872617669386,0.0,0.0,0.0,35.0,0.0,30.78724990743229
180.0,0.7624752224161383,31.485410742275906,376.6052228541057,47.795267719651335,0.0,0.0,0.0,35.0,0.0,30.79146896358852
181.0,0.7622539444752847,31.49414442139501,376.59422674800686,47.79666324652578,0.0,0.0,0.0,35.0,0.0,30.79568620446219
182.0,0.7620326600725763,31.502878049978868,376.5832279348669,47.7980591984761,0.0,0.0,0.0,35.0,0.0,30.799901632549584
183.0,0.7618113692060445,31.511611627961408,376.57222641377047,47.79945557568578,0.0,0.0,0.0,35.0,0.0,30.804115250343486
184.0,0.7615900718737203,31.5203451552769,376.5612221838013,47.80085237833856,0.0,0.0,0.0,35.0,0.0,30.80832706033321
185.0,0.7613687680736334,31.529078631859935,376.55021524404253,47.802249606618226,0.0,0.0,0.0,35.0,0.0,30.812537065004555
186.0,0.7611474578038129,31.537812057645404,376.53920559357636,47.80364726070881,0.0,0.0,0.0,35.0,0.0,30.816745266839867
187.0,0.7609261410622871,31.546545432568525,376.52819323148424,47.80504534079445,0.0,0.0,0.0,35.0,0.0,30.820951668317996
188.0,0.760704817847083,31.555278756564835,376.5171781568465,47.80644384705944,0.0,0.0,0.0,35.0,0.0,30.825156271914334
189.0,0.7604834881562273,31.564012029570197,376.5061603687432,47.807842779688286,0.0,0.0,0.0,35.0,0.0,30.8293590801008
190.0,0.7602621519877455,31.572745251520775,376.4951398662533,47.809242138865585,0.0,0.0,0.0,35.0,0.0,30.833560095345863
191.0,0.7600408093396626,31.58147842235307,376.4841166484546,47.810641924776135,0.0,0.0,0.0,35.0,0.0,30.83775932011452
192.0,0.7598194602100026,31.59021154200388,376.47309071442464,47.81204213760487,0.0,0.0,0.0,35.0,0.0,30.841956756868328
193.0,0.7595981045967882,31.59894461041033,376.46206206324,47.813442777536885,0.0,0.0,0.0,35.0,0.0,30.8461524080654
194.0,0.7593767424980418,31.60767762750987,376.4510306939762,47.814843844757426,0.0,0.0,0.0,35.0,0.0,30.8503462761604
195.0,0.7591553739117844,31.61641059324025,376.43999660570825,47.81624533945193,0.0,0.0,0.0,35.0,0.0,30.854538363604565
196.0,0.7589339988360371,31.62514350753954,376.4289597975101,47.81764726180595,0.0,0.0,0.0,35.0,0.0,30.858728672845686
197.0,0.758712617268819,31.633876370346126,376.417920268455,47.819049612005244,0.0,0.0,0.0,35.0,0.0,30.862917206328145
198.0,0.7584912292081492,31.642609181598708,376.4068780176153,47.82045239023566,0.0,0.0,0.0,35.0,0.0,30.867103966492902
199.0,0.7582698346520451,31.6513419412363,376.3958330440626,47.82185559668327,0.0,0.0,0.0,35.0,0.0,30.87128895577748
200.0,0.7580484335985243,31.660074649198243,376.3847853468678,47.82325923153427,0.0,0.0,0.0,35.0,0.0,30.875472176616015
201.0,0.7578270260456028,31.668807305424174,376.3737349251007,47.82466329497503,0.0,0.0,0.0,35.0,0.0,30.879653631439222
