time,stage_id,valve,level,leak,asset_dtaas_water_tank_swap__x4.valve
49.7,stage1,1,1.3139105653621248,False,False
49.8,stage1,1,1.2729663060772718,False,False
49.9,stage1,1,1.236250343354134,False,False
50.0,stage1,1,1.2033260227721403,False,False
50.1,stage1,1,1.1738017830304206,False,False
50.2,stage1,1,1.147326499200168,False,False
50.3,stage1,1,1.1235853068773742,False,False
50.4,stage1,1,1.1022958575735744,False,False
50.5,stage1,1,1.0832049608108232,False,False
50.6,stage1,1,1.0660855729861236,False,False
50.7,stage1,1,1.0507340971945687,False,False
50.8,stage1,1,1.0369679618986152,False,False
50.9,stage1,1,1.0246234496471773,False,False
51.0,stage1,1,1.0135537500219898,False,False
51.1,stage1,1,1.0036272136553874,False,False
51.2,stage1,1,0.9947257865549372,False,False
51.3,stage1,0,1.092918701376031,False,False
51.4,stage1,0,1.1929187013760334,False,False
51.5,stage1,0,1.2929187013760357,False,False
51.6,stage1,0,1.392918701376038,False,False
51.7,stage1,0,1.4929187013760403,False,False
51.8,stage1,0,1.5929187013760426,False,False
51.9,stage1,0,1.692918701376045,False,False
52.0,stage1,0,1.7929187013760473,False,False
52.1,stage1,0,1.8929187013760496,False,False
52.2,stage1,0,1.9929187013760519,False,False
52.3,stage1,0,2.0929187013760497,False,False
52.4,stage1,1,1.9749360874352244,False,False
52.5,stage1,1,1.8657279984705408,False,False
52.6,stage1,1,1.7677977832577894,False,False
52.7,stage1,1,1.6799807804832296,False,False
52.8,stage1,1,1.6012326029207364,False,False
52.9,stage1,1,1.5306167167769833,False,False
53.0,stage1,1,1.4672933037124682,False,False
53.1,stage1,1,1.4105092730769777,False,False
53.2,stage1,1,1.3595893055773227,False,False
53.3,stage1,1,1.3139278218617703,False,False
53.4,stage1,1,1.2729817805054038,False,False
53.5,stage1,1,1.2362642197445348,False,False
53.6,stage1,1,1.2033384661534967,False,False
53.7,stage1,1,1.1738129413889788,False,False
53.8,stage1,1,1.1473365052396964,False,False
53.9,stage1,1,1.1235942795973781,False,False
54.0,stage1,1,1.1023039036845297,False,False
54.1,stage1,1,1.0832121760032594,False,False
54.2,stage1,1,1.0660920430686487,False,False
54.3,stage1,1,1.0507398991143715,False,False
54.4,stage1,1,1.0369731646565823,False,False
54.5,stage1,1,1.0246281151185017,False,False
54.6,stage1,1,1.013557933692039,False,False
54.7,stage1,1,1.003630965279577,False,False
54.8,stage1,1,0.9947291507504633,False,False
54.9,stage1,0,1.0929220594599354,False,False
55.0,stage1,0,1.1929220594599377,False,False
55.1,stage1,0,1.29292205945994,False,False
55.2,stage1,0,1.3929220594599423,False,False
55.3,stage1,0,1.4929220594599446,False,False
55.4,stage1,0,1.592922059459947,False,False
55.5,stage1,0,1.6929220594599492,False,False
55.6,stage1,0,1.7929220594599515,False,False
55.7,stage1,0,1.8929220594599538,False,False
55.8,stage1,0,1.9929220594599562,False,False
55.9,stage1,0,2.092922059459954,False,False
56.0,stage1,1,1.9749391042017255,False,False
56.1,stage1,1,1.8657307036968254,False,False
56.2,stage1,1,1.7678002091164846,False,False
56.3,stage1,1,1.6799829558245112,False,False
56.4,stage1,1,1.6012345536154322,False,False
56.5,stage1,1,1.5306184660242523,False,False
56.6,stage1,1,1.4672948723157018,False,False
56.7,stage1,1,1.4105106796912101,False,False
56.8,stage1,1,1.359590566931091,False,False
56.9,stage1,1,1.3139289529560616,False,False
57.0,stage1,1,1.2729827947920596,False,False
57.1,stage1,1,1.2362651292862303,False,False
57.2,stage1,1,1.2033392817672017,False,False
57.3,stage1,1,1.1738136727745985,False,False
57.4,stage1,1,1.1473371610954284,False,False
57.5,stage1,1,1.1235948677231626,False,False
57.6,stage1,1,1.1023044310748094,False,False
57.7,stage1,1,1.0832126489301643,False,False
57.8,stage1,1,1.0660924671565906,False,False
57.9,stage1,1,1.0507402794069292,False,False
58.0,stage1,1,1.0369735056764862,False,False
58.1,stage1,1,1.0246284209214223,False,False
58.2,stage1,1,1.0135582079148193,False,False
58.3,stage1,1,1.0036312111834855,False,False
58.4,stage1,1,0.9947293712599775,False,False
58.5,stage1,0,1.0929222795688573,False,False
58.6,stage1,0,1.1929222795688597,False,False
58.7,stage1,0,1.292922279568862,False,False
58.8,stage1,0,1.3929222795688643,False,False
58.9,stage1,0,1.4929222795688666,False,False
59.0,stage1,0,1.592922279568869,False,False
59.1,stage1,0,1.6929222795688712,False,False
59.2,stage1,0,1.7929222795688735,False,False
59.3,stage1,0,1.8929222795688758,False,False
59.4,stage1,0,1.9929222795688781,False,False
59.5,stage1,0,2.092922279568876,False,False
59.6,stage1,1,1.9749393019386625,False,False
59.7,stage1,1,1.8657308810135513,False,False
59.8,stage1,1,1.7678003681217862,False,False
59.9,stage1,1,1.679983098409401,False,False
60.0,stage1,1,1.6012346814756402,False,False
60.1,stage1,1,1.5306185806803896,False,False
60.2,stage1,1,1.4672949751313482,False,False
60.3,stage1,1,1.4105107718891283,False,False
60.4,stage1,1,1.3595906496077683,False,False
60.5,stage1,1,1.3139290270947523,False,False
60.6,stage1,1,1.272982861274479,False,False
