time,stage_id,ambient_temp_C,driver_power_request_W_profile,soc,T_core_C,voltage_V,current_A,pump_cmd,fan_cmd,mode,coolant_in_temp_C,coolant_flow_kgps,T_surface_C
2.6,stage1,35.0,0,0.8,29.999997697122396,381.184,0.0,0.0,0.0,0,35.010294174394744,0.06873716825639423,29.983223995388453
2.7,stage1,35.0,0,0.8,29.999997513200228,381.184,0.0,0.0,0.0,0,35.01052279406383,0.06832135703930128,29.982581905135355
2.8,stage1,35.0,0,0.8,29.99999732223961,381.184,0.0,0.0,0.0,0,35.01075036818286,0.06793326657001453,29.981940046739666
2.9,stage1,35.0,0,0.8,29.99999712424317,381.184,0.0,0.0,0.0,0,35.01097728179077,0.06757104879868023,29.981298420117337
3.0,stage1,35.0,0,0.8,29.99999691921352,381.184,0.0,0.0,0.0,0,35.01120386611405,0.06723297887876821,29.980657025184343
3.1,stage1,35.0,0,0.8,29.999996707153276,381.184,0.0,0.0,0.0,0,35.01143040449019,0.06691744695351699,29.980015861856693
3.2,stage1,35.0,0,0.8,29.99999648806506,381.184,0.0,0.0,0.0,0,35.01165713769859,0.06662295048994919,29.979374930050426
3.3,stage1,35.0,0,0.8,29.999996261951487,381.184,0.0,0.0,0.0,0,35.01188426875219,0.06634808712395258,29.978734229681613
3.4,stage1,35.0,0,0.8,29.99999602881517,381.184,0.0,0.0,0.0,0,35.01211196719969,0.06609154798235574,29.978093760666354
3.5,stage1,35.0,0,0.8,29.99999578865872,381.184,0.0,0.0,0.0,0,35.012340372984724,0.06585211145019869,29.97745352292078
3.6,stage1,35.0,0,0.8,29.999995541484754,381.184,0.0,0.0,0.0,0,35.01256959990473,0.06562863735351877,29.97681351636105
3.7,stage1,35.0,0,0.8,29.99999528729588,381.184,0.0,0.0,0.0,0,35.01279973870861,0.06542006152995085,29.97617374090336
3.8,stage1,35.0,0,0.8,29.999995026094716,381.184,0.0,0.0,0.0,0,35.013030859869126,0.06522539076128746,29.975534196463926
3.9,stage1,35.0,0,0.8,29.999994757883865,381.184,0.0,0.0,0.0,0,35.01326301606246,0.0650436980438683,29.974894882959003
4.0,stage1,35.0,0,0.8,29.999994482665937,381.184,0.0,0.0,0.0,0,35.013496244384555,0.06487411817427707,29.974255800304874
4.1,stage1,35.0,0,0.8,29.999994200443542,381.184,0.0,0.0,0.0,0,35.013730568330956,0.06471584362932527,29.97361694841785
4.2,stage1,35.0,0,0.8,29.99999391121929,381.184,0.0,0.0,0.0,0,35.01396599956423,0.06456812072070359,29.972978327214275
4.3,stage1,35.0,0,0.8,29.99999361499578,381.184,0.0,0.0,0.0,0,35.01420253949074,0.06443024600599001,29.97233993661052
4.4,stage1,35.0,0,0.8,29.999993311775622,381.184,0.0,0.0,0.0,0,35.01444018066638,0.06430156293892401,29.971701776522995
4.5,stage1,35.0,0,0.8,29.99999300156142,381.184,0.0,0.0,0.0,0,35.01467890804872,0.06418145874299575,29.97106384686813
4.6,stage1,35.0,0,0.8,29.999992684355778,381.184,0.0,0.0,0.0,0,35.0149187001116,0.06406936149346269,29.97042614756239
4.7,stage1,35.0,0,0.8,29.999992360161297,381.184,0.0,0.0,0.0,0,35.015159529836104,0.06396473739389852,29.969788678522267
4.8,stage1,35.0,0,0.8,29.99999202898058,381.184,0.0,0.0,0.0,0,35.015401365590854,0.06386708823430529,29.96915143966429
4.9,stage1,35.0,0,0.8,29.999991690816223,381.184,0.0,0.0,0.0,0,35.01564417191296,0.06377594901868493,29.968514430905014
5.0,stage1,35.0,0,0.8,29.99999134567083,381.184,0.0,0.0,0.0,0,35.01588791019989,0.0636908857507726,29.96787765216102
5.1,stage1,35.0,0,0.8,29.999990993546994,381.184,0.0,0.0,0.0,0,35.01613253932153,0.06361149336738776,29.96724110334893
5.2,stage1,35.0,0,0.8,29.99999063444732,381.184,0.0,0.0,0.0,0,35.016378016160566,0.06353739380956192,29.966604784385385
5.3,stage1,35.0,0,0.8,29.999990268374404,381.184,0.0,0.0,0.0,0,35.016624296088764,0.0634682342222578,29.965968695187062
5.4,stage1,35.0,0,0.8,29.999989895330838,381.184,0.0,0.0,0.0,0,35.016871333385716,0.06340368527410728,29.96533283567067
5.5,stage1,35.0,0,0.8,29.999989515319218,381.184,0.0,0.0,0.0,0,35.01711908160601,0.0633434395891668,29.96469720575294
5.6,stage1,35.0,0,0.8,29.99998912834214,381.184,0.0,0.0,0.0,0,35.01736749390031,0.06328721028322234,29.964061805350646
5.7,stage1,35.0,0,0.8,29.999988734402194,381.184,0.0,0.0,0.0,0,35.017616523295075,0.06323472959767419,29.963426634380582
5.8,stage1,35.0,0,0.8,29.999988333501975,381.184,0.0,0.0,0.0,0,35.01786612293531,0.06318574762449591,29.962791692759573
5.9,stage1,35.0,0,0.8,29.99998792564407,381.184,0.0,0.0,0.0,0,35.01811624629427,0.06314003111619619,29.96215698040448
6.0,stage1,35.0,0,0.8,29.999987510831076,381.184,0.0,0.0,0.0,0,35.01836684735361,0.06309736237511644,29.96152249723219
6.1,stage1,35.0,0,0.8,29.999987089065577,381.184,0.0,0.0,0.0,0,35.01861788075714,0.06305753821677534,29.960888243159616
6.2,stage1,35.0,0,0.8,29.99998666035016,381.184,0.0,0.0,0.0,0,35.01886930194108,0.06302036900232365,29.96025421810371
6.3,stage1,35.0,0,0.8,29.999986224687415,381.184,0.0,0.0,0.0,0,35.01912106724332,0.06298567773550207,29.959620421981448
6.4,stage1,35.0,0,0.8,29.99998578207993,381.184,0.0,0.0,0.0,0,35.019373133994044,0.06295329921980193,29.95898685470984
6.5,stage1,35.0,0,0.8,29.999985332530287,381.184,0.0,0.0,0.0,0,35.0196254605898,0.06292307927181513,29.958353516205918
6.6,stage1,35.0,0,0.8,29.999984876041072,381.184,0.0,0.0,0.0,0,35.01987800655281,0.06289487398702746,29.957720406386755
6.7,stage1,35.0,0,0.8,29.999984412614868,381.184,0.0,0.0,0.0,0,35.020130732577336,0.06286854905455896,29.957087525169452
6.8,stage1,35.0,0,0.8,29.99998394225426,381.184,0.0,0.0,0.0,0,35.020383600564486,0.06284397911758836,29.956454872471134
6.9,stage1,35.0,0,0.8,29.99998346496183,381.184,0.0,0.0,0.0,0,35.02063657364696,0.0628210471764158,29.95582244820896
7.0,stage1,35.0,0,0.8,29.999982980740153,381.184,0.0,0.0,0.0,0,35.02088961620479,0.06279964403132142,29.955190252300113
7.1,stage1,35.0,0,0.8,29.999982489591815,381.184,0.0,0.0,0.0,0,35.02114269387341,0.06277966776256666,29.954558284661818
7.2,stage1,35.0,0,0.8,29.99998199151939,381.184,0.0,0.0,0.0,0,35.021395773544796,0.06276102324506222,29.95392654521132
7.3,stage1,35.0,0,0.8,29.999981486525463,381.184,0.0,0.0,0.0,0,35.02164882336279,0.06274362169539141,29.9532950338659
7.4,stage1,35.0,0,0.8,29.999980974612605,381.184,0.0,0.0,0.0,0,35.02190181271323,0.06272738024903199,29.95266375054286
7.5,stage1,35.0,0,0.8,29.999980455783394,381.184,0.0,0.0,0.0,0,35.02215471220976,0.06271222156576318,29.952032695159545
7.6,stage1,35.0,0,0.8,29.999979930040404,381.184,0.0,0.0,0.0,0,35.022407493675786,0.06269807346137897,29.95140186763332
7.7,stage1,35.0,0,0.8,29.99997939738621,381.184,0.0,0.0,0.0,0,35.022660130123356,0.06268486856395371,29.95077126788158
7.8,stage1,35.0,0,0.8,29.999978857823386,381.184,0.0,0.0,0.0,0,35.02291259572928,0.06267254399302347,29.95014089582176
7.9,stage1,35.0,0,0.8,29.999978311354504,381.184,0.0,0.0,0.0,0,35.02316486580911,0.06266104106015523,29.949510751371317
8.0,stage1,35.0,0,0.8,29.999977757982137,381.184,0.0,0.0,0.0,0,35.02341691678925,0.06265030498947821,29.948880834447735
8.1,stage1,35.0,0,0.8,29.99997719770885,381.184,0.0,0.0,0.0,0,35.02366872617768,0.06264028465684633,29.948251144968534
8.2,stage1,35.0,0,0.8,29.99997663053722,381.184,0.0,0.0,0.0,0,35.023920272533516,0.0626309323463899,29.947621682851263
8.3,stage1,35.0,0,0.8,29.99997605646981,381.184,0.0,0.0,0.0,0,35.02417153543578,0.06262220352329724,29.9469924480135
8.4,stage1,35.0,0,0.8,29.99997547550919,381.184,0.0,0.0,0.0,0,35.02442249545151,0.06261405662174409,29.94636344037285
8.5,stage1,35.0,0,0.8,29.999974887657928,381.184,0.0,0.0,0.0,0,35.02467313410359,0.06260645284696115,29.945734659846952
8.6,stage1,35.0,0,0.8,29.999974292918587,381.184,0.0,0.0,0.0,0,35.02492343383835,0.06259935599049707,29.945106106353474
8.7,stage1,35.0,0,0.8,29.999973691293736,381.184,0.0,0.0,0.0,0,35.02517337799321,0.06259273225779727,29.94447777981011
8.8,stage1,35.0,0,0.8,29.999973082785935,381.184,0.0,0.0,0.0,0,35.02542295076439,0.06258655010727746,29.94384968013459
8.9,stage1,35.0,0,0.8,29.999972467397747,381.184,0.0,0.0,0.0,0,35.02567213717498,0.06258078010012562,29.943221807244672
9.0,stage1,35.0,0,0.8,29.999971845131736,381.184,0.0,0.0,0.0,0,35.025920923043365,0.06257539476011724,29.94259416105814
9.1,stage1,35.0,0,0.8,29.999971215990463,381.184,0.0,0.0,0.0,0,35.02616929495208,0.0625703684427761,29.94196674149281
9.2,stage1,35.0,0,0.8,29.999970579976488,381.184,0.0,0.0,0.0,0,35.026417240217285,0.06256567721325769,29.94133954846653
9.3,stage1,35.0,0,0.8,29.99996993709237,381.184,0.0,0.0,0.0,0,35.02666474685881,0.06256129873237384,29.940712581897177
9.4,stage1,35.0,0,0.8,29.99996928734067,381.184,0.0,0.0,0.0,0,35.026911803570925,0.06255721215021559,29.940085841702654
9.5,stage1,35.0,0,0.8,29.99996863072394,381.184,0.0,0.0,0.0,0,35.02715839969376,0.06255339800686789,29.939459327800897
9.6,stage1,35.0,0,0.8,29.999967967244743,381.184,0.0,0.0,0.0,0,35.02740452518556,0.06254983813974337,29.938833040109873
9.7,stage1,35.0,0,0.8,29.99996729690563,381.184,0.0,0.0,0.0,0,35.02765017059568,0.0625465155970938,29.938206978547576
9.8,stage1,35.0,0,0.8,29.999966619709156,381.184,0.0,0.0,0.0,0,35.02789532703838,0.06254341455728755,29.93758114303203
9.9,stage1,35.0,0,0.8,29.999965935657876,381.184,0.0,0.0,0.0,0,35.028139986167474,0.06254052025346839,29.936955533481292
10.0,stage1,35.0,20000,0.8,29.999965244754343,381.184,0.0,0.0,0.0,0,35.02838414015177,0.06253781890323716,29.936330149813447
10.1,stage1,35.0,20000,0.8,29.99996454700111,381.184,0.0,0.0,0.0,0,35.02862778165135,0.06253529764302135,29.935704991946604
10.2,stage1,35.0,20000,0.8,29.999963842400724,381.184,0.0,0.0,0.0,0,35.028870903794704,0.06253294446681992,29.93508005979891
10.3,stage1,35.0,20000,0.8,29.99996313095574,381.184,0.0,0.0,0.0,0,35.02911350015667,0.06253074816903192,29.934455353288538
10.4,stage1,35.0,20000,0.8,29.999962412668705,381.184,0.0,0.0,0.0,0,35.02935556473719,0.06252869829109646,29.93383087233369
10.5,stage1,35.0,20000,0.8,29.999961687542164,381.184,0.0,0.0,0.0,0,35.029597091940886,0.06252678507169003,29.9332066168526
10.6,stage1,35.0,20000,0.8,29.99996095557867,381.184,0.0,0.0,0.0,0,35.02983807655745,0.06252499940024403,29.93258258676353
10.7,stage1,35.0,20000,0.8,29.999960216780764,381.184,0.0,0.0,0.0,0,35.03007851374277,0.06252333277356109,29.931958781984772
10.8,stage1,35.0,20000,0.8,29.999959471150998,381.184,0.0,0.0,0.0,0,35.030318399000855,0.06252177725532368,29.931335202434646
10.9,stage1,35.0,20000,0.8,29.99995871869191,381.184,0.0,0.0,0.0,0,35.03055772816653,0.0625203254383021,29.930711848031503
11.0,stage1,35.0,20000,0.8,29.99995795940605,381.184,0.0,0.0,0.0,0,35.03079649738878,0.06251897040908197,29.930088718693728
11.1,stage1,35.0,20000,0.8,29.999957193295955,381.184,0.0,0.0,0.0,0,35.03103470311494,0.06251770571514317,29.92946581433973
11.2,stage1,35.0,20000,0.8,29.999956420364168,381.184,0.0,0.0,0.0,0,35.031272342075425,0.06251652533413363,29.928843134887945
11.3,stage1,35.0,20000,0.8,29.99995564061323,381.184,0.0,0.0,0.0,0,35.031509411269234,0.06251542364519139,29.928220680256846
11.4,stage1,35.0,20000,0.8,29.999954854045683,381.184,0.0,0.0,0.0,0,35.03174590795007,0.06251439540217862,29.92759845036493
11.5,stage1,35.0,20000,0.8,29.999954060664063,381.184,0.0,0.0,0.0,0,35.03198182961306,0.06251343570870005,29.926976445130727
11.6,stage1,35.0,20000,0.8,29.99995326047091,381.184,0.0,0.0,0.0,0,35.032217173982154,0.06251253999478672,29.926354664472793
11.7,stage1,35.0,20000,0.8,29.99995245346876,381.184,0.0,0.0,0.0,0,35.032451938998044,0.06251170399513427,29.925733108309718
11.8,stage1,35.0,20000,0.8,29.999951639660154,381.184,0.0,0.0,0.0,0,35.03268612280663,0.06251092372879198,29.92511177656012
11.9,stage1,35.0,20000,0.8,29.99995081904762,381.184,0.0,0.0,0.0,0,35.032919723748144,0.06251019548020585,29.924490669142642
12.0,stage1,35.0,20000,0.8,29.999949991633695,381.184,0.0,0.0,0.0,0,35.03315274034664,0.06250951578152546,29.923869785975963
12.1,stage1,35.0,20000,0.8,29.999949157420915,381.184,0.0,0.0,0.0,0,35.0333851713001,0.06250888139609043,29.92324912697879
12.2,stage1,35.0,20000,0.8,29.99994831641181,381.184,0.0,0.0,0.0,0,35.03361701547099,0.06250828930301773,29.922628692069853
12.3,stage1,35.0,20000,0.8,29.999947468608912,381.184,0.0,0.0,0.0,0,35.03384827187726,0.06250773668281655,29.92200848116792
12.4,stage1,35.0,20000,0.8,29.999946614014753,381.184,0.0,0.0,0.0,0,35.03407893968381,0.06250722090396212,29.92138849419179
12.5,stage1,35.0,20000,0.8,29.99994575263186,381.184,0.0,0.0,0.0,0,35.03430901819435,0.06250673951036465,29.920768731060274
12.6,stage1,35.0,20000,0.8,29.999944884462764,381.184,0.0,0.0,0.0,0,35.0345385068437,0.06250629020967367,29.920149191692236
12.7,stage1,35.0,20000,0.8,29.999944009509992,381.184,0.0,0.0,0.0,0,35.03476740519048,0.06250587086236209,29.919529876006553
12.8,stage1,35.0,20000,0.8,29.99994312777607,381.184,0.0,0.0,0.0,0,35.03499571291011,0.06250547947153795,29.91891078392214
12.9,stage1,35.0,20000,0.8,29.99994223926353,381.184,0.0,0.0,0.0,0,35.03522342978825,0.06250511417343542,29.918291915357937
13.0,stage1,35.0,20000,0.8,29.99994134397489,381.184,0.0,0.0,0.0,0,35.035450555714526,0.06250477322853973,29.917673270232914
13.1,stage1,35.0,20000,0.8,29.999940441912678,381.184,0.0,0.0,0.0,0,35.03567709067658,0.06250445501330375,29.91705484846607
13.2,stage1,35.0,20000,0.8,29.999939533079417,381.184,0.0,0.0,0.0,0,35.035903034754455,0.06250415801241684,29.916436649976433
13.3,stage1,35.0,20000,0.8,29.99993861747763,381.184,0.0,0.0,0.0,0,35.03612838811523,0.06250388081158904,29.915818674683067
13.4,stage1,35.0,20000,0.8,29.999937695109836,381.184,0.0,0.0,0.0,0,35.036353151008015,0.06250362209081645,29.915200922505054
13.5,stage1,35.0,20000,0.8,29.999936765978557,381.184,0.0,0.0,0.0,0,35.03657732375909,0.06250338061809535,29.914583393361514
13.6,stage1,35.0,20000,0.8,29.999935830086315,381.184,0.0,0.0,0.0,0,35.03680090676742,0.06250315524355567,29.913966087171595
13.7,stage1,35.0,20000,0.8,29.999934887435625,381.184,0.0,0.0,0.0,0,35.03702390050033,0.0625029448939853,29.91334900385447
13.8,stage1,35.0,20000,0.8,29.999933938029006,381.184,0.0,0.0,0.0,0,35.03724630548946,0.0625027485677196,29.91273214332935
13.9,stage1,35.0,20000,0.8,29.999932981868977,381.184,0.0,0.0,0.0,0,35.037468122326885,0.06250256532987163,29.912115505515462
14.0,stage1,35.0,20000,0.8,29.999932018958052,381.184,0.0,0.0,0.0,0,35.0376893516615,0.06250239430788018,29.911499090332075
14.1,stage1,35.0,20000,0.8,29.99993104929875,381.184,0.0,0.0,0.0,0,35.03790999419556,0.06250223468735484,29.91088289769848
14.2,stage1,35.0,20000,0.8,29.999930072893576,381.184,0.0,0.0,0.0,0,35.03813005068143,0.06250208570819786,29.910266927534003
14.3,stage1,35.0,20000,0.8,29.999929089745052,381.184,0.0,0.0,0.0,0,35.038349521918505,0.06250194666098467,29.90965117975799
14.4,stage1,35.0,20000,0.8,29.999928099855687,381.184,0.0,0.0,0.0,0,35.03856840875028,0.06250181688358569,29.909035654289823
14.5,stage1,35.0,20000,0.8,29.999927103227993,381.184,0.0,0.0,0.0,0,35.03878671206162,0.06250169575801331,29.908420351048917
14.6,stage1,35.0,20000,0.8,29.99992609986448,381.184,0.0,0.0,0.0,0,35.03900443277616,0.06250158270747909,29.907805269954707
14.7,stage1,35.0,20000,0.8,29.99992508976766,381.184,0.0,0.0,0.0,0,35.039221571853815,0.06250147719364715,29.907190410926663
14.8,stage1,35.0,20000,0.8,29.999924072940043,381.184,0.0,0.0,0.0,0,35.039438130288495,0.06250137871407067,29.90657577388428
14.9,stage1,35.0,20000,0.8,29.999923049384133,381.184,0.0,0.0,0.0,0,35.03965410910591,0.0625012867997993,29.90596135874709
15.0,stage1,35.0,20000,0.8,29.99992201910244,381.184,0.0,0.0,0.0,0,35.03986950936149,0.06250120101314602,29.90534716543464
15.1,stage1,35.0,20000,0.8,29.999920982097464,381.184,0.0,0.0,0.0,0,35.04008433213841,0.06250112094560295,29.904733193866527
15.2,stage1,35.0,20000,0.8,29.999919938371715,381.184,0.0,0.0,0.0,0,35.040298578545816,0.06250104621589608,29.904119443962358
15.3,stage1,35.0,20000,0.8,29.9999188879277,381.184,0.0,0.0,0.0,0,35.040512249717004,0.06250097646816968,29.903505915641777
15.4,stage1,35.0,20000,0.8,29.999917830767913,381.184,0.0,0.0,0.0,0,35.040725346807825,0.0625009113702917,29.90289260882446
15.5,stage1,35.0,20000,0.8,29.999916766894867,381.184,0.0,0.0,0.0,0,35.04093787099513,0.06250085061227226,29.902279523430103
15.6,stage1,35.0,20000,0.8,29.999915696311056,381.184,0.0,0.0,0.0,0,35.04114982347531,0.06250079390478744,29.901666659378442
15.7,stage1,35.0,20000,0.8,29.999914619018984,381.184,0.0,0.0,0.0,0,35.04136120546291,0.0625007409778016,29.901054016589235
15.8,stage1,35.0,20000,0.8,29.99991353502115,381.184,0.0,0.0,0.0,0,35.04157201818934,0.0625006915792815,29.900441594982272
15.9,stage1,35.0,20000,0.8,29.999912444320053,381.184,0.0,0.0,0.0,0,35.04178226290165,0.06250064547399606,29.899829394477372
16.0,stage1,35.0,20000,0.8,29.99991134691819,381.184,0.0,0.0,0.0,0,35.041991940861365,0.06250060244239632,29.899217414994382
16.1,stage1,35.0,20000,0.8,29.999910242818057,381.184,0.0,0.0,0.0,0,35.042201053343426,0.06250056227956989,29.898605656453178
16.2,stage1,35.0,20000,0.8,29.999909132022154,381.184,0.0,0.0,0.0,0,35.042409601635136,0.06250052479426522,29.897994118773664
16.3,stage1,35.0,20000,0.8,29.999908014532974,381.184,0.0,0.0,0.0,0,35.04261758703521,0.06250048980798088,29.897382801875775
16.4,stage1,35.0,20000,0.8,29.99990689035301,381.184,0.0,0.0,0.0,0,35.04282501085285,0.0625004571541155,29.896771705679473
16.5,stage1,35.0,20000,0.8,29.999905759484758,381.184,0.0,0.0,0.0,0,35.04303187440694,0.06250042667717447,29.896160830104755
16.6,stage1,35.0,20000,0.8,29.999904621930707,381.184,0.0,0.0,0.0,0,35.04323817902517,0.0625003982320295,29.895550175071637
16.7,stage1,35.0,20000,0.8,29.99990347769335,381.184,0.0,0.0,0.0,0,35.04344392604331,0.06250037168322754,29.894939740500174
16.8,stage1,35.0,20000,0.8,29.99990232677518,381.184,0.0,0.0,0.0,0,35.04364911680452,0.06250034690434571,29.894329526310443
16.9,stage1,35.0,20000,0.8,29.999901169178685,381.184,0.0,0.0,0.0,0,35.04385375265864,0.06250032377738933,29.89371953242255
17.0,stage1,35.0,20000,0.8,29.99990000490635,381.184,0.0,0.0,0.0,0,35.04405783496158,0.06250030219223005,29.893109758756637
17.1,stage1,35.0,20000,0.8,29.99989883396067,381.184,0.0,0.0,0.0,0,35.0442613650747,0.06250028204608138,29.892500205232867
17.2,stage1,35.0,20000,0.8,29.999897656344128,381.184,0.0,0.0,0.0,0,35.0444643443643,0.0625002632430093,29.891890871771437
17.3,stage1,35.0,20000,0.8,29.99989647205921,381.184,0.0,0.0,0.0,0,35.044666774201026,0.06250024569347534,29.89128175829257
17.4,stage1,35.0,20000,0.8,29.9998952811084,381.184,0.0,0.0,0.0,0,35.04486865595945,0.06250022931391032,29.890672864716525
17.5,stage1,35.0,20000,0.8,29.999894083494187,381.184,0.0,0.0,0.0,0,35.045069991017535,0.0625002140263163,29.890064190963578
17.6,stage1,35.0,20000,0.8,29.99989287921905,381.184,0.0,0.0,0.0,0,35.04527078075624,0.06250019975789521,29.88945573695404
17.7,stage1,35.0,20000,0.8,29.99989166828547,381.184,0.0,0.0,0.0,0,35.045471026559106,0.0625001864407022,29.888847502608254
17.8,stage1,35.0,20000,0.8,29.999890450695936,381.184,0.0,0.0,0.0,0,35.04567072981185,0.06250017401132205,29.888239487846583
17.9,stage1,35.0,20000,0.8,29.99988922645292,381.184,0.0,0.0,0.0,0,35.04586989190202,0.06250016241056724,29.88763169258943
18.0,stage1,35.0,20000,0.8,29.99988799555891,381.184,0.0,0.0,0.0,0,35.046068514218646,0.06250015158319609,29.88702411675722
18.1,stage1,35.0,20000,0.8,29.99988675801638,381.184,0.0,0.0,0.0,0,35.04626659815193,0.06250014147764969,29.886416760270407
18.2,stage1,35.0,20000,0.8,29.99988551382781,381.184,0.0,0.0,0.0,0,35.046464145092926,0.06250013204580639,29.885809623049475
18.3,stage1,35.0,20000,0.8,29.999884262995675,381.184,0.0,0.0,0.0,0,35.046661156433274,0.06250012324275263,29.88520270501494
18.4,stage1,35.0,20000,0.8,29.999883005522452,381.184,0.0,0.0,0.0,0,35.04685763356495,0.06250011502656912,29.884596006087342
18.5,stage1,35.0,20000,0.8,29.999881741410615,381.184,0.0,0.0,0.0,0,35.047053577879964,0.06250010735813118,29.88398952618725
18.6,stage1,35.0,20000,0.8,29.999880470662642,381.184,0.0,0.0,0.0,0,35.0472489907702,0.06250010020092243,29.883383265235267
18.7,stage1,35.0,20000,0.8,29.999879193281004,381.184,0.0,0.0,0.0,0,35.047443873627124,0.06250009352086094,29.88277722315202
18.8,stage1,35.0,20000,0.8,29.99987790926817,381.184,0.0,0.0,0.0,0,35.04763822784165,0.06250008728613689,29.882171399858162
18.9,stage1,35.0,20000,0.8,29.999876618626622,381.184,0.0,0.0,0.0,0,35.04783205480389,0.0625000814670611,29.881565795274383
19.0,stage1,35.0,20000,0.8,29.99987532135882,381.184,0.0,0.0,0.0,0,35.048025355903,0.0625000760359237,29.880960409321396
19.1,stage1,35.0,20000,0.8,29.999874017467242,381.184,0.0,0.0,0.0,0,35.04821813252702,0.06250007096686212,29.880355241919943
19.2,stage1,35.0,20000,0.8,29.999872706954353,381.184,0.0,0.0,0.0,0,35.048410386062685,0.06250006623573798,29.8797502929908
19.3,stage1,35.0,20000,0.8,29.99987138982262,381.184,0.0,0.0,0.0,0,35.04860211789533,0.06250006182002212,29.879145562454763
19.4,stage1,35.0,20000,0.8,29.99987006607451,381.184,0.0,0.0,0.0,0,35.04879332940868,0.06250005769868731,29.878541050232666
19.5,stage1,35.0,20000,0.8,29.999868735712496,381.184,0.0,0.0,0.0,0,35.0489840219848,0.06250005385210816,29.877936756245365
19.6,stage1,35.0,20000,0.8,29.99986739873904,381.184,0.0,0.0,0.0,0,35.04917419700389,0.06250005026196762,29.877332680413744
19.7,stage1,35.0,20000,0.8,29.999866055156602,381.184,0.0,0.0,0.0,0,35.04936385584427,0.06250004691116977,29.87672882265872
19.8,stage1,35.0,20000,0.8,29.99986470496765,381.184,0.0,0.0,0.0,0,35.04955299988216,0.06250004378375845,29.87612518290124
