time,angle
3.0300000000000002,-0.8125433665489984
3.031,-0.8114087479754448
3.032,-0.8102880322793411
3.033,-0.8091812331789094
3.0340000000000003,-0.8080883575525472
3.035,-0.8070094152990729
3.036,-0.8059444161005967
3.037,-0.8048933694230924
3.0380000000000003,-0.803856284516964
3.039,-0.8028331704176187
3.04,-0.801824035946032
3.041,-0.8008288897093195
3.0420000000000003,-0.799847740101305
3.043,-0.7988805953030913
3.044,-0.7979274632836272
3.045,-0.7969883518002783
3.0460000000000003,-0.796063268399395
3.047,-0.7951522204168844
3.048,-0.7942552149787757
3.049,-0.7933722590017929
3.0500000000000003,-0.7925033591939207
3.051,-0.7916485220549777
3.052,-0.7908077538771822
3.053,-0.7899810607457229
3.0540000000000003,-0.789168448539328
3.055,-0.7883699229308347
3.056,-0.7875854892016368
3.057,-0.7868151525443137
3.0580000000000003,-0.7860589181987072
3.059,-0.785316791013345
3.06,-0.7845887756334098
3.061,-0.7838748765013049
3.0620000000000003,-0.7831750978572166
3.063,-0.7824894437396779
3.064,-0.781817917986131
3.065,-0.7811605242334907
3.0660000000000003,-0.7805172659187081
3.067,-0.7798881462793342
3.068,-0.7792731683540818
3.069,-0.7786723349833898
3.0700000000000003,-0.778085648809986
3.071,-0.7775131122794507
3.072,-0.7769547276407799
3.073,-0.7764104969469479
3.074,-0.7758804220554711
3.075,-0.7753645046289713
3.076,-0.7748627461357394
3.077,-0.7743751478502969
3.078,-0.7739017108539611
3.079,-0.7734424360354071
3.08,-0.7729973205931072
3.081,-0.7725663671177848
3.082,-0.7721495765254301
3.083,-0.7717469488711564
3.084,-0.7713584840171002
3.085,-0.7709841816329216
3.086,-0.7706240411963047
3.087,-0.7702780619934579
3.088,-0.7699462431196149
3.089,-0.7696285834795336
3.09,-0.769325081787998
3.091,-0.7690357365703177
3.092,-0.7687605461628289
3.093,-0.7684995087133939
3.094,-0.7682526221819025
3.095,-0.7680198843407715
3.096,-0.7678012927754458
3.097,-0.7675968448848981
3.098,-0.7674065378821298
3.099,-0.7672303687946709
3.1,-0.7670683344650812
3.101,-0.7669204315514495
3.102,-0.7667866565278951
3.103,-0.7666670044978302
3.104,-0.7665614666097448
3.105,-0.7664700436614241
3.106,-0.7663927312855822
3.107,-0.7663295249283039
3.108,-0.7662804198494415
3.109,-0.7662454111230104
3.11,-0.7662244936375854
3.111,-0.7662176620966967
3.112,-0.7662249110192262
3.113,-0.7662462347398029
3.114,-0.7662816274092
3.115,-0.7663310829947301
3.116,-0.7663945952806414
3.117,-0.7664721578685142
3.118,-0.7665637641776566
3.119,-0.7666694074455006
3.12,-0.7667890807279983
3.121,-0.7669227769000181
3.122,-0.7670704886557402
3.123,-0.7672322085090535
3.124,-0.7674079287939507
3.125,-0.7675976416649252
3.126,-0.7678013390973667
3.1270000000000002,-0.7680190084105107
3.128,-0.7682506405844025
3.129,-0.7684962305550729
3.13,-0.7687557694467522
3.1310000000000002,-0.76902924820013
3.132,-0.7693166575726218
3.133,-0.7696179881386371
3.134,-0.7699332302898464
3.1350000000000002,-0.770262374235448
3.136,-0.7706054100024353
3.137,-0.7709623274358652
3.138,-0.7713331161991241
3.1390000000000002,-0.7717177657741958
3.14,-0.772116265461928
3.141,-0.7725286043823009
3.142,-0.7729547714746934
3.1430000000000002,-0.773394755498151
3.144,-0.773848545031652
3.145,-0.7743161284743764
3.146,-0.7747974940459719
3.1470000000000002,-0.7752926297868217
3.148,-0.7758015235583114
3.149,-0.776324163043097
3.15,-0.7768605357453712
3.1510000000000002,-0.7774106208766965
3.152,-0.77797441108246
3.153,-0.7785518941858981
3.154,-0.7791430568309616
3.1550000000000002,-0.7797478854776404
3.156,-0.7803663664020927
3.157,-0.7809984856967775
3.158,-0.7816442292705862
3.1590000000000003,-0.7823035828489722
3.16,-0.7829765319740816
3.161,-0.7836630620048866
3.162,-0.7843631581173145
3.1630000000000003,-0.7850768053043797
3.164,-0.7858039883763137
3.165,-0.7865446919606975
3.166,-0.7872989005025923
3.1670000000000003,-0.7880665982646701
3.168,-0.788847769327344
3.169,-0.7896423975889016
3.17,-0.7904504667656342
3.1710000000000003,-0.7912719603919685
3.172,-0.7921068618205962
3.173,-0.7929551542226082
3.174,-0.7938168186867806
3.1750000000000003,-0.7946918327742052
3.176,-0.7955801846951217
3.177,-0.7964818567600255
3.178,-0.7973968310921462
3.1790000000000003,-0.7983250896274529
3.18,-0.7992666141146552
3.181,-0.8002213861152097
3.182,-0.8011893870033219
3.1830000000000003,-0.8021705979659499
3.184,-0.8031650000028071
3.185,-0.8041725739263674
3.186,-0.805193300361868
3.1870000000000003,-0.8062271597473124
3.188,-0.8072741323334737
3.189,-0.8083341981838993
3.19,-0.809407337174914
3.1910000000000003,-0.8104935289956234
3.192,-0.8115927531479159
3.193,-0.8127049889464687
3.194,-0.8138302155187503
3.1950000000000003,-0.8149684118050241
3.196,-0.8161195565583501
3.197,-0.8172836283445918
3.198,-0.8184606015328763
3.1990000000000003,-0.8196504545088574
3.2,-0.8208531677762235
3.201,-0.8220687190396506
3.202,-0.8232970858114387
3.203,-0.8245382454114114
3.204,-0.8257921749668169
3.205,-0.8270588514122236
3.206,-0.8283382514894241
3.207,-0.8296303517473316
3.208,-0.8309351285418806
3.209,-0.8322525580359242
3.21,-0.8335826161991367
3.211,-0.8349252788079103
3.212,-0.8362805214452567
3.213,-0.8376483195007025
3.214,-0.839028648170194
3.215,-0.8404214824559924
3.216,-0.8418267971665757
3.217,-0.843244566916535
3.218,-0.8446747661264778
3.219,-0.8461173690229244
3.22,-0.8475723496382092
3.221,-0.8490396818103771
3.222,-0.8505193349001875
3.223,-0.8520112855660779
3.224,-0.8535155072592076
3.225,-0.855031972965513
3.226,-0.8565606554727555
3.227,-0.8581015273703507
3.228,-0.8596545610492018
3.229,-0.8612197287015294
3.23,-0.8627970023207061
3.231,-0.8643863537010872
3.232,-0.865987754437843
3.233,-0.8676011759267891
3.234,-0.869226589364221
3.235,-0.870863965746745
3.236,-0.8725132758711096
3.237,-0.8741744903340369
3.238,-0.8758475795320566
3.239,-0.8775325136613367
3.24,-0.8792292627175161
3.241,-0.8809377964955337
3.242,-0.8826580845894653
3.243,-0.8843900963923519
3.244,-0.8861338010960335
3.245,-0.8878891673359801
3.246,-0.8896561632342798
3.247,-0.8914347581629405
3.248,-0.893224920486831
3.249,-0.8950266183678225
3.25,-0.896839819764605
3.251,-0.8986644924324978
3.2520000000000002,-0.9005006039232635
3.253,-0.902348121584917
3.254,-0.9042070125615439
3.255,-0.9060772437931095
3.2560000000000002,-0.9079587820152731
3.257,-0.9098515937591978
3.258,-0.9117556453513677
3.259,-0.9136709029133976
3.2600000000000002,-0.9155973323618476
3.261,-0.9175348994080317
3.262,-0.9194835695578368
3.263,-0.9214433081115305
3.2640000000000002,-0.923414080163577
3.265,-0.9253958506024452
3.266,-0.9273885841104277
3.267,-0.9293922451634489
3.2680000000000002,-0.9314067980308804
3.269,-0.9334322083652085
3.27,-0.9354684396930429
3.271,-0.9375154548795973
3.2720000000000002,-0.9395732174068571
3.273,-0.9416416905511924
3.274,-0.9437208373832146
3.275,-0.9458106207676217
3.2760000000000002,-0.9479110033630519
3.277,-0.9500219476219289
3.278,-0.9521434157903189
3.279,-0.9542753699077768
3.2800000000000002,-0.9564177718071977
3.281,-0.9585705831146647
3.282,-0.960733765249304
3.283,-0.9629072794231319
3.2840000000000003,-0.9650910866409069
3.285,-0.967285147699976
3.286,-0.9694894231901308
3.287,-0.9717038734934548
3.2880000000000003,-0.9739284587841743
3.289,-0.9761631390285058
3.29,-0.9784078739845121
3.291,-0.9806626232019483
3.2920000000000003,-0.9829273460221144
3.293,-0.9852020082797954
3.294,-0.987486563448073
3.295,-0.9897809702877334
