time,stage_id,y,_output,x2
2.506,stage1,0,0,0
2.507,stage1,0,0,0
2.508,stage1,0,0,0
2.509,stage1,0,0,0
2.51,stage1,0,0,0
2.511,stage1,0,0,0
2.512,stage1,0,0,0
2.513,stage1,0,0,0
2.514,stage1,0,0,0
2.515,stage1,0,0,0
2.516,stage1,0,0,0
2.517,stage1,0,0,0
2.518,stage1,0,0,0
2.519,stage1,0,0,0
2.52,stage1,0,0,0
2.521,stage1,0,0,0
2.522,stage1,0,0,0
2.523,stage1,0,0,0
2.524,stage1,0,0,0
2.525,stage1,0,0,0
2.526,stage1,0,0,0
2.527,stage1,0,0,0
2.528,stage1,0,0,0
2.529,stage1,0,0,0
2.53,stage1,0,0,0
2.531,stage1,0,0,0
2.532,stage1,0,0,0
2.533,stage1,0,0,0
2.534,stage1,0,0,0
2.535,stage1,0,0,0
2.536,stage1,0,0,0
2.537,stage1,0,0,0
2.538,stage1,0,0,0
2.539,stage1,0,0,0
2.54,stage1,0,0,0
2.541,stage1,0,0,0
2.542,stage1,0,0,0
2.543,stage1,0,0,0
2.544,stage1,0,0,0
2.545,stage1,0,0,0
2.546,stage1,0,0,0
2.547,stage1,0,0,0
2.548,stage1,0,0,0
2.549,stage1,0,0,0
2.55,stage1,0,0,0
2.551,stage1,0,0,0
2.552,stage1,0,0,0
2.553,stage1,0,0,0
2.554,stage1,0,0,0
2.555,stage1,0,0,0
2.556,stage1,0,0,0
2.557,stage1,0,0,0
2.558,stage1,0,0,0
2.559,stage1,0,0,0
2.56,stage1,0,0,0
2.561,stage1,0,0,0
2.562,stage1,0,0,0
2.563,stage1,0,0,0
2.564,stage1,0,0,0
2.565,stage1,0,0,0
2.566,stage1,0,0,0
2.567,stage1,0,0,0
2.568,stage1,0,0,0
2.569,stage1,0,0,0
2.57,stage1,0,0,0
2.571,stage1,0,0,0
2.572,stage1,0,0,0
2.573,stage1,0,0,0
2.574,stage1,0,0,0
2.575,stage1,0,0,0
2.576,stage1,0,0,0
2.577,stage1,0,0,0
2.578,stage1,0,0,0
2.579,stage1,0,0,0
2.58,stage1,0,0,0
2.581,stage1,0,0,0
2.582,stage1,0,0,0
2.583,stage1,0,0,0
2.584,stage1,0,0,0
2.585,stage1,0,0,0
2.586,stage1,0,0,0
2.587,stage1,0,0,0
2.588,stage1,0,0,0
2.589,stage1,0,0,0
2.59,stage1,0,0,0
2.591,stage1,0,0,0
2.592,stage1,0,0,0
2.593,stage1,0,0,0
2.594,stage1,0,0,0
2.595,stage1,0,0,0
2.596,stage1,0,0,0
2.597,stage1,0,0,0
2.598,stage1,0,0,0
2.599,stage1,0,0,0
2.6,stage1,0,0,0
2.601,stage1,0,0,0
2.602,stage1,0,0,0
2.603,stage1,0,0,0
2.604,stage1,0,0,0
2.605,stage1,0,0,0
2.606,stage1,0,0,0
2.607,stage1,0,0,0
2.608,stage1,0,0,0
2.609,stage1,0,0,0
2.61,stage1,0,0,0
2.611,stage1,0,0,0
2.612,stage1,0,0,0
2.613,stage1,0,0,0
2.614,stage1,0,0,0
2.615,stage1,0,0,0
2.616,stage1,0,0,0
2.617,stage1,0,0,0
2.618,stage1,0,0,0
2.619,stage1,0,0,0
2.62,stage1,0,0,0
2.621,stage1,0,0,0
2.622,stage1,0,0,0
2.623,stage1,0,0,0
2.624,stage1,0,0,0
2.625,stage1,0,0,0
2.626,stage1,0,0,0
2.627,stage1,0,0,0
2.628,stage1,0,0,0
2.629,stage1,0,0,0
2.63,stage1,0,0,0
2.631,stage1,0,0,0
2.632,stage1,0,0,0
2.633,stage1,0,0,0
2.634,stage1,0,0,0
2.635,stage1,0,0,0
2.636,stage1,0,0,0
2.637,stage1,0,0,0
2.638,stage1,0,0,0
2.639,stage1,0,0,0
2.64,stage1,0,0,0
2.641,stage1,0,0,0
2.642,stage1,0,0,0
2.643,stage1,0,0,0
2.644,stage1,0,0,0
2.645,stage1,0,0,0
2.646,stage1,0,0,0
2.647,stage1,0,0,0
2.648,stage1,0,0,0
2.649,stage1,0,0,0
2.65,stage1,0,0,0
2.651,stage1,0,0,0
2.652,stage1,0,0,0
2.653,stage1,0,0,0
2.654,stage1,0,0,0
2.655,stage1,0,0,0
2.656,stage1,0,0,0
2.657,stage1,0,0,0
2.658,stage1,0,0,0
2.659,stage1,0,0,0
2.66,stage1,0,0,0
2.661,stage1,0,0,0
2.662,stage1,0,0,0
2.663,stage1,0,0,0
2.664,stage1,0,0,0
2.665,stage1,0,0,0
2.666,stage1,0,0,0
2.667,stage1,0,0,0
2.668,stage1,0,0,0
2.669,stage1,0,0,0
2.67,stage1,0,0,0
2.671,stage1,0,0,0
2.672,stage1,0,0,0
2.673,stage1,0,0,0
2.674,stage1,0,0,0
2.675,stage1,0,0,0
2.676,stage1,0,0,0
2.677,stage1,0,0,0
2.678,stage1,0,0,0
2.679,stage1,0,0,0
2.68,stage1,0,0,0
2.681,stage1,0,0,0
2.682,stage1,0,0,0
2.683,stage1,0,0,0
2.684,stage1,0,0,0
2.685,stage1,0,0,0
2.686,stage1,0,0,0
2.687,stage1,0,0,0
2.688,stage1,0,0,0
2.689,stage1,0,0,0
2.69,stage1,0,0,0
2.691,stage1,0,0,0
2.692,stage1,0,0,0
2.693,stage1,0,0,0
2.694,stage1,0,0,0
2.695,stage1,0,0,0
2.696,stage1,0,0,0
2.697,stage1,0,0,0
2.698,stage1,0,0,0
2.699,stage1,0,0,0
2.7,stage1,0,0,0
2.701,stage1,0,0,0
2.702,stage1,0,0,0
2.703,stage1,0,0,0
2.704,stage1,0,0,0
2.705,stage1,0,0,0
2.706,stage1,0,0,0
2.707,stage1,0,0,0
2.708,stage1,0,0,0
2.709,stage1,0,0,0
2.71,stage1,0,0,0
2.711,stage1,0,0,0
2.712,stage1,0,0,0
2.713,stage1,0,0,0
2.714,stage1,0,0,0
2.715,stage1,0,0,0
2.716,stage1,0,0,0
2.717,stage1,0,0,0
2.718,stage1,0,0,0
2.719,stage1,0,0,0
2.72,stage1,0,0,0
2.721,stage1,0,0,0
2.722,stage1,0,0,0
2.723,stage1,0,0,0
2.724,stage1,0,0,0
2.725,stage1,0,0,0
2.726,stage1,0,0,0
2.727,stage1,0,0,0
2.728,stage1,0,0,0
2.729,stage1,0,0,0
2.73,stage1,0,0,0
2.731,stage1,0,0,0
2.732,stage1,0,0,0
2.733,stage1,0,0,0
2.734,stage1,0,0,0
2.735,stage1,0,0,0
2.736,stage1,0,0,0
2.737,stage1,0,0,0
2.738,stage1,0,0,0
2.739,stage1,0,0,0
2.74,stage1,0,0,0
2.741,stage1,0,0,0
2.742,stage1,0,0,0
2.743,stage1,0,0,0
2.744,stage1,0,0,0
2.745,stage1,0,0,0
2.746,stage1,0,0,0
2.747,stage1,0,0,0
2.748,stage1,0,0,0
2.749,stage1,0,0,0
2.75,stage1,0,0,0
2.751,stage1,0,0,0
2.752,stage1,0,0,0
2.753,stage1,0,0,0
2.754,stage1,0,0,0
2.755,stage1,0,0,0
2.756,stage1,0,0,0
2.757,stage1,0,0,0
2.758,stage1,0,0,0
2.759,stage1,0,0,0
2.76,stage1,0,0,0
2.761,stage1,0,0,0
2.762,stage1,0,0,0
2.763,stage1,0,0,0
2.764,stage1,0,0,0
2.765,stage1,0,0,0
2.766,stage1,0,0,0
2.767,stage1,0,0,0
2.768,stage1,0,0,0
2.769,stage1,0,0,0
2.77,stage1,0,0,0
2.771,stage1,0,0,0
2.772,stage1,0,0,0
2.773,stage1,0,0,0
2.774,stage1,0,0,0
2.775,stage1,0,0,0
2.776,stage1,0,0,0
2.777,stage1,0,0,0
2.778,stage1,0,0,0
2.779,stage1,0,0,0
2.78,stage1,0,0,0
2.781,stage1,0,0,0
2.782,stage1,0,0,0
2.783,stage1,0,0,0
2.784,stage1,0,0,0
2.785,stage1,0,0,0
2.786,stage1,0,0,0
2.787,stage1,0,0,0
2.788,stage1,0,0,0
2.789,stage1,0,0,0
2.79,stage1,0,0,0
2.791,stage1,0,0,0
2.792,stage1,0,0,0
2.793,stage1,0,0,0
2.794,stage1,0,0,0
2.795,stage1,0,0,0
2.796,stage1,0,0,0
2.797,stage1,0,0,0
2.798,stage1,0,0,0
2.799,stage1,0,0,0
2.8,stage1,0,0,0
2.801,stage1,0,0,0
2.802,stage1,0,0,0
2.803,stage1,0,0,0
2.804,stage1,0,0,0
2.805,stage1,0,0,0
2.806,stage1,0,0,0
2.807,stage1,0,0,0
2.808,stage1,0,0,0
2.809,stage1,0,0,0
2.81,stage1,0,0,0
2.811,stage1,0,0,0
2.812,stage1,0,0,0
2.813,stage1,0,0,0
2.814,stage1,0,0,0
2.815,stage1,0,0,0
2.816,stage1,0,0,0
2.817,stage1,0,0,0
2.818,stage1,0,0,0
2.819,stage1,0,0,0
2.82,stage1,0,0,0
2.821,stage1,0,0,0
2.822,stage1,0,0,0
2.823,stage1,0,0,0
2.824,stage1,0,0,0
2.825,stage1,0,0,0
2.826,stage1,0,0,0
2.827,stage1,0,0,0
2.828,stage1,0,0,0
2.829,stage1,0,0,0
2.83,stage1,0,0,0
2.831,stage1,0,0,0
2.832,stage1,0,0,0
2.833,stage1,0,0,0
2.834,stage1,0,0,0
2.835,stage1,0,0,0
2.836,stage1,0,0,0
2.837,stage1,0,0,0
2.838,stage1,0,0,0
2.839,stage1,0,0,0
2.84,stage1,0,0,0
2.841,stage1,0,0,0
2.842,stage1,0,0,0
2.843,stage1,0,0,0
2.844,stage1,0,0,0
2.845,stage1,0,0,0
2.846,stage1,0,0,0
2.847,stage1,0,0,0
2.848,stage1,0,0,0
2.849,stage1,0,0,0
2.85,stage1,0,0,0
2.851,stage1,0,0,0
2.852,stage1,0,0,0
2.853,stage1,0,0,0
2.854,stage1,0,0,0
2.855,stage1,0,0,0
2.856,stage1,0,0,0
2.857,stage1,0,0,0
2.858,stage1,0,0,0
2.859,stage1,0,0,0
2.86,stage1,0,0,0
2.861,stage1,0,0,0
2.862,stage1,0,0,0
2.863,stage1,0,0,0
2.864,stage1,0,0,0
2.865,stage1,0,0,0
2.866,stage1,0,0,0
2.867,stage1,0,0,0
2.868,stage1,0,0,0
2.869,stage1,0,0,0
2.87,stage1,0,0,0
2.871,stage1,0,0,0
2.872,stage1,0,0,0
2.873,stage1,0,0,0
2.874,stage1,0,0,0
2.875,stage1,0,0,0
2.876,stage1,0,0,0
2.877,stage1,0,0,0
2.878,stage1,0,0,0
2.879,stage1,0,0,0
2.88,stage1,0,0,0
2.881,stage1,0,0,0
2.882,stage1,0,0,0
2.883,stage1,0,0,0
2.884,stage1,0,0,0
2.885,stage1,0,0,0
2.886,stage1,0,0,0
2.887,stage1,0,0,0
2.888,stage1,0,0,0
2.889,stage1,0,0,0
2.89,stage1,0,0,0
2.891,stage1,0,0,0
2.892,stage1,0,0,0
2.893,stage1,0,0,0
2.894,stage1,0,0,0
2.895,stage1,0,0,0
2.896,stage1,0,0,0
2.897,stage1,0,0,0
2.898,stage1,0,0,0
2.899,stage1,0,0,0
2.9,stage1,0,0,0
2.901,stage1,0,0,0
2.902,stage1,0,0,0
2.903,stage1,0,0,0
2.904,stage1,0,0,0
2.905,stage1,0,0,0
2.906,stage1,0,0,0
2.907,stage1,0,0,0
2.908,stage1,0,0,0
2.909,stage1,0,0,0
2.91,stage1,0,0,0
2.911,stage1,0,0,0
2.912,stage1,0,0,0
2.913,stage1,0,0,0
2.914,stage1,0,0,0
2.915,stage1,0,0,0
2.916,stage1,0,0,0
2.917,stage1,0,0,0
2.918,stage1,0,0,0
2.919,stage1,0,0,0
2.92,stage1,0,0,0
2.921,stage1,0,0,0
2.922,stage1,0,0,0
2.923,stage1,0,0,0
2.924,stage1,0,0,0
2.925,stage1,0,0,0
2.926,stage1,0,0,0
2.927,stage1,0,0,0
2.928,stage1,0,0,0
2.929,stage1,0,0,0
2.93,stage1,0,0,0
2.931,stage1,0,0,0
2.932,stage1,0,0,0
2.933,stage1,0,0,0
2.934,stage1,0,0,0
2.935,stage1,0,0,0
2.936,stage1,0,0,0
2.937,stage1,0,0,0
2.938,stage1,0,0,0
2.939,stage1,0,0,0
2.94,stage1,0,0,0
2.941,stage1,0,0,0
2.942,stage1,0,0,0
2.943,stage1,0,0,0
2.944,stage1,0,0,0
2.945,stage1,0,0,0
2.946,stage1,0,0,0
2.947,stage1,0,0,0
2.948,stage1,0,0,0
2.949,stage1,0,0,0
2.95,stage1,0,0,0
2.951,stage1,0,0,0
2.952,stage1,0,0,0
2.953,stage1,0,0,0
2.954,stage1,0,0,0
2.955,stage1,0,0,0
2.956,stage1,0,0,0
2.957,stage1,0,0,0
2.958,stage1,0,0,0
2.959,stage1,0,0,0
2.96,stage1,0,0,0
2.961,stage1,0,0,0
2.962,stage1,0,0,0
2.963,stage1,0,0,0
2.964,stage1,0,0,0
2.965,stage1,0,0,0
2.966,stage1,0,0,0
2.967,stage1,0,0,0
2.968,stage1,0,0,0
2.969,stage1,0,0,0
2.97,stage1,0,0,0
2.971,stage1,0,0,0
2.972,stage1,0,0,0
2.973,stage1,0,0,0
2.974,stage1,0,0,0
2.975,stage1,0,0,0
2.976,stage1,0,0,0
2.977,stage1,0,0,0
2.978,stage1,0,0,0
2.979,stage1,0,0,0
2.98,stage1,0,0,0
2.981,stage1,0,0,0
2.982,stage1,0,0,0
2.983,stage1,0,0,0
2.984,stage1,0,0,0
2.985,stage1,0,0,0
2.986,stage1,0,0,0
2.987,stage1,0,0,0
2.988,stage1,0,0,0
2.989,stage1,0,0,0
2.99,stage1,0,0,0
2.991,stage1,0,0,0
2.992,stage1,0,0,0
2.993,stage1,0,0,0
2.994,stage1,0,0,0
2.995,stage1,0,0,0
2.996,stage1,0,0,0
2.997,stage1,0,0,0
2.998,stage1,0,0,0
2.999,stage1,0,0,0
3.0,stage1,0,0,0
3.001,stage1,0,0,0
3.002,stage1,0,0,0
3.003,stage1,0,0,0
3.004,stage1,0,0,0
3.005,stage1,0,0,0
3.006,stage1,0,0,0
3.007,stage1,0,0,0
3.008,stage1,0,0,0
3.009,stage1,0,0,0
3.01,stage1,0,0,0
3.011,stage1,0,0,0
3.012,stage1,0,0,0
3.013,stage1,0,0,0
3.014,stage1,0,0,0
3.015,stage1,0,0,0
3.016,stage1,0,0,0
3.017,stage1,0,0,0
3.018,stage1,0,0,0
3.019,stage1,0,0,0
3.02,stage1,0,0,0
3.021,stage1,0,0,0
3.022,stage1,0,0,0
3.023,stage1,0,0,0
3.024,stage1,0,0,0
3.025,stage1,0,0,0
3.026,stage1,0,0,0
3.027,stage1,0,0,0
3.028,stage1,0,0,0
3.029,stage1,0,0,0
3.03,stage1,0,0,0
3.031,stage1,0,0,0
3.032,stage1,0,0,0
3.033,stage1,0,0,0
3.034,stage1,0,0,0
3.035,stage1,0,0,0
3.036,stage1,0,0,0
3.037,stage1,0,0,0
3.038,stage1,0,0,0
3.039,stage1,0,0,0
3.04,stage1,0,0,0
3.041,stage1,0,0,0
3.042,stage1,0,0,0
3.043,stage1,0,0,0
3.044,stage1,0,0,0
3.045,stage1,0,0,0
3.046,stage1,0,0,0
3.047,stage1,0,0,0
3.048,stage1,0,0,0
3.049,stage1,0,0,0
3.05,stage1,0,0,0
3.051,stage1,0,0,0
3.052,stage1,0,0,0
3.053,stage1,0,0,0
3.054,stage1,0,0,0
3.055,stage1,0,0,0
3.056,stage1,0,0,0
3.057,stage1,0,0,0
3.058,stage1,0,0,0
3.059,stage1,0,0,0
3.06,stage1,0,0,0
3.061,stage1,0,0,0
3.062,stage1,0,0,0
3.063,stage1,0,0,0
3.064,stage1,0,0,0
3.065,stage1,0,0,0
3.066,stage1,0,0,0
3.067,stage1,0,0,0
3.068,stage1,0,0,0
3.069,stage1,0,0,0
3.07,stage1,0,0,0
3.071,stage1,0,0,0
3.072,stage1,0,0,0
3.073,stage1,0,0,0
3.074,stage1,0,0,0
3.075,stage1,0,0,0
3.076,stage1,0,0,0
3.077,stage1,0,0,0
3.078,stage1,0,0,0
3.079,stage1,0,0,0
3.08,stage1,0,0,0
3.081,stage1,0,0,0
3.082,stage1,0,0,0
3.083,stage1,0,0,0
3.084,stage1,0,0,0
3.085,stage1,0,0,0
3.086,stage1,0,0,0
3.087,stage1,0,0,0
3.088,stage1,0,0,0
3.089,stage1,0,0,0
3.09,stage1,0,0,0
3.091,stage1,0,0,0
3.092,stage1,0,0,0
3.093,stage1,0,0,0
3.094,stage1,0,0,0
3.095,stage1,0,0,0
3.096,stage1,0,0,0
3.097,stage1,0,0,0
3.098,stage1,0,0,0
3.099,stage1,0,0,0
3.1,stage1,0,0,0
3.101,stage1,0,0,0
3.102,stage1,0,0,0
3.103,stage1,0,0,0
3.104,stage1,0,0,0
3.105,stage1,0,0,0
3.106,stage1,0,0,0
3.107,stage1,0,0,0
3.108,stage1,0,0,0
3.109,stage1,0,0,0
3.11,stage1,0,0,0
3.111,stage1,0,0,0
3.112,stage1,0,0,0
3.113,stage1,0,0,0
3.114,stage1,0,0,0
3.115,stage1,0,0,0
3.116,stage1,0,0,0
3.117,stage1,0,0,0
3.118,stage1,0,0,0
3.119,stage1,0,0,0
3.12,stage1,0,0,0
3.121,stage1,0,0,0
3.122,stage1,0,0,0
3.123,stage1,0,0,0
3.124,stage1,0,0,0
3.125,stage1,0,0,0
3.126,stage1,0,0,0
3.127,stage1,0,0,0
3.128,stage1,0,0,0
3.129,stage1,0,0,0
3.13,stage1,0,0,0
3.131,stage1,0,0,0
3.132,stage1,0,0,0
3.133,stage1,0,0,0
3.134,stage1,0,0,0
3.135,stage1,0,0,0
3.136,stage1,0,0,0
3.137,stage1,0,0,0
3.138,stage1,0,0,0
3.139,stage1,0,0,0
3.14,stage1,0,0,0
3.141,stage1,0,0,0
3.142,stage1,0,0,0
3.143,stage1,0,0,0
3.144,stage1,0,0,0
3.145,stage1,0,0,0
3.146,stage1,0,0,0
3.147,stage1,0,0,0
3.148,stage1,0,0,0
3.149,stage1,0,0,0
3.15,stage1,0,0,0
3.151,stage1,0,0,0
3.152,stage1,0,0,0
3.153,stage1,0,0,0
3.154,stage1,0,0,0
3.155,stage1,0,0,0
3.156,stage1,0,0,0
3.157,stage1,0,0,0
3.158,stage1,0,0,0
3.159,stage1,0,0,0
3.16,stage1,0,0,0
3.161,stage1,0,0,0
3.162,stage1,0,0,0
3.163,stage1,0,0,0
3.164,stage1,0,0,0
3.165,stage1,0,0,0
3.166,stage1,0,0,0
3.167,stage1,0,0,0
3.168,stage1,0,0,0
3.169,stage1,0,0,0
3.17,stage1,0,0,0
3.171,stage1,0,0,0
3.172,stage1,0,0,0
3.173,stage1,0,0,0
3.174,stage1,0,0,0
3.175,stage1,0,0,0
3.176,stage1,0,0,0
3.177,stage1,0,0,0
3.178,stage1,0,0,0
3.179,stage1,0,0,0
3.18,stage1,0,0,0
3.181,stage1,0,0,0
3.182,stage1,0,0,0
3.183,stage1,0,0,0
3.184,stage1,0,0,0
3.185,stage1,0,0,0
3.186,stage1,0,0,0
3.187,stage1,0,0,0
3.188,stage1,0,0,0
3.189,stage1,0,0,0
3.19,stage1,0,0,0
3.191,stage1,0,0,0
3.192,stage1,0,0,0
3.193,stage1,0,0,0
3.194,stage1,0,0,0
3.195,stage1,0,0,0
3.196,stage1,0,0,0
3.197,stage1,0,0,0
3.198,stage1,0,0,0
3.199,stage1,0,0,0
3.2,stage1,0,0,0
3.201,stage1,0,0,0
3.202,stage1,0,0,0
3.203,stage1,0,0,0
3.204,stage1,0,0,0
3.205,stage1,0,0,0
3.206,stage1,0,0,0
3.207,stage1,0,0,0
3.208,stage1,0,0,0
3.209,stage1,0,0,0
3.21,stage1,0,0,0
3.211,stage1,0,0,0
3.212,stage1,0,0,0
3.213,stage1,0,0,0
3.214,stage1,0,0,0
3.215,stage1,0,0,0
3.216,stage1,0,0,0
3.217,stage1,0,0,0
3.218,stage1,0,0,0
3.219,stage1,0,0,0
3.22,stage1,0,0,0
3.221,stage1,0,0,0
3.222,stage1,0,0,0
3.223,stage1,0,0,0
3.224,stage1,0,0,0
3.225,stage1,0,0,0
3.226,stage1,0,0,0
3.227,stage1,0,0,0
3.228,stage1,0,0,0
3.229,stage1,0,0,0
3.23,stage1,0,0,0
3.231,stage1,0,0,0
3.232,stage1,0,0,0
3.233,stage1,0,0,0
3.234,stage1,0,0,0
3.235,stage1,0,0,0
3.236,stage1,0,0,0
3.237,stage1,0,0,0
3.238,stage1,0,0,0
3.239,stage1,0,0,0
3.24,stage1,0,0,0
3.241,stage1,0,0,0
3.242,stage1,0,0,0
3.243,stage1,0,0,0
3.244,stage1,0,0,0
3.245,stage1,0,0,0
3.246,stage1,0,0,0
3.247,stage1,0,0,0
3.248,stage1,0,0,0
3.249,stage1,0,0,0
3.25,stage1,0,0,0
3.251,stage1,0,0,0
3.252,stage1,0,0,0
3.253,stage1,0,0,0
3.254,stage1,0,0,0
3.255,stage1,0,0,0
3.256,stage1,0,0,0
3.257,stage1,0,0,0
3.258,stage1,0,0,0
3.259,stage1,0,0,0
3.26,stage1,0,0,0
3.261,stage1,0,0,0
3.262,stage1,0,0,0
3.263,stage1,0,0,0
3.264,stage1,0,0,0
3.265,stage1,0,0,0
3.266,stage1,0,0,0
3.267,stage1,0,0,0
3.268,stage1,0,0,0
3.269,stage1,0,0,0
3.27,stage1,0,0,0
3.271,stage1,0,0,0
3.272,stage1,0,0,0
3.273,stage1,0,0,0
3.274,stage1,0,0,0
3.275,stage1,0,0,0
3.276,stage1,0,0,0
3.277,stage1,0,0,0
3.278,stage1,0,0,0
3.279,stage1,0,0,0
3.28,stage1,0,0,0
3.281,stage1,0,0,0
3.282,stage1,0,0,0
3.283,stage1,0,0,0
3.284,stage1,0,0,0
3.285,stage1,0,0,0
3.286,stage1,0,0,0
3.287,stage1,0,0,0
3.288,stage1,0,0,0
3.289,stage1,0,0,0
3.29,stage1,0,0,0
3.291,stage1,0,0,0
3.292,stage1,0,0,0
3.293,stage1,0,0,0
3.294,stage1,0,0,0
3.295,stage1,0,0,0
3.296,stage1,0,0,0
3.297,stage1,0,0,0
3.298,stage1,0,0,0
3.299,stage1,0,0,0
3.3,stage1,0,0,0
3.301,stage1,0,0,0
3.302,stage1,0,0,0
3.303,stage1,0,0,0
3.304,stage1,0,0,0
3.305,stage1,0,0,0
3.306,stage1,0,0,0
3.307,stage1,0,0,0
3.308,stage1,0,0,0
3.309,stage1,0,0,0
3.31,stage1,0,0,0
3.311,stage1,0,0,0
3.312,stage1,0,0,0
3.313,stage1,0,0,0
3.314,stage1,0,0,0
3.315,stage1,0,0,0
3.316,stage1,0,0,0
3.317,stage1,0,0,0
3.318,stage1,0,0,0
3.319,stage1,0,0,0
3.32,stage1,0,0,0
3.321,stage1,0,0,0
3.322,stage1,0,0,0
3.323,stage1,0,0,0
3.324,stage1,0,0,0
3.325,stage1,0,0,0
3.326,stage1,0,0,0
3.327,stage1,0,0,0
3.328,stage1,0,0,0
3.329,stage1,0,0,0
3.33,stage1,0,0,0
3.331,stage1,0,0,0
3.332,stage1,0,0,0
3.333,stage1,0,0,0
3.334,stage1,0,0,0
3.335,stage1,0,0,0
3.336,stage1,0,0,0
3.337,stage1,0,0,0
3.338,stage1,0,0,0
3.339,stage1,0,0,0
3.34,stage1,0,0,0
3.341,stage1,0,0,0
3.342,stage1,0,0,0
3.343,stage1,0,0,0
3.344,stage1,0,0,0
3.345,stage1,0,0,0
3.346,stage1,0,0,0
3.347,stage1,0,0,0
3.348,stage1,0,0,0
3.349,stage1,0,0,0
3.35,stage1,0,0,0
3.351,stage1,0,0,0
3.352,stage1,0,0,0
3.353,stage1,0,0,0
3.354,stage1,0,0,0
3.355,stage1,0,0,0
3.356,stage1,0,0,0
3.357,stage1,0,0,0
3.358,stage1,0,0,0
3.359,stage1,0,0,0
3.36,stage1,0,0,0
3.361,stage1,0,0,0
3.362,stage1,0,0,0
3.363,stage1,0,0,0
3.364,stage1,0,0,0
3.365,stage1,0,0,0
3.366,stage1,0,0,0
3.367,stage1,0,0,0
3.368,stage1,0,0,0
3.369,stage1,0,0,0
3.37,stage1,0,0,0
3.371,stage1,0,0,0
3.372,stage1,0,0,0
3.373,stage1,0,0,0
3.374,stage1,0,0,0
3.375,stage1,0,0,0
3.376,stage1,0,0,0
3.377,stage1,0,0,0
3.378,stage1,0,0,0
3.379,stage1,0,0,0
3.38,stage1,0,0,0
3.381,stage1,0,0,0
3.382,stage1,0,0,0
3.383,stage1,0,0,0
3.384,stage1,0,0,0
3.385,stage1,0,0,0
3.386,stage1,0,0,0
3.387,stage1,0,0,0
3.388,stage1,0,0,0
3.389,stage1,0,0,0
3.39,stage1,0,0,0
3.391,stage1,0,0,0
3.392,stage1,0,0,0
3.393,stage1,0,0,0
3.394,stage1,0,0,0
3.395,stage1,0,0,0
3.396,stage1,0,0,0
3.397,stage1,0,0,0
3.398,stage1,0,0,0
3.399,stage1,0,0,0
3.4,stage1,0,0,0
3.401,stage1,0,0,0
3.402,stage1,0,0,0
3.403,stage1,0,0,0
3.404,stage1,0,0,0
3.405,stage1,0,0,0
3.406,stage1,0,0,0
3.407,stage1,0,0,0
3.408,stage1,0,0,0
3.409,stage1,0,0,0
3.41,stage1,0,0,0
3.411,stage1,0,0,0
3.412,stage1,0,0,0
3.413,stage1,0,0,0
3.414,stage1,0,0,0
3.415,stage1,0,0,0
3.416,stage1,0,0,0
3.417,stage1,0,0,0
3.418,stage1,0,0,0
3.419,stage1,0,0,0
3.42,stage1,0,0,0
3.421,stage1,0,0,0
3.422,stage1,0,0,0
3.423,stage1,0,0,0
3.424,stage1,0,0,0
3.425,stage1,0,0,0
3.426,stage1,0,0,0
3.427,stage1,0,0,0
3.428,stage1,0,0,0
3.429,stage1,0,0,0
3.43,stage1,0,0,0
3.431,stage1,0,0,0
3.432,stage1,0,0,0
3.433,stage1,0,0,0
3.434,stage1,0,0,0
3.435,stage1,0,0,0
3.436,stage1,0,0,0
3.437,stage1,0,0,0
3.438,stage1,0,0,0
3.439,stage1,0,0,0
3.44,stage1,0,0,0
3.441,stage1,0,0,0
3.442,stage1,0,0,0
3.443,stage1,0,0,0
3.444,stage1,0,0,0
3.445,stage1,0,0,0
3.446,stage1,0,0,0
3.447,stage1,0,0,0
3.448,stage1,0,0,0
3.449,stage1,0,0,0
3.45,stage1,0,0,0
3.451,stage1,0,0,0
3.452,stage1,0,0,0
3.453,stage1,0,0,0
3.454,stage1,0,0,0
3.455,stage1,0,0,0
3.456,stage1,0,0,0
3.457,stage1,0,0,0
3.458,stage1,0,0,0
3.459,stage1,0,0,0
3.46,stage1,0,0,0
3.461,stage1,0,0,0
3.462,stage1,0,0,0
3.463,stage1,0,0,0
3.464,stage1,0,0,0
3.465,stage1,0,0,0
3.466,stage1,0,0,0
3.467,stage1,0,0,0
3.468,stage1,0,0,0
3.469,stage1,0,0,0
3.47,stage1,0,0,0
3.471,stage1,0,0,0
3.472,stage1,0,0,0
3.473,stage1,0,0,0
3.474,stage1,0,0,0
3.475,stage1,0,0,0
3.476,stage1,0,0,0
3.477,stage1,0,0,0
3.478,stage1,0,0,0
3.479,stage1,0,0,0
3.48,stage1,0,0,0
3.481,stage1,0,0,0
3.482,stage1,0,0,0
3.483,stage1,0,0,0
3.484,stage1,0,0,0
3.485,stage1,0,0,0
3.486,stage1,0,0,0
3.487,stage1,0,0,0
3.488,stage1,0,0,0
3.489,stage1,0,0,0
3.49,stage1,0,0,0
3.491,stage1,0,0,0
3.492,stage1,0,0,0
3.493,stage1,0,0,0
3.494,stage1,0,0,0
3.495,stage1,0,0,0
3.496,stage1,0,0,0
3.497,stage1,0,0,0
3.498,stage1,0,0,0
3.499,stage1,0,0,0
3.5,stage1,0,0,0
3.501,stage1,0,0,0
3.502,stage1,0,0,0
3.503,stage1,0,0,0
