time,stage_id,disturbance_force_N_profile,enable,reset,x_ref_m_profile,x_m,theta_rad,theta_hat_rad,bias_hat_rps,force_cmd_N,x_dot_mps,theta_dot_rps,theta_meas_rad,theta_dot_meas_rps,theta_dot_hat_rps
0.0,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028021684349001917,0.05538363291357484,0.0
0.01,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001042890691668627,0.05816328874560564,0.05538363291357484
0.02,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003872300504209551,0.015144672556684571,0.05816328874560564
0.03,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025536977170441248,0.03216741627799809,0.015144672556684571
0.04,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004417806445918493,0.0629945250269903,0.03216741627799809
0.05,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006310488795391697,0.0664338107642304,0.0629945250269903
0.06,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004592504888247003,0.08580707640200835,0.0664338107642304
0.07,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013720942640321637,0.048337164812821104,0.08580707640200835
0.08,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033015874161817066,0.023599489123232852,0.048337164812821104
0.09,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013492068395398384,0.040351596836502704,0.023599489123232852
0.1,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002407225683278504,0.041574241477775414,0.040351596836502704
0.11,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007280229996438367,0.042511394235495714,0.041574241477775414
0.12,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018862405838497734,0.05709660039466131,0.042511394235495714
0.13,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004494411182157545,0.035581314031948225,0.05709660039466131
0.14,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007371679279554906,0.022338390388379755,0.035581314031948225
0.15,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002775358807693633,0.04135821246156295,0.022338390388379755
0.16,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028530337705292576,0.08364137269874791,0.04135821246156295
0.17,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005069281688193394,0.08303584415289045,0.08364137269874791
0.18,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006092402852399534,0.03542940567528013,0.08303584415289045
0.19,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001225871867553854,0.05069074932906247,0.03542940567528013
0.2,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025781407258676096,0.0665978153563519,0.05069074932906247
0.21,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000778645228875239,0.04859811330417948,0.0665978153563519
0.22,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006283990980836117,0.02072519642928079,0.04859811330417948
0.23,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018081983297987582,0.015444055323629725,0.02072519642928079
0.24,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002600693744808131,0.05310686532116477,0.015444055323629725
0.25,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016402830782113876,0.03296251063219817,0.05310686532116477
0.26,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030856773956050984,0.01158161031312819,0.03296251063219817
0.27,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036138943274219024,0.049134705928417954,0.01158161031312819
0.28,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001529673943852762,0.055874728264916095,0.049134705928417954
0.29,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00299743877480947,0.061419083263040075,0.055874728264916095
0.3,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021419059268078795,0.03610806864262594,0.061419083263040075
0.31,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005208270697563793,0.10065378867886858,0.03610806864262594
0.32,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007488662463603424,0.07870269522738757,0.10065378867886858
0.33,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014460529769363731,0.00583255665782946,0.07870269522738757
0.34,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004615212561885703,0.060107870036745045,0.00583255665782946
0.35,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034814320059154817,0.07267145792003812,0.060107870036745045
0.36,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009353738951979082,0.04720480101613272,0.07267145792003812
0.37,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002031599998943327,0.04883949051934449,0.04720480101613272
0.38,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003830810587684627,0.05650728524771707,0.04883949051934449
0.39,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037553291574999232,0.056378039106364033,0.05650728524771707
0.4,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004688557502289293,0.07845513158564002,0.056378039106364033
0.41,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014891434117843833,0.033484111745793285,0.07845513158564002
0.42,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003548773159352862,0.04341298165241849,0.033484111745793285
0.43,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007925921296078695,0.05478326008804148,0.04341298165241849
0.44,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00588258145610178,0.024345914064153137,0.05478326008804148
0.45,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001104485340174303,0.052911679000053516,0.024345914064153137
0.46,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021533299111898565,0.05009213596542955,0.052911679000053516
0.47,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005183236192404357,0.04531252162978502,0.05009213596542955
0.48,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004427128094965816,0.06643116056077705,0.04531252162978502
0.49,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031145419315834907,0.05038994487671445,0.06643116056077705
0.5,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006737754619704044,0.055750230797333,0.05038994487671445
0.51,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008142332347220766,0.07522200839329742,0.055750230797333
0.52,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004161349247480076,0.05692245997173113,0.07522200839329742
0.53,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033328237125233914,0.05590484271968041,0.05692245997173113
0.54,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006412127180594417,0.038824252684560995,0.05590484271968041
0.55,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006647590217654939,0.049718525196465815,0.038824252684560995
0.56,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006196535340070593,0.06410661661797158,0.049718525196465815
0.57,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005594396798027814,0.06763321706076908,0.06410661661797158
0.58,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001384149213899943,0.074821260300192,0.06763321706076908
0.59,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4389421224126995e-05,0.035077719907520226,0.074821260300192
0.6,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003421592780552948,0.07088857168705678,0.035077719907520226
0.61,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011273072518228823,0.023148060423853496,0.07088857168705678
0.62,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008270137369721916,0.0503555482600067,0.023148060423853496
0.63,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006637304292517037,0.05111205196760848,0.0503555482600067
0.64,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015737902025738722,0.07976218420745704,0.05111205196760848
0.65,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010967682637255253,0.06545737429170995,0.07976218420745704
0.66,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005206433860044163,0.06976650562150247,0.06545737429170995
0.67,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027614959371801283,0.04611904493575482,0.06976650562150247
0.68,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025202754725517098,0.07999099100427327,0.04611904493575482
0.69,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005990794674157612,0.024490538395232523,0.07999099100427327
0.7,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007024962903624741,0.04832521937558108,0.024490538395232523
0.71,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002974195282978584,0.05967202648709545,0.04832521937558108
0.72,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006561028837986998,0.05888883695383916,0.05967202648709545
0.73,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021377768717400656,0.03533129637227535,0.05888883695383916
0.74,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039028429684846238,0.08376447793928299,0.03533129637227535
0.75,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012934225100801537,0.03955339148915561,0.08376447793928299
0.76,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081791612748136,0.07470723977006508,0.03955339148915561
0.77,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012981997005433706,0.052291806710041605,0.07470723977006508
0.78,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003991854803223857,0.06052147461858065,0.052291806710041605
0.79,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002923332841607156,0.084958671555043,0.06052147461858065
