time,stage_id,disturbance_force_N_profile,enable,reset,x_ref_m_profile,x_m,theta_rad,x_dot_mps,force_cmd_N
4.098,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.099,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.1,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.101,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.102,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.103,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.104,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.105,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.106,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.107,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.108,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.109,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.11,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.111,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.112,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.113,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.114,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.115,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.116,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.117,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.118,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.119,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.12,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.121,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.122,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.123,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.124,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.125,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.126,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.127,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.128,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.129,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.13,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.131,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.132,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.133,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.134,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.135,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.136,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.137,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.138,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.139,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.14,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.141,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.142,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.143,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.144,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.145,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.146,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.147,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.148,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.149,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.15,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.151,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.152,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.153,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.154,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.155,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.156,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.157,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.158,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.159,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.16,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.161,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.162,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.163,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.164,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.165,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.166,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.167,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.168,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.169,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.17,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.171,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.172,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.173,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.174,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.175,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.176,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.177,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.178,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.179,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.18,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.181,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.182,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.183,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.184,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.185,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.186,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.187,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.188,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.189,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.19,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.191,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.192,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.193,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.194,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.195,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.196,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.197,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.198,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.199,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.2,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.201,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.202,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.203,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.204,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.205,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.206,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.207,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.208,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.209,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.21,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.211,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.212,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.213,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.214,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.215,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.216,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.217,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.218,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.219,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.22,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.221,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.222,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.223,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.224,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.225,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.226,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.227,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.228,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.229,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.23,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.231,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.232,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.233,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.234,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.235,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.236,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.237,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.238,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.239,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.24,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.241,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.242,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.243,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.244,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.245,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.246,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.247,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.248,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.249,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.25,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.251,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.252,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.253,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.254,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.255,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.256,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.257,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.258,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.259,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.26,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.261,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.262,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.263,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.264,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.265,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.266,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.267,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.268,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.269,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.27,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.271,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.272,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.273,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.274,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.275,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.276,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.277,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.278,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.279,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.28,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.281,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.282,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.283,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.284,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.285,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.286,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.287,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.288,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.289,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.29,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.291,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.292,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.293,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.294,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.295,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.296,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.297,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.298,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.299,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.3,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.301,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.302,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.303,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.304,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.305,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.306,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.307,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.308,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.309,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.31,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.311,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.312,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.313,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.314,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.315,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.316,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.317,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.318,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.319,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.32,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.321,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.322,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.323,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.324,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.325,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.326,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.327,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.328,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.329,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.33,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.331,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.332,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.333,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.334,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.335,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.336,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.337,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.338,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.339,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.34,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.341,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.342,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.343,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.344,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.345,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.346,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.347,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.348,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.349,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.35,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.351,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.352,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.353,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.354,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.355,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.356,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.357,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.358,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.359,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.36,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.361,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.362,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.363,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.364,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.365,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.366,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.367,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.368,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.369,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.37,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.371,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.372,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.373,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.374,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.375,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.376,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.377,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.378,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.379,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.38,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.381,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.382,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.383,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.384,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.385,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.386,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.387,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.388,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.389,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.39,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.391,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.392,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.393,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.394,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.395,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.396,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.397,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.398,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.399,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.4,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.401,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.402,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.403,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.404,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.405,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.406,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.407,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.408,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.409,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.41,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.411,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.412,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.413,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.414,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.415,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.416,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.417,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.418,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.419,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.42,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.421,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.422,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.423,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.424,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.425,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.426,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.427,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.428,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.429,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.43,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.431,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.432,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.433,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.434,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.435,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.436,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.437,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.438,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.439,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.44,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.441,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.442,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.443,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.444,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.445,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.446,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.447,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.448,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.449,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.45,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.451,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.452,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.453,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.454,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.455,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.456,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.457,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.458,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.459,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.46,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.461,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.462,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.463,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.464,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.465,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.466,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.467,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.468,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.469,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.47,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.471,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.472,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.473,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.474,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.475,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.476,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.477,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.478,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.479,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.48,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.481,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.482,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.483,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
4.484,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0
