time,Output1,Output2,Output3,Output4,Output5,Output6
0.0,64.27977977985257,300.0000000000996,0.0,43.012500000014285,7.25225225225466,0.30000000000000004
0.0001,64.51953382246873,299.8972432081111,1.5683806631727308,42.99871487065751,7.293963448575247,0.5377710468450795
0.0002,64.77160917157514,299.7765634549512,3.133596640695875,42.98462878725195,7.339090309746793,0.7750414195421125
0.00030000000000000003,65.03592325618055,299.639646083565,4.695451615271501,42.97024246244806,7.387613351563758,1.011786561674264
0.00030000000000000003,65.03592325618055,299.639646083565,4.695451615271501,42.97024246244806,7.387613351563758,1.011786561674264
0.0004,65.31240448262382,299.49286654340693,6.253772951102791,42.955556399326795,7.439514965443128,1.2479816141891806
0.0004,65.31240448262382,299.49286654340693,6.253772951102791,42.955556399326795,7.439514965443128,1.2479816141891806
0.0005,65.60096625523612,299.33824435564867,7.808430667404249,42.940571586226305,7.494771739893757,1.4836030478256585
0.0005,65.60096625523612,299.33824435564867,7.808430667404249,42.940571586226305,7.494771739893757,1.4836030478256585
0.0006000000000000001,65.90153022423452,299.1758055936815,9.359294264546309,42.925288788296804,7.553362248689774,1.7186268903421018
0.0006000000000000001,65.90153022423452,299.1758055936815,9.359294264546309,42.925288788296804,7.553362248689774,1.7186268903421018
0.0007,66.2140165240231,299.0055769663139,10.906234009140526,42.909708786280035,7.615264433624498,1.9530293311280678
0.0007,66.2140165240231,299.0055769663139,10.906234009140526,42.909708786280035,7.615264433624498,1.9530293311280678
0.0008,66.53834378702712,298.82758581450554,12.449120949127307,42.89383237644179,7.680455610331099,2.1867867256163325
0.0008,66.53834378702712,298.82758581450554,12.449120949127307,42.89383237644179,7.680455610331099,2.1867867256163325
0.0009000000000000001,66.874429160005,298.6418601065091,13.987826927867301,42.87766037044348,7.748912474863309,2.419875599511747
0.0009000000000000001,66.874429160005,298.6418601065091,13.987826927867301,42.87766037044348,7.748912474863309,2.419875599511747
0.001,67.22218832102672,298.4484284326047,15.522224597826233,42.86119359519799,7.820611110529117,2.6522726529299416
0.001,67.22218832102672,298.4484284326047,15.522224597826233,42.86119359519799,7.820611110529117,2.6522726529299416
0.0011,67.58153549668187,298.2473199997191,17.052187434010758,42.844432892721045,7.895526994856073,2.8839547644707846
0.0011,67.58153549668187,298.2473199997191,17.052187434010758,42.844432892721045,7.895526994856073,2.8839547644707846
0.0012000000000000001,67.95238347940384,298.038564626004,18.577589747207675,42.82737911998085,7.973635006653822,3.1148989952346375
0.0012000000000000001,67.95238347940384,298.038564626004,18.577589747207675,42.82737911998085,7.973635006653822,3.1148989952346375
0.0013000000000000002,68.33464364488036,297.82219273539454,20.098306697046578,42.81003314874675,8.05490943316514,3.345082592784617
0.0013000000000000002,68.33464364488036,297.82219273539454,20.098306697046578,42.81003314874675,8.05490943316514,3.345082592784617
0.0014,68.7282259695508,297.5982353521478,21.614214304895032,42.79239586543703,8.139323977304244,3.57448299505597
0.0014,68.7282259695508,297.5982353521478,21.614214304895032,42.79239586543703,8.139323977304244,3.57448299505597
0.0015,69.13303904819662,297.36672409535913,23.125189466591205,42.77446817096573,8.226851764982422,3.8030778342131173
0.0015,69.13303904819662,297.36672409535913,23.125189466591205,42.77446817096573,8.226851764982422,3.8030778342131173
0.0016,69.54899011163138,297.12769117345135,24.63110996501618,42.756250980588206,8.317465352522216,4.030844940454455
0.0016,69.54899011163138,297.12769117345135,24.63110996501618,42.756250980588206,8.317465352522216,4.030844940454455
0.0017000000000000001,69.97598504449806,296.8811693786316,26.13185448250782,42.73774522374541,8.411136734160747,4.257762345764868
0.0017000000000000001,69.97598504449806,296.8811693786316,26.13185448250782,42.73774522374541,8.411136734160747,4.257762345764868
0.0018000000000000002,70.4139283939206,296.6271920840904,27.627302602584905,42.71895184398293,8.50783734686047,4.4838082857146935
0.0018000000000000002,70.4139283939206,296.6271920840904,27.627302602584905,42.71895184398293,8.50783734686047,4.4838082857146935
0.0019,70.86272338746203,296.36579323848656,29.117334823016037,42.69987179879404,8.607538077902962,4.708961203303219
0.0019,70.86272338746203,296.36579323848656,29.117334823016037,42.69987179879404,8.607538077902962,4.708961203303219
0.002,71.32227198091364,296.09700735137943,30.601832601149166,42.68050605921494,8.710209281596278,4.933199758574323
