time,stage_id,x2,v2
0.0,stage1,0.0,0.0
0.001,stage1,6.649668608333333e-05,0.016598839449944443
0.002,stage1,6.649668608333333e-05,0.016598839449944443
0.003,stage1,6.649668608333333e-05,0.016598839449944443
0.004,stage1,6.649668608333333e-05,0.016598839449944443
0.005,stage1,6.649668608333333e-05,0.016598839449944443
0.006,stage1,6.649668608333333e-05,0.016598839449944443
0.007,stage1,6.649668608333333e-05,0.016598839449944443
0.008,stage1,6.649668608333333e-05,0.016598839449944443
0.009,stage1,6.649668608333333e-05,0.016598839449944443
0.01,stage1,6.649668608333333e-05,0.016598839449944443
0.011,stage1,0.0003312854133633342,0.036323991666909874
0.012,stage1,0.0003312854133633342,0.036323991666909874
0.013,stage1,0.0003312854133633342,0.036323991666909874
0.014,stage1,0.0003312854133633342,0.036323991666909874
0.015,stage1,0.0003312854133633342,0.036323991666909874
0.016,stage1,0.0003312854133633342,0.036323991666909874
0.017,stage1,0.0003312854133633342,0.036323991666909874
0.018,stage1,0.0003312854133633342,0.036323991666909874
0.019,stage1,0.0003312854133633342,0.036323991666909874
0.02,stage1,0.0003312854133633342,0.036323991666909874
0.021,stage1,0.0007922521230437079,0.05583282965023133
0.022,stage1,0.0007922521230437079,0.05583282965023133
0.023,stage1,0.0007922521230437079,0.05583282965023133
0.024,stage1,0.0007922521230437079,0.05583282965023133
0.025,stage1,0.0007922521230437079,0.05583282965023133
0.026,stage1,0.0007922521230437079,0.05583282965023133
0.027,stage1,0.0007922521230437079,0.05583282965023133
0.028,stage1,0.0007922521230437079,0.05583282965023133
0.029,stage1,0.0007922521230437079,0.05583282965023133
0.03,stage1,0.0007922521230437079,0.05583282965023133
0.031,stage1,0.0014471859113979306,0.07511583844014388
0.032,stage1,0.0014471859113979306,0.07511583844014388
0.033,stage1,0.0014471859113979306,0.07511583844014388
0.034,stage1,0.0014471859113979306,0.07511583844014388
0.035,stage1,0.0014471859113979306,0.07511583844014388
0.036,stage1,0.0014471859113979306,0.07511583844014388
0.037,stage1,0.0014471859113979306,0.07511583844014388
0.038,stage1,0.0014471859113979306,0.07511583844014388
0.039,stage1,0.0014471859113979306,0.07511583844014388
0.04,stage1,0.0014471859113979306,0.07511583844014388
0.041,stage1,0.002293781852564072,0.09416372898140385
0.042,stage1,0.002293781852564072,0.09416372898140385
0.043,stage1,0.002293781852564072,0.09416372898140385
0.044,stage1,0.002293781852564072,0.09416372898140385
0.045,stage1,0.002293781852564072,0.09416372898140385
0.046,stage1,0.002293781852564072,0.09416372898140385
0.047,stage1,0.002293781852564072,0.09416372898140385
0.048,stage1,0.002293781852564072,0.09416372898140385
0.049,stage1,0.002293781852564072,0.09416372898140385
0.05,stage1,0.002293781852564072,0.09416372898140385
0.051,stage1,0.0033296432696576905,0.11296744051365967
0.052,stage1,0.0033296432696576905,0.11296744051365967
0.053,stage1,0.0033296432696576905,0.11296744051365967
0.054,stage1,0.0033296432696576905,0.11296744051365967
0.055,stage1,0.0033296432696576905,0.11296744051365967
0.056,stage1,0.0033296432696576905,0.11296744051365967
0.057,stage1,0.0033296432696576905,0.11296744051365967
0.058,stage1,0.0033296432696576905,0.11296744051365967
0.059,stage1,0.0033296432696576905,0.11296744051365967
0.06,stage1,0.0033296432696576905,0.11296744051365967
0.061,stage1,0.0045522840290929175,0.13151814282277027
0.062,stage1,0.0045522840290929175,0.13151814282277027
0.063,stage1,0.0045522840290929175,0.13151814282277027
0.064,stage1,0.0045522840290929175,0.13151814282277027
0.065,stage1,0.0045522840290929175,0.13151814282277027
0.066,stage1,0.0045522840290929175,0.13151814282277027
0.067,stage1,0.0045522840290929175,0.13151814282277027
0.068,stage1,0.0045522840290929175,0.13151814282277027
0.069,stage1,0.0045522840290929175,0.13151814282277027
0.07,stage1,0.0045522840290929175,0.13151814282277027
0.071,stage1,0.00595913085672263,0.14980723835335402
0.072,stage1,0.00595913085672263,0.14980723835335402
0.073,stage1,0.00595913085672263,0.14980723835335402
0.074,stage1,0.00595913085672263,0.14980723835335402
0.075,stage1,0.00595913085672263,0.14980723835335402
0.076,stage1,0.00595913085672263,0.14980723835335402
0.077,stage1,0.00595913085672263,0.14980723835335402
0.078,stage1,0.00595913085672263,0.14980723835335402
0.079,stage1,0.00595913085672263,0.14980723835335402
0.08,stage1,0.00595913085672263,0.14980723835335402
0.081,stage1,0.007547525674411647,0.16782636418290411
0.082,stage1,0.007547525674411647,0.16782636418290411
0.083,stage1,0.007547525674411647,0.16782636418290411
0.084,stage1,0.007547525674411647,0.16782636418290411
0.085,stage1,0.007547525674411647,0.16782636418290411
0.086,stage1,0.007547525674411647,0.16782636418290411
0.087,stage1,0.007547525674411647,0.16782636418290411
0.088,stage1,0.007547525674411647,0.16782636418290411
0.089,stage1,0.007547525674411647,0.16782636418290411
0.09,stage1,0.007547525674411647,0.16782636418290411
0.091,stage1,0.009314727955660565,0.18556739385787183
0.092,stage1,0.009314727955660565,0.18556739385787183
0.093,stage1,0.009314727955660565,0.18556739385787183
0.094,stage1,0.009314727955660565,0.18556739385787183
0.095,stage1,0.009314727955660565,0.18556739385787183
0.096,stage1,0.009314727955660565,0.18556739385787183
0.097,stage1,0.009314727955660565,0.18556739385787183
0.098,stage1,0.009314727955660565,0.18556739385787183
0.099,stage1,0.009314727955660565,0.18556739385787183
0.1,stage1,0.01125791709890218,0.20302243909218348
0.101,stage1,0.01125791709890218,0.20302243909218348
0.102,stage1,0.01125791709890218,0.20302243909218348
0.103,stage1,0.01125791709890218,0.20302243909218348
0.104,stage1,0.01125791709890218,0.20302243909218348
0.105,stage1,0.01125791709890218,0.20302243909218348
0.106,stage1,0.01125791709890218,0.20302243909218348
0.107,stage1,0.01125791709890218,0.20302243909218348
0.108,stage1,0.01125791709890218,0.20302243909218348
0.109,stage1,0.01125791709890218,0.20302243909218348
0.11,stage1,0.013374194817097453,0.220183851328721
0.111,stage1,0.013374194817097453,0.220183851328721
0.112,stage1,0.013374194817097453,0.220183851328721
0.113,stage1,0.013374194817097453,0.220183851328721
0.114,stage1,0.013374194817097453,0.220183851328721
0.115,stage1,0.013374194817097453,0.220183851328721
0.116,stage1,0.013374194817097453,0.220183851328721
0.117,stage1,0.013374194817097453,0.220183851328721
0.118,stage1,0.013374194817097453,0.220183851328721
0.119,stage1,0.013374194817097453,0.220183851328721
0.12,stage1,0.01566058754226353,0.23704422316435897
0.121,stage1,0.01566058754226353,0.23704422316435897
0.122,stage1,0.01566058754226353,0.23704422316435897
0.123,stage1,0.01566058754226353,0.23704422316435897
0.124,stage1,0.01566058754226353,0.23704422316435897
0.125,stage1,0.01566058754226353,0.23704422316435897
0.126,stage1,0.01566058754226353,0.23704422316435897
0.127,stage1,0.01566058754226353,0.23704422316435897
0.128,stage1,0.01566058754226353,0.23704422316435897
0.129,stage1,0.01566058754226353,0.23704422316435897
0.13,stage1,0.018114048843572636,0.25359638963921277
0.131,stage1,0.018114048843572636,0.25359638963921277
0.132,stage1,0.018114048843572636,0.25359638963921277
0.133,stage1,0.018114048843572636,0.25359638963921277
0.134,stage1,0.018114048843572636,0.25359638963921277
0.135,stage1,0.018114048843572636,0.25359638963921277
0.136,stage1,0.018114048843572636,0.25359638963921277
0.137,stage1,0.018114048843572636,0.25359638963921277
0.138,stage1,0.018114048843572636,0.25359638963921277
0.139,stage1,0.018114048843572636,0.25359638963921277
0.14,stage1,0.020731461857667482,0.26983342939081406
0.141,stage1,0.020731461857667482,0.26983342939081406
0.142,stage1,0.020731461857667482,0.26983342939081406
0.143,stage1,0.020731461857667482,0.26983342939081406
0.144,stage1,0.020731461857667482,0.26983342939081406
0.145,stage1,0.020731461857667482,0.26983342939081406
0.146,stage1,0.020731461857667482,0.26983342939081406
0.147,stage1,0.020731461857667482,0.26983342939081406
0.148,stage1,0.020731461857667482,0.26983342939081406
0.149,stage1,0.020731461857667482,0.26983342939081406
0.15,stage1,0.020731461857667482,0.26983342939081406
0.151,stage1,0.023509641729846244,0.2857486656739892
0.152,stage1,0.023509641729846244,0.2857486656739892
0.153,stage1,0.023509641729846244,0.2857486656739892
0.154,stage1,0.023509641729846244,0.2857486656739892
0.155,stage1,0.023509641729846244,0.2857486656739892
0.156,stage1,0.023509641729846244,0.2857486656739892
0.157,stage1,0.023509641729846244,0.2857486656739892
0.158,stage1,0.023509641729846244,0.2857486656739892
0.159,stage1,0.023509641729846244,0.2857486656739892
0.16,stage1,0.023509641729846244,0.2857486656739892
0.161,stage1,0.026445338064778345,0.30133566724727606
0.162,stage1,0.026445338064778345,0.30133566724727606
0.163,stage1,0.026445338064778345,0.30133566724727606
0.164,stage1,0.026445338064778345,0.30133566724727606
0.165,stage1,0.026445338064778345,0.30133566724727606
0.166,stage1,0.026445338064778345,0.30133566724727606
0.167,stage1,0.026445338064778345,0.30133566724727606
0.168,stage1,0.026445338064778345,0.30133566724727606
0.169,stage1,0.026445338064778345,0.30133566724727606
0.17,stage1,0.026445338064778345,0.30133566724727606
0.171,stage1,0.029535237385420778,0.3165882491267724
0.172,stage1,0.029535237385420778,0.3165882491267724
0.173,stage1,0.029535237385420778,0.3165882491267724
0.174,stage1,0.029535237385420778,0.3165882491267724
0.175,stage1,0.029535237385420778,0.3165882491267724
0.176,stage1,0.029535237385420778,0.3165882491267724
0.177,stage1,0.029535237385420778,0.3165882491267724
0.178,stage1,0.029535237385420778,0.3165882491267724
0.179,stage1,0.029535237385420778,0.3165882491267724
