"time","soc","temp_cell_C","v_term_V","heat_gen_W","pump_cmd","coolant_temp_C"
469.0,0.6431666666665973,29.06567618190389,267.24347713073456,76.99893831015844,4.9934334489397415e-216,27.69675070257283
470.0,0.6427777777777081,29.064333248362065,267.21796010992614,77.0022315005184,1.741102585719472e-216,27.69503745661516
471.0,0.6423888888888188,29.062989685692845,267.19244034190115,77.00552828025563,6.07084933642742e-217,27.69332819694756
472.0,0.6419999999999296,29.061645502457896,267.16691781791116,77.00882864710371,2.1167742767076327e-217,27.691622914919602
473.0,0.6416111111110404,29.060300707187114,267.1413925291972,77.01213259880369,7.38073552846223e-218,27.689921601899933
474.0,0.6412222222221512,29.058955308378728,267.1158644669905,77.01544013310404,2.5735033508548587e-218,27.68822424927624
475.0,0.640833333333262,29.057609314499384,267.0903336225117,77.01875124776062,8.97325133968195e-219,27.686530848455206
476.0,0.6404444444443728,29.056262733984234,267.06479998697176,77.02206594053672,3.128779279745537e-219,27.68484139086246
477.0,0.6400555555554835,29.054915575237043,267.0392635515712,77.02538420920291,1.0909378786788752e-219,27.683155867942556
478.0,0.6396666666665943,29.05356784663028,267.01372430750075,77.02870605153714,3.803865177837533e-220,27.68147427115891
479.0,0.6392777777777051,29.052219556505175,266.98818224594083,77.03203146532468,1.3263257765590998e-220,27.679796591993757
480.0,0.6388888888888159,29.050870713171875,266.9626373580622,77.03536044835802,4.624612028350481e-221,27.678122821948136
481.0,0.6384999999999267,29.049521324909488,266.93708963502536,77.03869299843697,1.6125025081129422e-221,27.676452952541815
482.0,0.6381111111110375,29.04817139996619,266.91153906798115,77.04202911336856,5.622448591861583e-222,27.674786975313275
483.0,0.6377222222221482,29.04682094655931,266.88598564807035,77.045368790967,1.960426604552738e-222,27.673124881819668
484.0,0.637333333333259,29.045469972875438,266.86042936642394,77.04871202905373,6.835584904059882e-223,27.671466663636746
485.0,0.6369444444443698,29.044118487070495,266.83487021416306,77.05205882545732,2.383421081518708e-223,27.66981231235886
486.0,0.6365555555554806,29.042766497269856,266.8093081823991,77.05540917801349,8.310475448053979e-224,27.668161819598897
487.0,0.6361666666665914,29.04141401156839,266.78374326223366,77.0587630845651,2.8976836157168096e-224,27.666515176988245
488.0,0.6357777777777022,29.040061038030593,266.7581754447586,77.06212054296208,1.0103598030314647e-224,27.66487237617675
489.0,0.635388888888813,29.038707584690663,266.732604721056,77.06548155106142,3.522906800607543e-225,27.663233408832667
490.0,0.6349999999999237,29.037353659552597,266.7070310821986,77.06884610672721,1.22836164785352e-225,27.66159826664264
491.0,0.6346111111110345,29.035999270590267,266.68145451924903,77.07221420783048,4.283032232522309e-226,27.659966941311648
492.0,0.6342222222221453,29.03464442574752,266.6558750232607,77.07558585224936,1.4934009977338991e-226,27.658339424562964
493.0,0.6338333333332561,29.033289132938258,266.6302925852773,77.07896103786886,5.207167303336395e-227,27.656715708138123
494.0,0.6334444444443669,29.031933400046547,266.604707196333,77.08233976258103,1.8156269726670571e-227,27.655095783796874
495.0,0.6330555555554777,29.03057723492669,266.57911884745226,77.08572202428479,6.33069980633035e-228,27.653479643317137
496.0,0.6326666666665884,29.029220645403317,266.5535275296505,77.089107820886,2.2073785332126383e-228,27.651867278494976
497.0,0.6322777777776992,29.02786363927147,266.52793323393337,77.09249715029743,7.696653036708087e-229,27.650258681144553
498.0,0.63188888888881,29.026506224296693,266.5023359512973,77.09589001043865,2.6836569748303038e-229,27.64865384309808
499.0,0.6314999999999208,29.02514840821512,266.476735672729,77.09928639923615,9.357333277473151e-230,27.64705275620579
500.0,0.6311111111110316,29.02379019873358,266.45113238920624,77.10268631462317,3.2627003706851583e-230,27.645455412335895
501.0,0.6307222222221424,29.02243160352966,266.4255260916972,77.10608975453978,1.137633275764193e-230,27.643861803374538
502.0,0.6303333333332531,29.021072630251794,266.39991677116075,77.10949671693285,3.96668195999312e-231,27.64227192122577
503.0,0.6299444444443639,29.01971328651937,266.3743044185468,77.11290719975597,1.3830964781832114e-231,27.640685757811497
