time,Output1,Output2,Output3,Output4,Output5,Output6
2.49,76.55268734038695,9.928666935858834,0.0,7.121670983719099,20.959216271922838,0.0
2.5,76.16733494464388,11.736907238214515,0.0,6.595651126678076,20.73378634410377,0.0
2.5100000000000002,75.81550644975361,13.237736350875021,0.0,6.1132625994114465,20.485147826988943,0.0
2.52,75.49208125862162,14.001695151455733,0.0,5.687350841288966,20.225844177667987,0.0
2.5300000000000002,75.17344694773435,13.895608929876516,0.0,5.3257644229042205,19.981939778540266,0.0
2.54,74.84080763394608,13.074056524605513,0.0,5.031463042597563,19.76405720770392,0.0
2.5500000000000003,74.49338700261676,11.880154176962568,0.0,4.802766311340237,19.56167657229416,0.0
2.56,74.14396867200311,10.704865709143135,0.0,4.633766773632831,19.359106779727835,0.0
2.57,73.80508467493297,9.858374279537196,0.0,4.514917920962354,19.1515861445702,0.0
2.58,73.4791979596764,9.492624817503117,0.0,4.433785912575932,18.946303994001507,0.0
2.59,73.15945234195826,9.589090332129315,0.0,4.375928791871066,18.751908125697526,0.0
2.6,72.83751048302685,10.000960657966111,0.0,4.325845749589195,18.569834378369542,0.0
2.61,72.51041673163938,10.523222431056944,0.0,4.267927075153654,18.395065557431927,0.0
2.62,72.18138623330556,10.961297598499947,0.0,4.187335596382905,18.222749966636773,0.0
2.63,71.85556417028087,11.177067923377242,0.0,4.070763772332029,18.052650008888232,0.0
2.64,71.53544335004587,11.104473568629476,0.0,3.907034553913006,17.88785558486823,0.0
2.65,71.21961349440924,10.739076194699965,0.0,3.6875445389166273,17.730682428187666,0.0
2.66,70.90490542464357,10.112965646597422,0.0,3.4065797320099405,17.580466228881246,0.0
2.67,70.58932650594014,9.267285161235753,0.0,3.061561911275636,17.434772054925162,0.0
2.68,70.27327662776456,8.231303580222564,0.0,2.653303184829475,17.29186788495096,0.0
2.69,69.95856496179219,7.012151961983588,0.0,2.1863545046224653,17.151769186180182,0.0
2.7,69.64659659167677,5.595460173026076,0.0,1.6695292322000432,17.01531246593145,0.0
2.71,69.33737256396846,3.955303832544284,0.0,1.1166643349338135,16.88273196258214,0.0
2.72,69.02986189978154,2.072045722539585,0.0,0.5476488778794336,16.753232338218883,0.0
2.73,68.72307834026287,-0.04200402033067674,0.0,-0.010298633019775833,16.625653845876613,0.0
2.74,68.41683059049011,-2.3078273333573556,0.0,-0.5211873432129392,16.49926291133779,0.0
2.75,68.11164532261867,-4.5344274189002585,0.0,-0.9388107623757657,16.373860689110693,0.0
2.7600000000000002,67.80815115215869,-6.3641068843721715,0.0,-1.2055677241166884,16.24928494208839,0.0
2.77,67.50655239976167,-7.21596673676476,0.0,-1.2519245643942274,16.12492701886353,0.0
2.7800000000000002,67.20657872967963,-6.247406020603304,0.0,-0.9970101943061238,15.999681931973964,0.0
2.79,66.90781985256373,-2.3711331703727176,0.0,-0.3509336774442498,15.872218150969985,0.0
2.8000000000000003,66.61007812375459,5.614981488722877,0.0,0.7805366663489764,15.741192174658565,0.0
2.81,66.31345893087725,18.716407296408974,0.0,2.4883352483001926,15.605210941964225,0.0
2.82,66.01819979937744,37.19699173900511,0.0,4.849088479532095,15.462664502477786,0.0
2.83,65.72444322831683,59.82233026535933,0.0,7.910693636614062,15.311673839934121,0.0
2.84,66.92818484306802,83.63949963813643,4.2838946551564385,11.675052357698627,15.150270622925701,0.0
2.85,76.90663143392784,107.74924793091901,20.199515735197437,16.0792230473476,14.998440318902428,0.08262254189807447
2.86,96.14745127536644,129.20849566450656,40.5651702364309,20.955353122785883,16.273111807679424,2.0944375196637326
