time,stage_id,disturbance_force_N_profile,enable,reset,x_ref_m_profile,x_m,theta_rad,x_dot_mps,theta_dot_rps,theta_meas_rad,theta_dot_meas_rps,force_cmd_N
0.021,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.000778645228875239,0.04859811330417948,0.0
0.022,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.006283990980836117,0.02072519642928079,0.0
0.023,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.0018081983297987582,0.015444055323629725,0.0
0.024,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.0002600693744808131,0.05310686532116477,0.0
0.025,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.0016402830782113876,0.03296251063219817,0.0
0.026,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.0030856773956050984,0.01158161031312819,0.0
0.027,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0036138943274219024,0.049134705928417954,0.0
0.028,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.001529673943852762,0.055874728264916095,0.0
0.029,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.00299743877480947,0.061419083263040075,0.0
0.03,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.0021419059268078795,0.03610806864262594,0.0
0.031,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.005208270697563793,0.10065378867886858,0.0
0.032,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0007488662463603424,0.07870269522738757,0.0
0.033,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0014460529769363731,0.00583255665782946,0.0
0.034,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0004615212561885703,0.060107870036745045,0.0
0.035,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.0034814320059154817,0.07267145792003812,0.0
0.036,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0009353738951979082,0.04720480101613272,0.0
0.037,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.002031599998943327,0.04883949051934449,0.0
0.038,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.003830810587684627,0.05650728524771707,0.0
0.039,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.0037553291574999232,0.056378039106364033,0.0
0.04,stage1,0.0,True,False,0.0,0.0,0.0,0.0,0.0,-0.004688557502289293,0.07845513158564002,0.0
