time,V_in,V_out
7.67,1.0,0.9889804249673776
7.68,1.0,0.9890752304914757
7.69,1.0,0.9891692403559318
7.7,1.0,0.989262461008341
7.71,1.0,0.9893548988467641
7.72,1.0,0.9894465602200748
7.73,1.0,0.9895374514283053
7.74,1.0,0.9896275787229896
7.75,1.0,0.9897169483075049
7.76,1.0,0.989805566337411
7.7700000000000005,1.0,0.9898934389207877
7.78,1.0,0.9899805721185703
7.79,1.0,0.9900669719448828
7.8,1.0,0.9901526443673698
7.8100000000000005,1.0,0.9902375953075259
7.82,1.0,0.9903218306410227
7.83,1.0,0.9904053561980356
7.84,1.0,0.9904881777635662
7.8500000000000005,1.0,0.9905703010777649
7.86,1.0,0.9906517318362503
7.87,1.0,0.9907324756904274
7.88,1.0,0.9908125382478032
7.890000000000001,1.0,0.9908919250723012
7.9,1.0,0.9909706416845729
7.91,1.0,0.991048693562309
7.92,1.0,0.9911260861405466
7.930000000000001,1.0,0.991202824811977
7.94,1.0,0.9912789149272491
7.95,1.0,0.9913543617952728
7.96,1.0,0.99142917068352
7.97,1.0,0.991503346818323
7.98,1.0,0.9915768953851722
7.99,1.0,0.9916498215290114
8.0,1.0,0.9917221303545309
8.01,1.0,0.9917938269264598
8.02,1.0,0.9918649162698552
8.03,1.0,0.9919354033703905
8.040000000000001,1.0,0.992005293183719
8.05,1.0,0.9920745906122338
8.06,1.0,0.9921433005262172
8.07,1.0,0.9922114277505183
8.08,1.0,0.9922789770801451
8.09,1.0,0.9923459532676138
8.1,1.0,0.9924123610336614
8.11,1.0,0.992478205057211
8.120000000000001,1.0,0.9925434899841609
8.13,1.0,0.9926082204200807
8.14,1.0,0.9926724009373284
8.15,1.0,0.9927360360694387
8.16,1.0,0.9927991303166402
8.17,1.0,0.9928616881414793
8.18,1.0,0.9929237139731409
8.19,1.0,0.9929852122041032
8.2,1.0,0.9930461871935677
8.21,1.0,0.9931066432649225
8.22,1.0,0.9931665847084662
8.23,1.0,0.9932260157794877
8.24,1.0,0.9932849407004357
8.25,1.0,0.9933433636594764
8.26,1.0,0.9934012888122339
8.27,1.0,0.9934587202807204
8.28,1.0,0.9935156621547427
8.290000000000001,1.0,0.993572118491122
8.3,1.0,0.9936280933148388
8.31,1.0,0.9936835906184768
8.32,1.0,0.9937386143631642
8.33,1.0,0.9937931684781917
8.34,1.0,0.993847256861794
8.35,1.0,0.9939008833809023
8.36,1.0,0.993954051871802
8.370000000000001,1.0,0.9940067661399882
8.38,1.0,0.9940590299607264
8.39,1.0,0.9941108470789884
8.4,1.0,0.9941622212099364
8.41,1.0,0.9942131560389198
8.42,1.0,0.9942636552219002
8.43,1.0,0.9943137223854954
8.44,1.0,0.9943633611273565
8.45,1.0,0.9944125750161669
8.46,1.0,0.9944613675922401
8.47,1.0,0.9945097423672382
8.48,1.0,0.9945577028250442
8.49,1.0,0.9946052524210163
8.5,1.0,0.9946523945835117
8.51,1.0,0.994699132712288
8.52,1.0,0.9947454701812446
8.53,1.0,0.9947914103351271
8.540000000000001,1.0,0.9948369564945915
8.55,1.0,0.9948821119496576
8.56,1.0,0.9949268799692744
8.57,1.0,0.99497126378853
8.58,1.0,0.9950152666268837
8.59,1.0,0.9950588916659069
8.6,1.0,0.9951021420715943
8.61,1.0,0.9951450209760122
8.620000000000001,1.0,0.9951875314938465
8.63,1.0,0.9952296767078389
8.64,1.0,0.9952714596817397
8.65,1.0,0.995312883449172
8.66,1.0,0.9953539510238563
8.67,1.0,0.9953946653910157
8.68,1.0,0.9954350295153497
8.69,1.0,0.995475046334359
8.700000000000001,1.0,0.9955147187645712
8.71,1.0,0.9955540496963845
8.72,1.0,0.9955930419989529
8.73,1.0,0.9956316985162184
8.74,1.0,0.9956700220707498
8.75,1.0,0.995708015460695
8.76,1.0,0.9957456814628028
8.77,1.0,0.9957830228300885
8.78,1.0,0.995820042294221
8.790000000000001,1.0,0.9958567425637438
8.8,1.0,0.9958931263259678
8.81,1.0,0.9959291962456238
8.82,1.0,0.9959649549663704
8.83,1.0,0.996000405109781
8.84,1.0,0.9960355492765527
8.85,1.0,0.9960703900457524
8.86,1.0,0.9961049299757923
8.870000000000001,1.0,0.9961391716038777
8.88,1.0,0.9961731174468
8.89,1.0,0.9962067700005416
8.9,1.0,0.9962401317409254
8.91,1.0,0.9962732051233417
8.92,1.0,0.9963059925832868
8.93,1.0,0.9963384965361829
8.94,1.0,0.99637071937783
8.950000000000001,1.0,0.9964026634842983
8.96,1.0,0.9964343312123124
8.97,1.0,0.996465724899199
8.98,1.0,0.9964968468632177
8.99,1.0,0.9965276994035521
9.0,1.0,0.9965582848005983
9.01,1.0,0.996588605315989
9.02,1.0,0.996618663192849
9.03,1.0,0.9966484606557894
9.040000000000001,1.0,0.9966779999113122
9.05,1.0,0.996707283147612
9.06,1.0,0.9967363125351706
9.07,1.0,0.99676509022624
9.08,1.0,0.996793618355884
9.09,1.0,0.9968218990408755
9.1,1.0,0.9968499343815725
9.11,1.0,0.9968777264596524
9.120000000000001,1.0,0.9969052773415801
9.13,1.0,0.9969325890741134
9.14,1.0,0.9969596636908578
9.15,1.0,0.996986503203491
9.16,1.0,0.9970131096142584
9.17,1.0,0.9970394849007065
9.18,1.0,0.9970656310309755
9.19,1.0,0.9970915499512129
9.200000000000001,1.0,0.9971172435969108
9.21,1.0,0.9971427138829193
9.22,1.0,0.9971679627123173
9.23,1.0,0.9971929919687773
9.24,1.0,0.9972178035235653
9.25,1.0,0.9972423992296481
9.26,1.0,0.9972667809271496
9.27,1.0,0.9972909504387745
9.28,1.0,0.9973149095740655
9.290000000000001,1.0,0.9973386601258685
9.3,1.0,0.997362203873671
9.31,1.0,0.9973855425808815
9.32,1.0,0.9974086779974518
9.33,1.0,0.9974316118577854
9.34,1.0,0.9974543458828009
9.35,1.0,0.9974768817783292
9.36,1.0,0.9974992212367415
9.370000000000001,1.0,0.9975213659357272
9.38,1.0,0.9975433175395831
9.39,1.0,0.9975650776982873
9.4,1.0,0.9975866480485245
9.41,1.0,0.9976080302129887
9.42,1.0,0.9976292258012043
9.43,1.0,0.9976502364090055
9.44,1.0,0.9976710636191983
9.450000000000001,1.0,0.9976917090011777
9.46,1.0,0.9977121741114642
9.47,1.0,0.9977324604934293
9.48,1.0,0.9977525696777341
9.49,1.0,0.997772503182137
9.5,1.0,0.9977922625118569
9.51,1.0,0.9978118491594455
9.52,1.0,0.9978312646050902
9.53,1.0,0.9978505103165358
9.540000000000001,1.0,0.9978695877493418
9.55,1.0,0.9978884983468415
9.56,1.0,0.997907243540363
9.57,1.0,0.997925824749218
9.58,1.0,0.9979442433808935
9.59,1.0,0.9979625008310636
9.6,1.0,0.9979805984837585
9.61,1.0,0.997998537711357
9.620000000000001,1.0,0.9980163198748543
9.63,1.0,0.998033946323725
9.64,1.0,0.9980514183963196
9.65,1.0,0.9980687374195142
9.66,1.0,0.9980859047094058
9.67,1.0,0.9981029215705698
9.68,1.0,0.9981197892973137
9.69,1.0,0.9981365091721552
9.700000000000001,1.0,0.9981530824681439
9.71,1.0,0.9981695104458451
9.72,1.0,0.9981857943577293
9.73,1.0,0.9982019354422887
9.74,1.0,0.9982179349324064
9.75,1.0,0.9982337940451235
9.76,1.0,0.9982495139918829
9.77,1.0,0.9982650959700938
9.78,1.0,0.9982805411707223
9.790000000000001,1.0,0.9982958507715989
9.8,1.0,0.9983110259433561
9.81,1.0,0.9983260678443131
9.82,1.0,0.9983409776251585
9.83,1.0,0.9983557564250026
9.84,1.0,0.9983704053750263
9.85,1.0,0.9983849255954149
9.86,1.0,0.9983993181982039
9.870000000000001,1.0,0.9984135842849107
9.88,1.0,0.9984277249487644
9.89,1.0,0.9984417412728833
9.9,1.0,0.9984556343320251
9.91,1.0,0.9984694051911853
9.92,1.0,0.9984830549069734
9.93,1.0,0.9984965845265384
9.94,1.0,0.9985099950886539
9.950000000000001,1.0,0.9985232876228979
9.96,1.0,0.9985364631505117
9.97,1.0,0.9985495226837774
9.98,1.0,0.9985624672267001
9.99,1.0,0.998575297774539
10.0,1.0,0.9985880153143527
