time,stage_id,valve,level,y,_output
74.2,stage1,1,1.7684112498008495,177,0
74.3,stage1,1,1.680530894592517,168,0
74.4,stage1,1,1.601725906975636,160,0
74.5,stage1,1,1.5310590775280928,153,0
74.6,stage1,1,1.4676899820535,147,0
74.7,stage1,1,1.4108649866113476,141,0
74.8,stage1,1,1.3599082847235127,136,0
74.9,stage1,1,1.3142138601647089,131,0
75.0,stage1,1,1.2732382797522221,127,0
75.1,stage1,1,1.2364942304212252,124,0
75.2,stage1,1,1.2035447237236379,120,0
75.3,stage1,1,1.173997898825967,117,0
75.4,stage1,1,1.1475023621993887,115,0
75.5,stage1,1,1.1237430085780897,112,0
75.6,stage1,1,1.1024372734854981,110,0
75.7,stage1,1,1.0833317727605645,108,0
75.8,stage1,1,1.0661992891187595,107,0
75.9,stage1,1,1.050836069909664,105,0
76.0,stage1,1,1.0370594039339962,104,0
76.1,stage1,1,1.0247054485017433,102,0
76.2,stage1,1,1.0136272808890814,101,0
76.3,stage1,1,1.0036931510205342,100,0
76.4,stage1,1,0.9947849145959149,99,0
76.5,stage1,0,1.0929777220010677,109,0
76.6,stage1,0,1.19297772200107,119,0
76.7,stage1,0,1.2929777220010723,129,0
76.8,stage1,0,1.3929777220010746,139,0
76.9,stage1,0,1.492977722001077,149,0
77.0,stage1,0,1.5929777220010792,159,0
77.1,stage1,0,1.6929777220010815,169,0
77.2,stage1,0,1.7929777220010839,179,0
77.3,stage1,0,1.8929777220010862,189,0
77.4,stage1,0,1.9929777220010885,199,0
77.5,stage1,0,2.0929777220010863,209,0
77.6,stage1,1,1.9749891091730998,197,0
77.7,stage1,1,1.865775544675684,187,0
77.8,stage1,1,1.7678404193861779,177,0
77.9,stage1,1,1.6800190135964412,168,0
78.0,stage1,1,1.601266887716309,160,0
78.1,stage1,1,1.530647460996031,153,0
78.2,stage1,1,1.4673208729888505,147,0
78.3,stage1,1,1.410533995285698,141,0
78.4,stage1,1,1.3596114747338706,136,0
78.5,stage1,1,1.3139477016187766,131,0
78.6,stage1,1,1.2729996072882035,127,0
78.7,stage1,1,1.2362802055629176,124,0
78.8,stage1,1,1.2033528011230896,120,0
78.9,stage1,1,1.1738257959922473,117,0
79.0,stage1,1,1.1473480323534513,115,0
79.1,stage1,1,1.1236046163109081,112,0
79.2,stage1,1,1.1023131729299684,110,0
79.3,stage1,1,1.0832204880175913,108,0
79.4,stage1,1,1.0660994967047317,107,0
79.5,stage1,1,1.0507465830165685,105,0
79.6,stage1,1,1.0369791583149892,104,0
79.7,stage1,1,1.024633489814308,102,0
79.8,stage1,1,1.0135627533452534,101,0
79.9,stage1,1,1.0036352872092158,100,0
80.0,stage1,1,0.9947330263562322,99,0
80.1,stage1,0,1.0929259280250205,109,0
80.2,stage1,0,1.1929259280250228,119,0
80.3,stage1,0,1.2929259280250252,129,0
80.4,stage1,0,1.3929259280250275,139,0
80.5,stage1,0,1.4929259280250298,149,0
80.6,stage1,0,1.592925928025032,159,0
80.7,stage1,0,1.6929259280250344,169,0
80.8,stage1,0,1.7929259280250367,179,0
80.9,stage1,0,1.892925928025039,189,0
81.0,stage1,0,1.9929259280250413,199,0
81.1,stage1,0,2.092925928025039,209,0
81.2,stage1,1,1.9749425795638347,197,0
81.3,stage1,1,1.8657338201597407,187,0
81.4,stage1,1,1.767803003743575,177,0
81.5,stage1,1,1.6799854618516288,168,0
81.6,stage1,1,1.6012368008461761,160,0
81.7,stage1,1,1.530620481184415,153,0
81.8,stage1,1,1.467296679371116,147,0
81.9,stage1,1,1.4105123001327664,141,0
82.0,stage1,1,1.3595920200303238,136,0
82.1,stage1,1,1.3139302559943427,131,0
82.2,stage1,1,1.2729839632661215,127,0
82.3,stage1,1,1.236266177092464,124,0
82.4,stage1,1,1.2033402213669229,120,0
82.5,stage1,1,1.1738145153422477,117,0
82.6,stage1,1,1.1473379166514681,115,0
82.7,stage1,1,1.1235955452532453,112,0
82.8,stage1,1,1.1023050386366433,110,0
82.9,stage1,1,1.0832131937493419,108,0
83.0,stage1,1,1.0660929557125187,107,0
83.1,stage1,1,1.0507407175098906,105,0
83.2,stage1,1,1.0369738985367374,104,0
83.3,stage1,1,1.0246287732111587,102,0
83.4,stage1,1,1.0135585238237423,101,0
