time,cruise_speed,sea_state,K_T,RPM,Thrust,cavitation_margin,resistance_margin,shaft_torsional_stress,thermal_margin,SFOC
76.1254,12.0000,2.0,0.239894,98.141011,840.210694,0.326644,0.675586,0.727816,0.152759,191.443678
76.2254,12.0000,2.0,0.239899,98.148807,840.360854,0.326623,0.675613,0.727850,0.152742,191.442999
76.3254,12.0000,2.0,0.239897,98.146184,840.310320,0.326630,0.675604,0.727839,0.152747,191.443227
76.4255,12.0000,2.0,0.239890,98.133878,840.073318,0.326662,0.675561,0.727785,0.152774,191.444300
76.5255,12.0000,2.0,0.239827,98.030127,838.076670,0.326934,0.675200,0.727333,0.153000,191.453346
76.6255,12.0000,2.0,0.239885,98.125926,839.920194,0.326683,0.675534,0.727750,0.152792,191.444993
76.7256,12.0000,2.0,0.239867,98.096343,839.350654,0.326761,0.675430,0.727621,0.152856,191.447573
76.8256,12.0000,2.0,0.239846,98.062538,838.700114,0.326849,0.675313,0.727474,0.152930,191.450520
76.9256,12.0000,2.0,0.239938,98.212969,841.597280,0.326455,0.675837,0.728130,0.152602,191.437405
77.0257,12.0000,2.0,0.239941,98.217646,841.687456,0.326443,0.675853,0.728150,0.152592,191.436997
77.1257,12.0000,2.0,0.239931,98.201447,841.375166,0.326486,0.675797,0.728080,0.152627,191.438409
77.2257,12.0000,2.0,0.239899,98.148507,840.355079,0.326624,0.675612,0.727849,0.152742,191.443025
77.3258,12.0000,2.0,0.239934,98.205510,841.453495,0.326475,0.675811,0.728097,0.152618,191.438055
77.4258,12.0000,2.0,0.239894,98.140786,840.206366,0.326644,0.675585,0.727815,0.152759,191.443698
77.5258,12.0000,2.0,0.239901,98.152501,840.431998,0.326614,0.675626,0.727866,0.152734,191.442677
77.6259,12.0000,2.0,0.239863,98.089837,839.225422,0.326778,0.675408,0.727593,0.152870,191.448140
77.7259,12.0000,2.0,0.239910,98.166483,840.701367,0.326577,0.675675,0.727927,0.152703,191.441457
77.8259,12.0000,2.0,0.239901,98.151749,840.417522,0.326616,0.675624,0.727863,0.152735,191.442742
77.9260,12.0000,2.0,0.239860,98.085667,839.145172,0.326788,0.675393,0.727575,0.152879,191.448503
78.0260,12.0000,2.0,0.239900,98.150284,840.389307,0.326619,0.675619,0.727857,0.152738,191.442870
78.1260,12.0000,2.0,0.239900,98.150876,840.400711,0.326618,0.675621,0.727859,0.152737,191.442818
78.2261,12.0000,2.0,0.239959,98.246734,842.248386,0.326367,0.675955,0.728277,0.152528,191.434461
78.3261,12.0000,2.0,0.239932,98.203535,841.415425,0.326480,0.675804,0.728089,0.152622,191.438227
78.4261,12.0000,2.0,0.239907,98.161341,840.602302,0.326591,0.675657,0.727905,0.152714,191.441906
78.5262,12.0000,2.0,0.239915,98.175128,840.867932,0.326554,0.675705,0.727965,0.152684,191.440704
78.6262,12.0000,2.0,0.239910,98.166794,840.707370,0.326576,0.675676,0.727928,0.152702,191.441430
78.7262,12.0000,2.0,0.239904,98.156310,840.505384,0.326604,0.675640,0.727883,0.152725,191.442344
78.8263,12.0000,2.0,0.239878,98.114183,839.694078,0.326714,0.675493,0.727699,0.152817,191.446017
78.9263,12.0000,2.0,0.239907,98.162577,840.626116,0.326587,0.675661,0.727910,0.152712,191.441798
79.0263,12.0000,2.0,0.239890,98.134627,840.087748,0.326660,0.675564,0.727788,0.152773,191.444235
79.1264,12.0000,2.0,0.239876,98.111196,839.636580,0.326722,0.675482,0.727686,0.152824,191.446278
79.2264,12.0000,2.0,0.239931,98.201031,841.367151,0.326487,0.675796,0.728078,0.152628,191.438445
79.3264,12.0000,2.0,0.239928,98.196769,841.284998,0.326498,0.675781,0.728059,0.152637,191.438817
79.4265,12.0000,2.0,0.239863,98.089584,839.220563,0.326778,0.675407,0.727592,0.152871,191.448162
79.5265,12.0000,2.0,0.239915,98.174478,840.855418,0.326556,0.675703,0.727962,0.152686,191.440760
79.6265,12.0000,2.0,0.239950,98.232069,841.965555,0.326406,0.675904,0.728213,0.152560,191.435739
79.7266,12.0000,2.0,0.239953,98.236896,842.058635,0.326393,0.675921,0.728234,0.152550,191.435319
79.8266,12.0000,2.0,0.239953,98.236856,842.057875,0.326393,0.675920,0.728234,0.152550,191.435322
79.9266,12.0000,2.0,0.239924,98.189120,841.137568,0.326518,0.675754,0.728026,0.152654,191.439484
80.0267,12.0000,2.0,0.239898,98.146511,840.316630,0.326629,0.675605,0.727840,0.152747,191.443199
80.1267,12.0000,2.0,0.239891,98.136148,840.117035,0.326656,0.675569,0.727795,0.152769,191.444102
80.2267,12.0000,2.0,0.239936,98.209113,841.522947,0.326466,0.675824,0.728113,0.152610,191.437741
80.3268,12.0000,2.0,0.239938,98.212377,841.585877,0.326457,0.675835,0.728127,0.152603,191.437456
80.4268,12.0000,2.0,0.239966,98.259291,842.490604,0.326334,0.675999,0.728332,0.152501,191.433366
80.5268,12.0000,2.0,0.239962,98.251416,842.338695,0.326355,0.675971,0.728297,0.152518,191.434053
80.6269,12.0000,2.0,0.239925,98.191280,841.179200,0.326512,0.675762,0.728035,0.152649,191.439296
80.7269,12.0000,2.0,0.239892,98.137136,840.136068,0.326654,0.675573,0.727799,0.152767,191.444016
80.8269,12.0000,2.0,0.239921,98.184828,841.054869,0.326529,0.675739,0.728007,0.152663,191.439858
80.9270,12.0000,2.0,0.239938,98.213065,841.599125,0.326455,0.675837,0.728130,0.152602,191.437396
81.0270,12.0000,2.0,0.239926,98.193500,841.222000,0.326506,0.675769,0.728045,0.152644,191.439102
81.1270,12.0000,2.0,0.239916,98.176094,840.886550,0.326552,0.675709,0.727969,0.152682,191.440620
81.2271,12.0000,2.0,0.239942,98.218999,841.713547,0.326440,0.675858,0.728156,0.152589,191.436879
81.3271,12.0000,2.0,0.239920,98.182507,841.010130,0.326535,0.675731,0.727997,0.152668,191.440060
81.4271,12.0000,2.0,0.239917,98.177634,840.916231,0.326548,0.675714,0.727976,0.152679,191.440485
81.5272,12.0000,2.0,0.239946,98.225926,841.847103,0.326422,0.675882,0.728186,0.152574,191.436275
81.6272,12.0000,2.0,0.239925,98.191553,841.184476,0.326511,0.675762,0.728036,0.152648,191.439272
81.7272,12.0000,2.0,0.239946,98.225142,841.831976,0.326424,0.675880,0.728183,0.152575,191.436343
81.8273,12.0000,2.0,0.239947,98.227864,841.884468,0.326417,0.675889,0.728195,0.152569,191.436106
81.9273,12.0000,2.0,0.239905,98.158484,840.547258,0.326598,0.675647,0.727892,0.152721,191.442155
82.0273,12.0000,2.0,0.239926,98.192629,841.205203,0.326509,0.675766,0.728041,0.152646,191.439178
82.1274,12.0000,2.0,0.239985,98.289800,843.079269,0.326255,0.676105,0.728465,0.152434,191.430706
82.2274,12.0000,2.0,0.239906,98.161012,840.595973,0.326591,0.675656,0.727903,0.152715,191.441934
82.3274,12.0000,2.0,0.239878,98.114474,839.699677,0.326713,0.675494,0.727700,0.152816,191.445992
82.4275,12.0000,2.0,0.239887,98.128389,839.967620,0.326677,0.675542,0.727761,0.152786,191.444779
82.5275,12.0000,2.0,0.239945,98.224097,841.811842,0.326426,0.675876,0.728178,0.152578,191.436434
82.6275,12.0000,2.0,0.239946,98.225334,841.835680,0.326423,0.675880,0.728184,0.152575,191.436327
82.7276,12.0000,2.0,0.239942,98.219039,841.714309,0.326440,0.675858,0.728156,0.152589,191.436875
82.8276,12.0000,2.0,0.239983,98.286746,843.020337,0.326263,0.676094,0.728451,0.152441,191.430972
82.9276,12.0000,2.0,0.239865,98.093499,839.295902,0.326768,0.675421,0.727609,0.152862,191.447821
83.0277,12.0000,2.0,0.239960,98.248027,842.273316,0.326364,0.675959,0.728283,0.152525,191.434348
83.1277,12.0000,2.0,0.239996,98.307378,843.418545,0.326209,0.676166,0.728541,0.152396,191.429174
83.2277,12.0000,2.0,0.239914,98.173980,840.845813,0.326557,0.675701,0.727960,0.152687,191.440804
83.3278,12.0000,2.0,0.239938,98.212428,841.586847,0.326457,0.675835,0.728127,0.152603,191.437452
83.4278,12.0000,2.0,0.239927,98.194810,841.247235,0.326503,0.675774,0.728051,0.152641,191.438988
83.5278,12.0000,2.0,0.239923,98.188760,841.130641,0.326519,0.675753,0.728024,0.152655,191.439515
83.6279,12.0000,2.0,0.239941,98.218175,841.697648,0.326442,0.675855,0.728152,0.152590,191.436951
83.7279,12.0000,2.0,0.239995,98.306860,843.408545,0.326210,0.676165,0.728539,0.152397,191.429219
83.8279,12.0000,2.0,0.240009,98.328340,843.823250,0.326154,0.676239,0.728633,0.152350,191.427346
83.9280,12.0000,2.0,0.239943,98.220647,841.745315,0.326435,0.675864,0.728163,0.152585,191.436735
84.0280,12.0000,2.0,0.240012,98.333658,843.925930,0.326140,0.676258,0.728656,0.152339,191.426882
84.1280,12.0000,2.0,0.239955,98.241133,842.140347,0.326382,0.675935,0.728253,0.152540,191.434949
84.2281,12.0000,2.0,0.240008,98.327975,843.816199,0.326155,0.676238,0.728631,0.152351,191.427378
84.3281,12.0000,2.0,0.239953,98.236551,842.051989,0.326394,0.675919,0.728233,0.152550,191.435349
84.4281,12.0000,2.0,0.239960,98.248683,842.285964,0.326362,0.675962,0.728285,0.152524,191.434291
84.5282,12.0000,2.0,0.239968,98.261306,842.529461,0.326329,0.676006,0.728340,0.152496,191.433190
84.6282,12.0000,2.0,0.240054,98.402866,845.262985,0.325959,0.676499,0.728958,0.152188,191.420849
84.7282,12.0000,2.0,0.239984,98.287367,843.032312,0.326261,0.676097,0.728454,0.152440,191.430918
84.8283,12.0000,2.0,0.239937,98.210308,841.545987,0.326462,0.675828,0.728118,0.152608,191.437637
84.9283,12.0000,2.0,0.239988,98.294979,843.179226,0.326241,0.676123,0.728487,0.152423,191.430255
85.0283,12.0000,2.0,0.239948,98.229285,841.911872,0.326413,0.675894,0.728201,0.152566,191.435982
85.1284,12.0000,2.0,0.239945,98.223726,841.804677,0.326427,0.675875,0.728177,0.152578,191.436467
85.2284,12.0000,2.0,0.239988,98.294470,843.169388,0.326242,0.676121,0.728485,0.152424,191.430299
85.3284,12.0000,2.0,0.239962,98.251410,842.338566,0.326355,0.675971,0.728297,0.152518,191.434053
85.4285,12.0000,2.0,0.239970,98.264590,842.592820,0.326320,0.676017,0.728355,0.152489,191.432904
85.5285,12.0000,2.0,0.239962,98.252156,842.352960,0.326353,0.675974,0.728301,0.152516,191.433988
85.6285,12.0000,2.0,0.239972,98.269071,842.679282,0.326309,0.676033,0.728374,0.152480,191.432513
85.7286,12.0000,2.0,0.239976,98.274266,842.779514,0.326295,0.676051,0.728397,0.152468,191.432060
85.8286,12.0000,2.0,0.239904,98.156936,840.517438,0.326602,0.675642,0.727886,0.152724,191.442290
85.9286,12.0000,2.0,0.239984,98.287869,843.042006,0.326260,0.676098,0.728456,0.152439,191.430875
86.0287,12.0000,2.0,0.239934,98.206187,841.466534,0.326473,0.675813,0.728100,0.152617,191.437996
86.1287,12.0000,2.0,0.239920,98.183910,841.037178,0.326531,0.675736,0.728003,0.152665,191.439938
86.2287,12.0000,2.0,0.239963,98.253833,842.385318,0.326349,0.675980,0.728308,0.152513,191.433842
86.3288,12.0000,2.0,0.239968,98.261672,842.536536,0.326328,0.676007,0.728342,0.152496,191.433158
86.4288,12.0000,2.0,0.239945,98.223508,841.800484,0.326428,0.675874,0.728176,0.152579,191.436486
86.5288,12.0000,2.0,0.239992,98.300437,843.284560,0.326227,0.676142,0.728511,0.152411,191.429779
86.6289,12.0000,2.0,0.239926,98.192469,841.202125,0.326509,0.675766,0.728040,0.152646,191.439192
86.7289,12.0000,2.0,0.239955,98.239915,842.116861,0.326385,0.675931,0.728247,0.152543,191.435055
86.8289,12.0000,2.0,0.239950,98.231694,841.958321,0.326406,0.675902,0.728211,0.152561,191.435772
86.9290,12.0000,2.0,0.239966,98.259275,842.490293,0.326334,0.675999,0.728332,0.152501,191.433367
87.0290,12.0000,2.0,0.239977,98.276207,842.816952,0.326290,0.676058,0.728405,0.152464,191.431891
87.1290,12.0000,2.0,0.239938,98.212519,841.588611,0.326457,0.675836,0.728128,0.152603,191.437444
87.2291,12.0000,2.0,0.239991,98.299770,843.271697,0.326228,0.676140,0.728508,0.152413,191.429837
87.3291,12.0000,2.0,0.239971,98.267341,842.645891,0.326313,0.676027,0.728367,0.152483,191.432664
87.4291,12.0000,2.0,0.239912,98.170220,840.773363,0.326567,0.675688,0.727943,0.152695,191.441132
87.5292,12.0000,2.0,0.239910,98.167506,840.721078,0.326574,0.675679,0.727932,0.152701,191.441368
87.6292,12.0000,2.0,0.239970,98.265430,842.609036,0.326318,0.676020,0.728358,0.152487,191.432831
87.7292,12.0000,2.0,0.239964,98.255601,842.419418,0.326344,0.675986,0.728316,0.152509,191.433688
87.8293,12.0000,2.0,0.239968,98.262074,842.544288,0.326327,0.676008,0.728344,0.152495,191.433123
87.9293,12.0000,2.0,0.239971,98.266434,842.628404,0.326316,0.676024,0.728363,0.152485,191.432743
88.0293,12.0000,2.0,0.239979,98.279692,842.884210,0.326281,0.676070,0.728421,0.152456,191.431587
88.1294,12.0000,2.0,0.240001,98.316370,843.592137,0.326185,0.676198,0.728581,0.152376,191.428390
88.2294,12.0000,2.0,0.239939,98.213999,841.617139,0.326453,0.675841,0.728134,0.152600,191.437315
88.3294,12.0000,2.0,0.239937,98.211515,841.569251,0.326459,0.675832,0.728123,0.152605,191.437531
88.4295,12.0000,2.0,0.239940,98.216000,841.655712,0.326448,0.675848,0.728143,0.152595,191.437140
88.5295,12.0000,2.0,0.239983,98.285657,842.999316,0.326265,0.676091,0.728447,0.152443,191.431067
88.6295,12.0000,2.0,0.240012,98.333997,843.932483,0.326139,0.676259,0.728657,0.152338,191.426853
88.7296,12.0000,2.0,0.239961,98.250715,842.325164,0.326357,0.675969,0.728294,0.152520,191.434114
88.8296,12.0000,2.0,0.239898,98.147722,840.339954,0.326626,0.675610,0.727845,0.152744,191.443093
88.9296,12.0000,2.0,0.239923,98.188126,841.118420,0.326520,0.675751,0.728021,0.152656,191.439571
89.0297,12.0000,2.0,0.239950,98.232186,841.967812,0.326405,0.675904,0.728214,0.152560,191.435729
89.1297,12.0000,2.0,0.239959,98.246457,842.243042,0.326368,0.675954,0.728276,0.152529,191.434485
89.2297,12.0000,2.0,0.239963,98.254424,842.396704,0.326347,0.675982,0.728310,0.152511,191.433790
89.3298,12.0000,2.0,0.239977,98.277265,842.837381,0.326287,0.676061,0.728410,0.152462,191.431799
89.4298,12.0000,2.0,0.239967,98.260236,842.508827,0.326332,0.676002,0.728336,0.152499,191.433284
89.5298,12.0000,2.0,0.240009,98.328771,843.831568,0.326153,0.676241,0.728635,0.152349,191.427309
89.6299,12.0000,2.0,0.239956,98.242978,842.175944,0.326377,0.675942,0.728261,0.152536,191.434788
89.7299,12.0000,2.0,0.239951,98.234132,842.005344,0.326400,0.675911,0.728222,0.152556,191.435560
89.8299,12.0000,2.0,0.239992,98.301655,843.308075,0.326224,0.676146,0.728516,0.152408,191.429673
89.9300,12.0000,2.0,0.239931,98.201387,841.374003,0.326486,0.675797,0.728079,0.152627,191.438414
90.0300,12.0000,2.0,0.239990,98.298105,843.239549,0.326233,0.676134,0.728501,0.152416,191.429982
90.1300,12.0000,2.0,0.239982,98.284194,842.971078,0.326269,0.676086,0.728440,0.152447,191.431195
90.2301,12.0000,2.0,0.239974,98.272134,842.738381,0.326301,0.676043,0.728388,0.152473,191.432246
90.3301,12.0000,2.0,0.240028,98.359355,844.422243,0.326073,0.676348,0.728768,0.152283,191.424642
90.4301,12.0000,2.0,0.239960,98.249261,842.297113,0.326361,0.675964,0.728288,0.152523,191.434241
90.5302,12.0000,2.0,0.240042,98.383810,844.894715,0.326009,0.676433,0.728874,0.152229,191.422510
90.6302,12.0000,2.0,0.239973,98.269942,842.696083,0.326306,0.676036,0.728378,0.152478,191.432437
90.7302,12.0000,2.0,0.239941,98.217776,841.689968,0.326443,0.675854,0.728151,0.152591,191.436985
90.8303,12.0000,2.0,0.239982,98.285532,842.996894,0.326266,0.676090,0.728446,0.152444,191.431078
90.9303,12.0000,2.0,0.239948,98.228627,841.899176,0.326415,0.675892,0.728198,0.152568,191.436040
91.0303,12.0000,2.0,0.239958,98.245249,842.219746,0.326371,0.675950,0.728270,0.152531,191.434590
91.1304,12.0000,2.0,0.239993,98.303082,843.335619,0.326220,0.676151,0.728523,0.152405,191.429548
91.2304,12.0000,2.0,0.239998,98.311398,843.496142,0.326198,0.676180,0.728559,0.152387,191.428823
91.3304,12.0000,2.0,0.239963,98.252894,842.367194,0.326351,0.675976,0.728304,0.152515,191.433924
91.4305,12.0000,2.0,0.240012,98.333751,843.927729,0.326140,0.676258,0.728656,0.152339,191.426874
91.5305,12.0000,2.0,0.240017,98.342630,844.099198,0.326116,0.676289,0.728695,0.152319,191.426100
91.6305,12.0000,2.0,0.240026,98.356939,844.375570,0.326079,0.676339,0.728757,0.152288,191.424853
91.7306,12.0000,2.0,0.239999,98.311959,843.506983,0.326197,0.676182,0.728561,0.152386,191.428774
91.8306,12.0000,2.0,0.240024,98.354020,844.319188,0.326087,0.676329,0.728745,0.152294,191.425107
91.9306,12.0000,2.0,0.239925,98.192164,841.196251,0.326510,0.675765,0.728039,0.152647,191.439218
92.0307,12.0000,2.0,0.239973,98.270660,842.709935,0.326305,0.676038,0.728381,0.152476,191.432375
92.1307,12.0000,2.0,0.239957,98.243552,842.187008,0.326375,0.675944,0.728263,0.152535,191.434738
92.2307,12.0000,2.0,0.239987,98.293206,843.144999,0.326246,0.676117,0.728480,0.152427,191.430409
92.3308,12.0000,2.0,0.239966,98.259010,842.485182,0.326335,0.675998,0.728330,0.152501,191.433391
92.4308,12.0000,2.0,0.239979,98.279609,842.882600,0.326281,0.676070,0.728420,0.152457,191.431595
92.5308,12.0000,2.0,0.240042,98.382355,844.866604,0.326012,0.676428,0.728868,0.152233,191.422637
92.6309,12.0000,2.0,0.239979,98.280086,842.891809,0.326280,0.676071,0.728422,0.152455,191.431553
92.7309,12.0000,2.0,0.239997,98.309583,843.461111,0.326203,0.676174,0.728551,0.152391,191.428981
92.8309,12.0000,2.0,0.239978,98.277598,842.843791,0.326286,0.676063,0.728411,0.152461,191.431770
92.9310,12.0000,2.0,0.239987,98.293310,843.147011,0.326245,0.676117,0.728480,0.152427,191.430400
93.0310,12.0000,2.0,0.239985,98.290135,843.085732,0.326254,0.676106,0.728466,0.152434,191.430677
93.1310,12.0000,2.0,0.239999,98.312556,843.518503,0.326195,0.676184,0.728564,0.152385,191.428722
93.2311,12.0000,2.0,0.240021,98.348707,844.216567,0.326100,0.676311,0.728721,0.152306,191.425570
93.3311,12.0000,2.0,0.240036,98.373110,844.687964,0.326037,0.676396,0.728828,0.152253,191.423443
93.4311,12.0000,2.0,0.239995,98.306515,843.401893,0.326211,0.676163,0.728538,0.152398,191.429249
93.5312,12.0000,2.0,0.240004,98.320802,843.677707,0.326173,0.676213,0.728600,0.152367,191.428003
93.6312,12.0000,2.0,0.239951,98.234069,842.004124,0.326400,0.675911,0.728222,0.152556,191.435565
93.7312,12.0000,2.0,0.239984,98.287502,843.034917,0.326261,0.676097,0.728455,0.152439,191.430907
93.8313,12.0000,2.0,0.240015,98.339190,844.032764,0.326125,0.676277,0.728680,0.152327,191.426400
93.9313,12.0000,2.0,0.240013,98.335751,843.966341,0.326134,0.676265,0.728665,0.152334,191.426700
94.0313,12.0000,2.0,0.239993,98.303306,843.339936,0.326219,0.676152,0.728524,0.152405,191.429529
94.1314,12.0000,2.0,0.240014,98.337315,843.996541,0.326130,0.676271,0.728672,0.152331,191.426564
94.2314,12.0000,2.0,0.240002,98.317799,843.619727,0.326181,0.676203,0.728587,0.152373,191.428265
94.3314,12.0000,2.0,0.240024,98.353539,844.309898,0.326088,0.676327,0.728743,0.152295,191.425149
94.4315,12.0000,2.0,0.239996,98.308251,843.435405,0.326206,0.676169,0.728545,0.152394,191.429098
94.5315,12.0000,2.0,0.239977,98.276255,842.817886,0.326290,0.676058,0.728406,0.152464,191.431887
94.6315,12.0000,2.0,0.239998,98.311085,843.490106,0.326199,0.676179,0.728557,0.152388,191.428850
94.7316,12.0000,2.0,0.239899,98.148013,840.345565,0.326625,0.675611,0.727847,0.152743,191.443068
94.8316,12.0000,2.0,0.240000,98.313934,843.545107,0.326191,0.676189,0.728570,0.152382,191.428602
94.9316,12.0000,2.0,0.239877,98.112613,839.663854,0.326718,0.675487,0.727692,0.152821,191.446154
95.0317,12.0000,2.0,0.239936,98.209101,841.522718,0.326466,0.675824,0.728113,0.152610,191.437742
95.1317,12.0000,2.0,0.240002,98.318101,843.625542,0.326180,0.676204,0.728588,0.152373,191.428239
95.2317,12.0000,2.0,0.240003,98.319623,843.654942,0.326177,0.676209,0.728595,0.152369,191.428106
95.3318,12.0000,2.0,0.239953,98.237857,842.077180,0.326390,0.675924,0.728238,0.152548,191.435235
95.4318,12.0000,2.0,0.239967,98.260603,842.515897,0.326331,0.676003,0.728337,0.152498,191.433252
95.5318,12.0000,2.0,0.240031,98.364961,844.530528,0.326058,0.676367,0.728792,0.152271,191.424153
95.6319,12.0000,2.0,0.239974,98.272455,842.744573,0.326300,0.676045,0.728389,0.152472,191.432218
95.7319,12.0000,2.0,0.240058,98.409023,845.382011,0.325943,0.676521,0.728984,0.152174,191.420312
95.8319,12.0000,2.0,0.239989,98.296999,843.218206,0.326236,0.676130,0.728496,0.152419,191.430079
95.9320,12.0000,2.0,0.240002,98.317712,843.618036,0.326182,0.676202,0.728586,0.152373,191.428273
96.0320,12.0000,2.0,0.240039,98.378366,844.789522,0.326023,0.676414,0.728851,0.152241,191.422985
96.1320,12.0000,2.0,0.239994,98.304283,843.358804,0.326217,0.676156,0.728528,0.152403,191.429443
96.2321,12.0000,2.0,0.239959,98.247822,842.269359,0.326364,0.675959,0.728282,0.152526,191.434366
96.3321,12.0000,2.0,0.239987,98.292657,843.134402,0.326247,0.676115,0.728477,0.152428,191.430457
96.4321,12.0000,2.0,0.239989,98.296565,843.209821,0.326237,0.676129,0.728494,0.152420,191.430116
96.5322,12.0000,2.0,0.239949,98.230307,841.931584,0.326410,0.675898,0.728205,0.152564,191.435893
96.6322,12.0000,2.0,0.239983,98.285950,843.004960,0.326265,0.676092,0.728448,0.152443,191.431042
96.7322,12.0000,2.0,0.239968,98.261826,842.539500,0.326328,0.676008,0.728343,0.152495,191.433145
96.8323,12.0000,2.0,0.240019,98.345345,844.151638,0.326109,0.676299,0.728707,0.152313,191.425864
96.9323,12.0000,2.0,0.239992,98.301048,843.296351,0.326225,0.676144,0.728514,0.152410,191.429726
97.0323,12.0000,2.0,0.239982,98.285364,842.993668,0.326266,0.676090,0.728445,0.152444,191.431093
97.1324,12.0000,2.0,0.239988,98.294380,843.167658,0.326243,0.676121,0.728485,0.152424,191.430307
97.2324,12.0000,2.0,0.239998,98.311028,843.488998,0.326199,0.676179,0.728557,0.152388,191.428855
97.3324,12.0000,2.0,0.240010,98.330893,843.872530,0.326147,0.676248,0.728644,0.152345,191.427124
97.4325,12.0000,2.0,0.239961,98.250244,842.316086,0.326358,0.675967,0.728292,0.152521,191.434155
97.5325,12.0000,2.0,0.239960,98.248326,842.279091,0.326363,0.675960,0.728284,0.152525,191.434322
97.6325,12.0000,2.0,0.240025,98.355813,844.353820,0.326082,0.676335,0.728752,0.152290,191.424951
97.7326,12.0000,2.0,0.239979,98.280134,842.892729,0.326280,0.676071,0.728423,0.152455,191.431549
97.8326,12.0000,2.0,0.239949,98.230078,841.927156,0.326411,0.675897,0.728204,0.152564,191.435913
97.9326,12.0000,2.0,0.240005,98.323278,843.725494,0.326167,0.676222,0.728611,0.152361,191.427787
98.0327,12.0000,2.0,0.240006,98.324420,843.747561,0.326164,0.676226,0.728616,0.152359,191.427688
98.1327,12.0000,2.0,0.239945,98.224879,841.826915,0.326424,0.675879,0.728182,0.152576,191.436366
98.2327,12.0000,2.0,0.239999,98.313050,843.528037,0.326194,0.676186,0.728566,0.152384,191.428679
98.3328,12.0000,2.0,0.240015,98.338514,844.019705,0.326127,0.676275,0.728677,0.152328,191.426459
98.4328,12.0000,2.0,0.240004,98.320611,843.674011,0.326174,0.676213,0.728599,0.152367,191.428020
98.5328,12.0000,2.0,0.240012,98.333646,843.925695,0.326140,0.676258,0.728656,0.152339,191.426884
98.6329,12.0000,2.0,0.239950,98.231986,841.963960,0.326406,0.675903,0.728213,0.152560,191.435747
98.7329,12.0000,2.0,0.240003,98.318903,843.641032,0.326178,0.676207,0.728592,0.152371,191.428169
98.8329,12.0000,2.0,0.239984,98.287369,843.032354,0.326261,0.676097,0.728454,0.152440,191.430918
98.9330,12.0000,2.0,0.239978,98.278508,842.861359,0.326284,0.676066,0.728415,0.152459,191.431691
99.0330,12.0000,2.0,0.240020,98.346321,844.170476,0.326107,0.676302,0.728711,0.152311,191.425778
99.1330,12.0000,2.0,0.240038,98.376900,844.761206,0.326027,0.676409,0.728844,0.152244,191.423112
99.2331,12.0000,2.0,0.240048,98.392797,845.068390,0.325985,0.676464,0.728914,0.152210,191.421726
99.3331,12.0000,2.0,0.240033,98.368959,844.607774,0.326047,0.676381,0.728810,0.152262,191.423805
99.4331,12.0000,2.0,0.239990,98.297870,843.235026,0.326233,0.676133,0.728500,0.152417,191.430003
99.5332,12.0000,2.0,0.240004,98.321130,843.684027,0.326173,0.676214,0.728601,0.152366,191.427975
99.6332,12.0000,2.0,0.240017,98.341970,844.086446,0.326118,0.676287,0.728692,0.152321,191.426158
99.7332,12.0000,2.0,0.239997,98.309821,843.465701,0.326202,0.676175,0.728552,0.152391,191.428961
99.8333,12.0000,2.0,0.239998,98.310432,843.477494,0.326201,0.676177,0.728555,0.152389,191.428907
99.9333,12.0000,2.0,0.240019,98.345211,844.149045,0.326110,0.676298,0.728706,0.152314,191.425875
100.0333,12.0000,6.0,0.239992,98.301188,843.299054,0.142891,0.742811,0.877269,0.085743,191.429713
100.1334,12.0000,6.0,0.239972,98.267814,842.655027,0.142979,0.742695,0.873450,0.085816,191.432623
100.2334,12.0000,6.0,0.239981,98.283680,842.961162,0.142937,0.742750,0.869936,0.085781,191.431240
100.3334,12.0000,6.0,0.240013,98.336223,843.975459,0.142800,0.742934,0.866670,0.085666,191.426659
100.4335,12.0000,6.0,0.239994,98.304799,843.368760,0.142882,0.742824,0.863124,0.085735,191.429399
100.5335,12.0000,6.0,0.240005,98.321780,843.696586,0.142838,0.742883,0.859874,0.085698,191.427918
100.6335,12.0000,6.0,0.240015,98.338393,844.017364,0.142794,0.742941,0.856705,0.085662,191.426470
100.7336,12.0000,6.0,0.239983,98.286264,843.011031,0.142930,0.742759,0.853315,0.085775,191.431014
100.8336,12.0000,6.0,0.240017,98.342935,844.105079,0.142782,0.742957,0.850478,0.085652,191.426074
100.9336,12.0000,6.0,0.240006,98.324179,843.742899,0.142831,0.742892,0.847389,0.085693,191.427709
101.0337,12.0000,6.0,0.239957,98.243609,842.188115,0.143042,0.742611,0.844104,0.085868,191.434733
101.1337,12.0000,6.0,0.240039,98.377577,844.774278,0.142692,0.743078,0.841827,0.085576,191.423053
101.2337,12.0000,6.0,0.239979,98.280535,842.900470,0.142945,0.742739,0.838614,0.085788,191.431514
101.3338,12.0000,6.0,0.239944,98.222926,841.789260,0.143096,0.742539,0.835641,0.085913,191.436537
101.4338,12.0000,6.0,0.239963,98.253536,842.379591,0.143016,0.742645,0.833120,0.085847,191.433868
101.5338,12.0000,6.0,0.239964,98.254843,842.404786,0.143013,0.742650,0.830537,0.085844,191.433754
101.6339,12.0000,6.0,0.239997,98.308608,843.442296,0.142872,0.742837,0.828247,0.085727,191.429066
101.7339,12.0000,6.0,0.239987,98.292411,843.129655,0.142914,0.742781,0.825714,0.085762,191.430479
101.8339,12.0000,6.0,0.239985,98.289364,843.070855,0.142922,0.742770,0.823299,0.085769,191.430744
