time,cruise_speed,sea_state,K_T,RPM,Thrust,cavitation_margin,resistance_margin,shaft_torsional_stress,thermal_margin,SFOC
154.2514,12.0000,6.0,0.240007,98.326122,843.780423,0.142826,0.742898,0.728623,0.085688,191.427539
154.3515,12.0000,6.0,0.239997,98.309027,843.450373,0.142871,0.742839,0.728549,0.085726,191.429030
154.4515,12.0000,6.0,0.240042,98.382467,844.868774,0.142679,0.743095,0.728869,0.100000,191.422627
154.5515,12.0000,6.0,0.239993,98.302442,843.323267,0.142888,0.742816,0.728520,0.097778,191.429604
154.6516,12.0000,6.0,0.239946,98.225238,841.833839,0.143090,0.742547,0.728183,0.095556,191.436335
154.7516,12.0000,6.0,0.239975,98.274113,842.776562,0.142962,0.742717,0.728396,0.093333,191.432074
154.8516,12.0000,6.0,0.240017,98.341835,844.083842,0.142785,0.742953,0.728692,0.091111,191.426170
154.9517,12.0000,6.0,0.240012,98.334051,843.933521,0.142805,0.742926,0.728658,0.088889,191.426848
155.0517,12.0000,6.0,0.239952,98.235923,842.039873,0.143062,0.742584,0.728230,0.086667,191.435403
155.1517,12.0000,6.0,0.239978,98.278059,842.852690,0.142952,0.742731,0.728414,0.084444,191.431730
155.2518,12.0000,6.0,0.239982,98.285190,842.990299,0.142933,0.742756,0.728445,0.082222,191.431108
155.3518,12.0000,6.0,0.239989,98.296003,843.198975,0.142905,0.742793,0.728492,0.080000,191.430165
155.4518,12.0000,6.0,0.239958,98.245481,842.224204,0.143037,0.742617,0.728271,0.085864,191.434570
155.5519,12.0000,6.0,0.239981,98.282858,842.945295,0.142939,0.742748,0.728434,0.085783,191.431311
155.6519,12.0000,6.0,0.239978,98.277846,842.848584,0.142952,0.742730,0.728413,0.085794,191.431748
155.7519,12.0000,6.0,0.240024,98.352853,844.296647,0.142756,0.742992,0.728740,0.085630,191.425209
155.8520,12.0000,6.0,0.240025,98.354733,844.332951,0.142751,0.742998,0.728748,0.085626,191.425045
155.9520,12.0000,6.0,0.239996,98.306986,843.410982,0.142876,0.742832,0.728540,0.085730,191.429208
156.0520,12.0000,6.0,0.239988,98.294675,843.173350,0.142908,0.742789,0.728486,0.085757,191.430281
156.1521,12.0000,6.0,0.240004,98.321273,843.686796,0.142839,0.742882,0.728602,0.085699,191.427962
156.2521,12.0000,6.0,0.239975,98.273448,842.763732,0.142964,0.742715,0.728393,0.085803,191.432132
156.3521,12.0000,6.0,0.239965,98.256936,842.445160,0.143007,0.742657,0.728321,0.085839,191.433571
156.4522,12.0000,6.0,0.239971,98.267266,842.644456,0.142980,0.742693,0.728366,0.085817,191.432671
156.5522,12.0000,6.0,0.239981,98.282537,842.939101,0.142940,0.742746,0.728433,0.085783,191.431339
156.6522,12.0000,6.0,0.239964,98.256104,842.429115,0.143009,0.742654,0.728318,0.085841,191.433644
156.7523,12.0000,6.0,0.240005,98.322381,843.708177,0.142836,0.742885,0.728607,0.085697,191.427866
156.8523,12.0000,6.0,0.240022,98.350764,844.256284,0.142762,0.742984,0.728730,0.085635,191.425391
156.9523,12.0000,6.0,0.239952,98.234923,842.020591,0.143065,0.742580,0.728225,0.085887,191.435491
157.0524,12.0000,6.0,0.240001,98.315534,843.575999,0.142854,0.742861,0.728577,0.085712,191.428463
157.1524,12.0000,6.0,0.239993,98.303281,843.339464,0.142886,0.742819,0.728523,0.085738,191.429531
157.2524,12.0000,6.0,0.240010,98.331354,843.881432,0.142813,0.742917,0.728646,0.085677,191.427083
157.3525,12.0000,6.0,0.240000,98.313631,843.539259,0.142859,0.742855,0.728569,0.085716,191.428628
157.4525,12.0000,6.0,0.239956,98.241598,842.149330,0.143047,0.742604,0.728255,0.085873,191.434909
157.5525,12.0000,6.0,0.239961,98.251159,842.333730,0.143022,0.742637,0.728296,0.085852,191.434075
157.6526,12.0000,6.0,0.240001,98.315750,843.580156,0.142853,0.742862,0.728578,0.085711,191.428444
157.7526,12.0000,6.0,0.240031,98.365718,844.545151,0.142723,0.743037,0.728796,0.085602,191.424087
157.8526,12.0000,6.0,0.239932,98.203569,841.416079,0.143147,0.742471,0.728089,0.085956,191.438224
157.9527,12.0000,6.0,0.240011,98.331565,843.885517,0.142812,0.742917,0.728647,0.085677,191.427065
158.0527,12.0000,6.0,0.240036,98.373760,844.700527,0.142702,0.743065,0.728831,0.085585,191.423386
158.1527,12.0000,6.0,0.239995,98.306628,843.404059,0.142877,0.742830,0.728538,0.085731,191.429239
158.2528,12.0000,6.0,0.240017,98.341789,844.082956,0.142785,0.742953,0.728691,0.085654,191.426174
158.3528,12.0000,6.0,0.239979,98.279126,842.873278,0.142949,0.742735,0.728418,0.085791,191.431637
158.4528,12.0000,6.0,0.239996,98.308311,843.436552,0.142873,0.742836,0.728545,0.085727,191.429092
158.5529,12.0000,6.0,0.239951,98.233234,841.988013,0.143069,0.742574,0.728218,0.085891,191.435638
158.6529,12.0000,6.0,0.239928,98.197062,841.290650,0.143164,0.742448,0.728060,0.085970,191.438791
158.7529,12.0000,6.0,0.240029,98.361418,844.462084,0.142734,0.743022,0.728777,0.085612,191.424462
158.8530,12.0000,6.0,0.239970,98.265030,842.601307,0.142986,0.742685,0.728357,0.085822,191.432866
158.9530,12.0000,6.0,0.239986,98.291503,843.112137,0.142917,0.742778,0.728472,0.085764,191.430558
159.0530,12.0000,6.0,0.239958,98.244958,842.214118,0.143038,0.742615,0.728269,0.085865,191.434616
159.1531,12.0000,6.0,0.239957,98.243781,842.191431,0.143042,0.742611,0.728264,0.085868,191.434718
159.2531,12.0000,6.0,0.239995,98.305588,843.383989,0.142880,0.742827,0.728534,0.085733,191.429330
159.3531,12.0000,6.0,0.239978,98.277801,842.847718,0.142953,0.742730,0.728412,0.085794,191.431752
159.4532,12.0000,6.0,0.240012,98.333179,843.916672,0.142808,0.742923,0.728654,0.085673,191.426924
159.5532,12.0000,6.0,0.240014,98.336907,843.988671,0.142798,0.742936,0.728670,0.085665,191.426599
159.6532,12.0000,6.0,0.240010,98.330323,843.861524,0.142815,0.742913,0.728641,0.085679,191.427173
159.7533,12.0000,6.0,0.240007,98.326210,843.782118,0.142826,0.742899,0.728623,0.085688,191.427532
159.8533,12.0000,6.0,0.240048,98.393169,845.075571,0.142651,0.743132,0.728915,0.085542,191.421694
159.9533,12.0000,6.0,0.239967,98.260901,842.521648,0.142997,0.742671,0.728339,0.085831,191.433226
160.0534,14.0000,4.0,0.240123,98.516423,847.459582,0.308995,0.710229,0.877465,0.118607,191.410948
160.1534,14.0000,4.0,0.240283,98.778132,852.534804,0.308311,0.711141,0.874950,0.118037,191.388131
160.2534,14.0000,4.0,0.240409,98.984523,856.549928,0.307771,0.711861,0.872285,0.117587,191.370138
160.3535,14.0000,4.0,0.240447,99.047507,857.777457,0.307606,0.712081,0.869082,0.117449,191.364646
160.4535,14.0000,4.0,0.240600,99.297810,862.666018,0.306951,0.712954,0.866782,0.116904,191.342824
160.5535,14.0000,4.0,0.240769,99.573730,868.074002,0.306230,0.713916,0.864677,0.116303,191.318768
160.6536,14.0000,4.0,0.240859,99.721219,870.972974,0.305844,0.714430,0.862094,0.115981,191.305909
160.7536,14.0000,4.0,0.240964,99.893193,874.360469,0.305394,0.715030,0.859697,0.115606,191.290916
160.8536,14.0000,4.0,0.241064,100.057814,877.610447,0.304964,0.715604,0.857346,0.115247,191.276564
160.9537,14.0000,4.0,0.241171,100.232461,881.066165,0.304507,0.716213,0.855115,0.114867,191.261337
161.0537,14.0000,4.0,0.241301,100.446726,885.316840,0.303946,0.716960,0.853130,0.114400,191.242657
161.1537,14.0000,4.0,0.241394,100.598102,888.327210,0.303550,0.717488,0.850943,0.114070,191.229459
161.2538,14.0000,4.0,0.241508,100.784767,892.047713,0.303062,0.718139,0.848980,0.113663,191.213185
161.3538,14.0000,4.0,0.241618,100.964797,895.644744,0.302591,0.718767,0.847057,0.113271,191.197489
161.4538,14.0000,4.0,0.241699,101.098760,898.326917,0.302241,0.719234,0.845000,0.112979,191.185810
161.5539,14.0000,4.0,0.241840,101.328918,900.000000,0.301639,0.720037,0.843428,0.112477,191.165744
161.6539,14.0000,4.0,0.242015,101.615551,900.000000,0.300889,0.721037,0.842165,0.111852,191.140754
161.7539,14.0000,4.0,0.241973,101.546422,900.000000,0.301070,0.720795,0.839413,0.112003,191.146781
161.8540,14.0000,4.0,0.242136,101.814835,900.000000,0.300368,0.721731,0.838194,0.111418,191.123380
161.9540,14.0000,4.0,0.242202,101.921946,900.000000,0.300088,0.722105,0.836330,0.111184,191.114041
162.0540,14.0000,4.0,0.242340,102.148129,900.000000,0.299496,0.722894,0.835043,0.110691,191.094322
162.1541,14.0000,4.0,0.242420,102.278899,900.000000,0.299154,0.723350,0.833396,0.110406,191.082921
162.2541,14.0000,4.0,0.242536,102.470008,900.000000,0.298654,0.724016,0.832067,0.109990,191.066259
162.3541,14.0000,4.0,0.242642,102.644093,900.000000,0.298199,0.724623,0.830717,0.109610,191.051082
162.4542,14.0000,4.0,0.242705,102.746423,900.000000,0.297931,0.724980,0.780000,0.109387,191.042160
162.5542,14.0000,4.0,0.242825,102.942994,900.000000,0.297417,0.725666,0.782857,0.108959,191.025022
162.6542,14.0000,4.0,0.242809,102.916896,900.000000,0.297486,0.725575,0.785714,0.109016,191.027298
162.7543,14.0000,4.0,0.243018,103.259506,900.000000,0.296589,0.726770,0.788571,0.108269,190.997428
162.8543,14.0000,4.0,0.243069,103.342784,900.000000,0.296372,0.727060,0.791429,0.108088,190.990167
162.9543,14.0000,4.0,0.243177,103.520171,900.000000,0.295908,0.727679,0.794286,0.107701,190.974702
163.0544,14.0000,4.0,0.243193,103.545753,900.000000,0.295841,0.727768,0.797143,0.107645,190.972471
163.1544,14.0000,4.0,0.243289,103.703920,900.000000,0.295427,0.728319,0.800000,0.107300,190.958682
163.2544,14.0000,4.0,0.243403,103.889733,900.000000,0.294941,0.728967,0.802857,0.106895,190.942482
163.3545,14.0000,4.0,0.243480,104.016849,900.000000,0.294609,0.729411,0.805714,0.106618,190.931399
163.4545,14.0000,4.0,0.243571,104.165427,900.000000,0.294220,0.729929,0.808571,0.106294,190.918446
163.5545,14.0000,4.0,0.243676,104.337403,900.000000,0.293770,0.730529,0.811429,0.105920,190.903452
163.6546,14.0000,4.0,0.243668,104.325170,900.000000,0.293802,0.730486,0.814286,0.105946,190.904519
163.7546,14.0000,4.0,0.243830,104.590747,900.000000,0.293108,0.731412,0.817143,0.105367,190.881365
163.8546,14.0000,4.0,0.243879,104.669486,900.000000,0.292902,0.731687,0.820000,0.105196,190.874500
163.9547,14.0000,4.0,0.243949,104.784312,900.000000,0.292601,0.732087,0.812587,0.104946,190.864489
164.0547,14.0000,4.0,0.243985,104.844805,900.000000,0.292443,0.732298,0.811472,0.104814,190.859215
164.1547,14.0000,4.0,0.244120,105.065824,900.000000,0.291865,0.733069,0.811091,0.104332,190.839946
164.2548,14.0000,4.0,0.244105,105.040748,900.000000,0.291931,0.732981,0.809670,0.104387,190.842132
164.3548,14.0000,4.0,0.244271,105.313145,900.000000,0.291218,0.733931,0.809579,0.103793,190.818383
164.4548,14.0000,4.0,0.244278,105.323900,900.000000,0.291190,0.733969,0.808379,0.103769,190.817445
164.5549,14.0000,4.0,0.244396,105.517486,900.000000,0.290684,0.734644,0.808006,0.103348,190.800568
164.6549,14.0000,4.0,0.244461,105.623708,900.000000,0.290406,0.735014,0.807283,0.103116,190.791307
164.7549,14.0000,4.0,0.244569,105.801560,900.000000,0.289941,0.735635,0.806901,0.102728,190.775801
164.8550,14.0000,4.0,0.244597,105.846149,900.000000,0.289824,0.735790,0.805967,0.102631,190.771914
164.9550,14.0000,4.0,0.244648,105.930973,900.000000,0.289602,0.736086,0.805236,0.102446,190.764518
165.0550,14.0000,4.0,0.244721,106.049566,900.000000,0.289292,0.736500,0.804680,0.102188,190.754179
165.1551,14.0000,4.0,0.244841,106.246390,900.000000,0.288777,0.737186,0.804491,0.101759,190.737019
165.2551,14.0000,4.0,0.244883,106.316062,900.000000,0.288595,0.737429,0.803773,0.101607,190.730945
165.3551,14.0000,4.0,0.244919,106.375135,900.000000,0.288441,0.737635,0.803035,0.101478,190.725795
165.4552,14.0000,4.0,0.244987,106.486448,900.000000,0.288149,0.738023,0.802549,0.101236,190.716090
165.5552,14.0000,4.0,0.245009,106.522468,900.000000,0.288055,0.738149,0.801759,0.101157,190.712950
165.6552,14.0000,4.0,0.245131,106.721524,900.000000,0.287535,0.738843,0.801703,0.100723,190.695595
165.7553,14.0000,4.0,0.245126,106.714116,900.000000,0.287554,0.738817,0.800769,0.100739,190.696241
165.8553,14.0000,4.0,0.245263,106.938453,900.000000,0.286967,0.739599,0.800868,0.100250,190.676682
165.9553,14.0000,4.0,0.245304,107.004816,900.000000,0.286794,0.739831,0.800301,0.100106,190.670897
166.0554,14.0000,4.0,0.245431,107.214035,900.000000,0.286246,0.740560,0.800377,0.099650,190.652656
166.1554,14.0000,4.0,0.245383,107.134779,900.000000,0.286454,0.740284,0.799216,0.099822,190.659566
166.2554,14.0000,4.0,0.245471,107.278561,900.000000,0.286078,0.740785,0.799048,0.099509,190.647030
166.3555,14.0000,4.0,0.245585,107.466344,900.000000,0.285586,0.741440,0.799091,0.099100,190.630659
166.4555,14.0000,4.0,0.245623,107.527574,900.000000,0.285426,0.741654,0.798601,0.098966,190.625320
166.5555,14.0000,4.0,0.245620,107.523624,900.000000,0.285437,0.741640,0.797846,0.098975,190.625665
166.6556,14.0000,4.0,0.245703,107.658932,900.000000,0.285083,0.742112,0.797717,0.098680,190.613868
166.7556,14.0000,4.0,0.245750,107.736017,900.000000,0.284881,0.742381,0.797351,0.098512,190.607148
166.8556,14.0000,4.0,0.245812,107.837094,900.000000,0.284617,0.742733,0.797107,0.098292,190.598335
166.9557,14.0000,4.0,0.245834,107.874054,900.000000,0.284520,0.742862,0.796601,0.098211,190.595113
167.0557,14.0000,4.0,0.245905,107.989438,900.000000,0.284218,0.743265,0.796453,0.097960,190.585053
167.1557,14.0000,4.0,0.245910,107.997855,900.000000,0.284196,0.743294,0.795855,0.097941,190.584319
167.2558,14.0000,4.0,0.246013,108.167320,900.000000,0.283753,0.743885,0.795974,0.097572,190.569545
167.3558,14.0000,4.0,0.246073,108.264835,900.000000,0.283498,0.744225,0.795796,0.097359,190.561043
167.4558,14.0000,4.0,0.246101,108.311711,900.000000,0.283375,0.744388,0.795411,0.097257,190.556956
167.5559,14.0000,4.0,0.246108,108.322067,900.000000,0.283348,0.744425,0.794882,0.097235,190.556053
167.6559,14.0000,4.0,0.246235,108.530987,900.000000,0.282802,0.745153,0.795232,0.096779,190.537839
167.7559,14.0000,4.0,0.246264,108.577543,900.000000,0.282680,0.745315,0.794889,0.096678,190.533780
167.8560,14.0000,4.0,0.246277,108.599800,900.000000,0.282622,0.745393,0.794453,0.096629,190.531840
167.9560,14.0000,4.0,0.246337,108.697895,900.000000,0.282365,0.745735,0.794361,0.096416,190.523287
168.0560,14.0000,4.0,0.246345,108.711768,900.000000,0.282329,0.745784,0.793914,0.096385,190.522078
168.1561,14.0000,4.0,0.246405,108.809470,900.000000,0.282073,0.746124,0.793846,0.096172,190.513560
168.2561,14.0000,4.0,0.246465,108.906865,900.000000,0.281819,0.746464,0.793788,0.095960,190.505068
168.3561,14.0000,4.0,0.246562,109.067279,900.000000,0.281399,0.747023,0.794017,0.095610,190.491083
168.4562,14.0000,4.0,0.246549,109.045083,900.000000,0.281457,0.746946,0.793462,0.095659,190.493018
168.5562,14.0000,4.0,0.246631,109.179379,900.000000,0.281106,0.747414,0.793600,0.095366,190.481310
168.6562,14.0000,4.0,0.246637,109.189884,900.000000,0.281078,0.747451,0.793209,0.095343,190.480394
168.7563,14.0000,4.0,0.246703,109.297760,900.000000,0.280796,0.747827,0.793254,0.095108,190.470989
168.8563,14.0000,4.0,0.246733,109.345998,900.000000,0.280670,0.747995,0.793049,0.095003,190.466783
168.9563,14.0000,4.0,0.246804,109.463580,900.000000,0.280363,0.748405,0.793157,0.094747,190.456532
169.0564,14.0000,4.0,0.246802,109.459209,900.000000,0.280374,0.748390,0.792743,0.094756,190.456913
169.1564,14.0000,4.0,0.246810,109.472521,900.000000,0.280339,0.748437,0.792416,0.094727,190.455752
169.2564,14.0000,4.0,0.246855,109.546432,900.000000,0.280146,0.748694,0.792363,0.094566,190.449308
169.3565,14.0000,4.0,0.246920,109.652513,900.000000,0.279868,0.749064,0.792459,0.094335,190.440060
169.4565,14.0000,4.0,0.246936,109.679436,900.000000,0.279798,0.749158,0.792219,0.094276,190.437713
169.5565,14.0000,4.0,0.247024,109.824396,900.000000,0.279419,0.749664,0.792503,0.093960,190.425074
169.6566,14.0000,4.0,0.247035,109.841819,900.000000,0.279373,0.749724,0.792239,0.093922,190.423555
169.7566,14.0000,4.0,0.247159,110.044294,900.000000,0.278844,0.750431,0.792790,0.093481,190.405903
169.8566,14.0000,4.0,0.247070,109.898378,900.000000,0.279225,0.749922,0.791831,0.093799,190.418624
169.9567,14.0000,4.0,0.247165,110.054400,900.000000,0.278817,0.750466,0.792196,0.093459,190.405022
170.0567,14.0000,4.0,0.247160,110.046037,900.000000,0.278839,0.750437,0.791852,0.093477,190.405751
170.1567,14.0000,4.0,0.247214,110.135253,900.000000,0.278606,0.750748,0.791941,0.093283,190.397973
170.2568,14.0000,4.0,0.247268,110.223764,900.000000,0.278374,0.751056,0.792034,0.093090,190.390256
170.3568,14.0000,4.0,0.247227,110.156485,900.000000,0.278550,0.750822,0.791456,0.093236,190.396122
170.4568,14.0000,4.0,0.247339,110.339954,900.000000,0.278070,0.751462,0.791978,0.092836,190.380126
170.5569,14.0000,4.0,0.247423,110.477924,900.000000,0.277710,0.751943,0.792308,0.092536,190.368097
170.6569,14.0000,4.0,0.247384,110.414090,900.000000,0.277877,0.751720,0.791765,0.092675,190.373663
170.7569,14.0000,4.0,0.247439,110.503061,900.000000,0.277644,0.752030,0.791895,0.092481,190.365906
170.8570,14.0000,4.0,0.247494,110.593958,900.000000,0.277406,0.752347,0.792039,0.092283,190.357981
170.9570,14.0000,4.0,0.247490,110.586498,900.000000,0.277426,0.752321,0.791761,0.092299,190.358631
171.0570,14.0000,4.0,0.247508,110.616981,900.000000,0.277346,0.752428,0.791655,0.092233,190.355974
171.1571,14.0000,4.0,0.247487,110.582934,900.000000,0.277435,0.752309,0.791273,0.092307,190.358942
171.2571,14.0000,4.0,0.247607,110.778828,900.000000,0.276923,0.752992,0.791899,0.091880,190.341863
171.3571,14.0000,4.0,0.247614,110.790552,900.000000,0.276892,0.753033,0.791728,0.091854,190.340841
171.4572,14.0000,4.0,0.247616,110.794390,900.000000,0.276882,0.753046,0.791528,0.091846,190.340507
171.5572,14.0000,4.0,0.247681,110.899557,900.000000,0.276607,0.753413,0.791775,0.091617,190.331338
171.6572,14.0000,4.0,0.247688,110.911643,900.000000,0.276575,0.753455,0.791622,0.091590,190.330284
171.7573,14.0000,4.0,0.247718,110.961412,900.000000,0.276445,0.753629,0.791638,0.091482,190.325945
171.8573,14.0000,4.0,0.247781,111.064565,900.000000,0.276175,0.753989,0.791892,0.091257,190.316952
171.9573,14.0000,4.0,0.247750,111.013168,900.000000,0.276310,0.753809,0.791477,0.091369,190.321433
172.0574,14.0000,4.0,0.247850,111.177717,900.000000,0.275879,0.754383,0.792007,0.091010,190.307087
172.1574,14.0000,4.0,0.247803,111.100165,900.000000,0.276082,0.754113,0.791488,0.091180,190.313848
172.2574,14.0000,4.0,0.247852,111.181054,900.000000,0.275871,0.754395,0.791663,0.091003,190.306796
172.3575,14.0000,4.0,0.247958,111.353923,900.000000,0.275418,0.754998,0.792243,0.090626,190.291724
172.4575,14.0000,4.0,0.247960,111.357186,900.000000,0.275410,0.755009,0.792089,0.090619,190.291440
172.5575,14.0000,4.0,0.247954,111.348202,900.000000,0.275433,0.754978,0.791885,0.090639,190.292223
172.6576,14.0000,4.0,0.247948,111.338268,900.000000,0.275459,0.754943,0.791682,0.090661,190.293089
172.7576,14.0000,4.0,0.247986,111.400278,900.000000,0.275297,0.755159,0.791795,0.090525,190.287683
172.8576,14.0000,4.0,0.248030,111.471335,900.000000,0.275111,0.755407,0.791952,0.090371,190.281488
172.9577,14.0000,4.0,0.248053,111.509965,900.000000,0.275010,0.755542,0.791972,0.090286,190.278120
173.0577,14.0000,4.0,0.248074,111.543458,900.000000,0.274923,0.755659,0.791973,0.090213,190.275200
173.1577,14.0000,4.0,0.248099,111.585873,900.000000,0.274812,0.755807,0.792016,0.090121,190.271502
173.2578,14.0000,4.0,0.248118,111.615616,900.000000,0.274734,0.755910,0.792008,0.090056,190.268909
173.3578,14.0000,4.0,0.248104,111.592669,900.000000,0.274794,0.755830,0.791773,0.090106,190.270909
173.4578,14.0000,4.0,0.248155,111.676896,900.000000,0.274574,0.756124,0.792009,0.089922,190.263566
173.5579,14.0000,4.0,0.248222,111.785931,900.000000,0.274288,0.756504,0.792356,0.089685,190.254060
173.6579,14.0000,4.0,0.248175,111.708793,900.000000,0.274490,0.756235,0.791895,0.089853,190.260785
173.7579,14.0000,4.0,0.248233,111.804279,900.000000,0.274240,0.756568,0.792189,0.089645,190.252460
173.8580,14.0000,4.0,0.248236,111.808859,900.000000,0.274229,0.756584,0.792090,0.089635,190.252061
173.9580,14.0000,4.0,0.248286,111.891053,900.000000,0.274014,0.756871,0.792333,0.089456,190.244895
174.0580,14.0000,4.0,0.248292,111.901247,900.000000,0.273987,0.756906,0.792264,0.089433,190.244006
174.1581,14.0000,4.0,0.248370,112.029301,900.000000,0.273652,0.757353,0.792712,0.089154,190.232842
174.2581,14.0000,4.0,0.248361,112.015079,900.000000,0.273689,0.757303,0.792542,0.089185,190.234082
174.3581,14.0000,4.0,0.248327,111.958050,900.000000,0.273838,0.757105,0.792189,0.089310,190.239054
174.4582,14.0000,4.0,0.248408,112.090667,900.000000,0.273491,0.757567,0.792665,0.089021,190.227492
174.5582,14.0000,4.0,0.248384,112.051420,900.000000,0.273594,0.757430,0.792394,0.089106,190.230914
174.6582,14.0000,4.0,0.248410,112.093937,900.000000,0.273483,0.757578,0.792482,0.089014,190.227207
174.7583,14.0000,4.0,0.248456,112.170703,900.000000,0.273282,0.757846,0.792722,0.088846,190.220514
174.8583,14.0000,4.0,0.248451,112.162248,900.000000,0.273304,0.757817,0.792592,0.088865,190.221251
174.9583,14.0000,4.0,0.248513,112.262903,900.000000,0.273041,0.758168,0.792941,0.088645,190.212476
175.0584,14.0000,4.0,0.248481,112.210567,900.000000,0.273178,0.757985,0.789148,0.088759,190.217039
175.1584,14.0000,4.0,0.248504,112.248989,900.000000,0.273077,0.758119,0.789316,0.088676,190.213689
175.2584,14.0000,4.0,0.248522,112.277379,900.000000,0.273003,0.758218,0.789439,0.088614,190.211214
175.3585,14.0000,4.0,0.248543,112.311798,900.000000,0.272913,0.758338,0.789589,0.088539,190.208213
175.4585,14.0000,4.0,0.248611,112.424548,900.000000,0.272618,0.758731,0.790081,0.088293,190.198383
175.5585,14.0000,4.0,0.248615,112.430168,900.000000,0.272603,0.758751,0.790105,0.088281,190.197893
175.6586,14.0000,4.0,0.248665,112.513001,900.000000,0.272387,0.759040,0.790466,0.088100,190.190671
175.7586,14.0000,4.0,0.248700,112.569302,900.000000,0.272240,0.759236,0.790712,0.087977,190.185763
175.8586,14.0000,4.0,0.248616,112.432444,900.000000,0.272598,0.758759,0.790115,0.088276,190.197694
175.9587,14.0000,4.0,0.248667,112.515211,900.000000,0.272381,0.759048,0.790476,0.088095,190.190479
176.0587,14.0000,4.0,0.248645,112.480243,900.000000,0.272472,0.758926,0.790324,0.088172,190.193527
176.1587,14.0000,4.0,0.248674,112.527193,900.000000,0.272350,0.759089,0.790528,0.088069,190.189434
176.2588,14.0000,4.0,0.248695,112.561252,900.000000,0.272261,0.759208,0.790677,0.087995,190.186464
176.3588,14.0000,4.0,0.248698,112.566248,900.000000,0.272248,0.759226,0.790699,0.087984,190.186029
176.4588,14.0000,4.0,0.248714,112.592531,900.000000,0.272179,0.759317,0.790813,0.087927,190.183737
176.5589,14.0000,4.0,0.248757,112.663606,900.000000,0.271993,0.759565,0.791123,0.087772,190.177541
176.6589,14.0000,4.0,0.248740,112.635357,900.000000,0.272067,0.759467,0.791000,0.087833,190.180004
176.7589,14.0000,4.0,0.248818,112.763356,900.000000,0.271732,0.759913,0.791558,0.087554,190.168844
176.8590,14.0000,4.0,0.248779,112.700104,900.000000,0.271897,0.759692,0.791282,0.087692,190.174359
176.9590,14.0000,4.0,0.248908,112.910904,900.000000,0.271346,0.760427,0.792201,0.087233,190.155981
177.0590,14.0000,4.0,0.248823,112.771984,900.000000,0.271709,0.759943,0.791595,0.087536,190.168092
177.1591,14.0000,4.0,0.248854,112.821980,900.000000,0.271579,0.760117,0.791813,0.087427,190.163733
177.2591,14.0000,4.0,0.248827,112.777140,900.000000,0.271696,0.759961,0.791618,0.087524,190.167643
177.3591,14.0000,4.0,0.248932,112.950446,900.000000,0.271243,0.760565,0.792373,0.087147,190.152533
177.4592,14.0000,4.0,0.248928,112.944059,900.000000,0.271259,0.760543,0.792346,0.087161,190.153090
177.5592,14.0000,4.0,0.248917,112.925587,900.000000,0.271308,0.760479,0.792265,0.087201,190.154700
177.6592,14.0000,4.0,0.248881,112.865774,900.000000,0.271464,0.760270,0.792004,0.087331,190.159915
177.7593,14.0000,4.0,0.248942,112.965741,900.000000,0.271203,0.760619,0.792440,0.087113,190.151200
177.8593,14.0000,4.0,0.248914,112.920953,900.000000,0.271320,0.760462,0.792245,0.087211,190.155104
177.9593,14.0000,4.0,0.249006,113.071687,900.000000,0.270926,0.760988,0.792902,0.086882,190.141963
178.0594,14.0000,4.0,0.248999,113.060304,900.000000,0.270955,0.760948,0.792852,0.086907,190.142955
178.1594,14.0000,4.0,0.248990,113.045625,900.000000,0.270994,0.760897,0.792788,0.086939,190.144235
178.2594,14.0000,4.0,0.248926,112.939780,900.000000,0.271271,0.760528,0.792327,0.087170,190.153463
178.3595,14.0000,4.0,0.248983,113.032915,900.000000,0.271027,0.760853,0.792733,0.086967,190.145343
178.4595,14.0000,4.0,0.249046,113.136705,900.000000,0.270755,0.761215,0.793185,0.086741,190.136294
178.5595,14.0000,4.0,0.249074,113.182939,900.000000,0.270635,0.761376,0.793387,0.086640,190.132263
178.6596,14.0000,4.0,0.249083,113.197481,900.000000,0.270597,0.761427,0.793450,0.086608,190.130996
178.7596,14.0000,4.0,0.249012,113.081903,900.000000,0.270899,0.761024,0.792946,0.086860,190.141072
178.8596,14.0000,4.0,0.249082,113.195819,900.000000,0.270601,0.761421,0.793443,0.086612,190.131140
178.9597,14.0000,4.0,0.249115,113.250514,900.000000,0.270458,0.761612,0.793681,0.086493,190.126372
179.0597,14.0000,4.0,0.249045,113.135581,900.000000,0.270758,0.761211,0.793180,0.086743,190.136392
179.1597,14.0000,4.0,0.249107,113.236627,900.000000,0.270494,0.761563,0.793621,0.086523,190.127583
179.2598,14.0000,4.0,0.249127,113.269008,900.000000,0.270409,0.761676,0.793762,0.086452,190.124760
179.3598,14.0000,4.0,0.249120,113.258342,900.000000,0.270437,0.761639,0.793716,0.086476,190.125689
179.4598,14.0000,4.0,0.249084,113.198611,900.000000,0.270594,0.761431,0.793455,0.086606,190.130897
179.5599,14.0000,4.0,0.249141,113.292550,900.000000,0.270348,0.761758,0.793865,0.086401,190.122707
179.6599,14.0000,4.0,0.249152,113.309865,900.000000,0.270303,0.761819,0.793940,0.086363,190.121197
179.7599,14.0000,4.0,0.249168,113.336004,900.000000,0.270234,0.761910,0.794054,0.086306,190.118919
179.8600,14.0000,4.0,0.249165,113.332198,900.000000,0.270244,0.761897,0.794037,0.086315,190.119250
179.9600,14.0000,4.0,0.249179,113.354971,900.000000,0.270185,0.761976,0.794137,0.086265,190.117265
