time,stage_id,ambient_temp_C_profile,enable,i_load_A_profile,temp_ref_C,temp_cell_C,pump_cmd,soc,v_term_V
398.79,stage1,25.0,True,120.0,35.0,28.376751841034157,1.7256604723769977e-175,0.85,359.6586
398.8,stage1,25.0,True,120.0,35.0,28.376712328857582,1.7084038676532435e-175,0.85,359.6586
398.81,stage1,25.0,True,120.0,35.0,28.376672816903177,1.6913198289767268e-175,0.85,359.6586
398.82,stage1,25.0,True,120.0,35.0,28.37663330517095,1.674406630686975e-175,0.85,359.6586
398.83,stage1,25.0,True,120.0,35.0,28.37659379366091,1.6576625643801205e-175,0.85,359.6586
398.84,stage1,25.0,True,120.0,35.0,28.376554282373057,1.6410859387363343e-175,0.85,359.6586
398.85,stage1,25.0,True,120.0,35.0,28.376514771307402,1.6246750793488925e-175,0.85,359.6586
398.86,stage1,25.0,True,120.0,35.0,28.376475260463955,1.6084283285554183e-175,0.85,359.6586
398.87,stage1,25.0,True,120.0,35.0,28.37643574984272,1.5923440452698788e-175,0.85,359.6586
398.88,stage1,25.0,True,120.0,35.0,28.376396239443707,1.5764206048171945e-175,0.85,359.6586
398.89,stage1,25.0,True,120.0,35.0,28.37635672926692,1.5606563987690367e-175,0.85,359.6586
398.9,stage1,25.0,True,120.0,35.0,28.376317219312366,1.5450498347813604e-175,0.85,359.6586
398.91,stage1,25.0,True,120.0,35.0,28.376277709580055,1.529599336433473e-175,0.85,359.6586
398.92,stage1,25.0,True,120.0,35.0,28.37623820006999,1.514303343069152e-175,0.85,359.6586
398.93,stage1,25.0,True,120.0,35.0,28.376198690782186,1.4991603096384743e-175,0.85,359.6586
398.94,stage1,25.0,True,120.0,35.0,28.37615918171664,1.4841687065421032e-175,0.85,359.6586
398.95,stage1,25.0,True,120.0,35.0,28.37611967287337,1.4693270194766957e-175,0.85,359.6586
398.96,stage1,25.0,True,120.0,35.0,28.37608016425237,1.4546337492819421e-175,0.85,359.6586
398.97,stage1,25.0,True,120.0,35.0,28.37604065585366,1.440087411789053e-175,0.85,359.6586
398.98,stage1,25.0,True,120.0,35.0,28.37600114767724,1.4256865376711757e-175,0.85,359.6586
398.99,stage1,25.0,True,120.0,35.0,28.37596163972312,1.4114296722944768e-175,0.85,359.6586
399.0,stage1,25.0,True,120.0,35.0,28.375922131991306,1.3973153755715449e-175,0.85,359.6586
399.01,stage1,25.0,True,120.0,35.0,28.375882624481804,1.383342221815842e-175,0.85,359.6586
399.02,stage1,25.0,True,120.0,35.0,28.375843117194623,1.3695087995976962e-175,0.85,359.6586
399.03,stage1,25.0,True,120.0,35.0,28.37580361012977,1.3558137116017318e-175,0.85,359.6586
399.04,stage1,25.0,True,120.0,35.0,28.37576410328725,1.3422555744856498e-175,0.85,359.6586
399.05,stage1,25.0,True,120.0,35.0,28.375724596667073,1.3288330187408056e-175,0.85,359.6586
399.06,stage1,25.0,True,120.0,35.0,28.375685090269243,1.3155446885534095e-175,0.85,359.6586
399.07,stage1,25.0,True,120.0,35.0,28.37564558409377,1.3023892416678874e-175,0.85,359.6586
399.08,stage1,25.0,True,120.0,35.0,28.375606078140663,1.2893653492512206e-175,0.85,359.6586
399.09,stage1,25.0,True,120.0,35.0,28.375566572409927,1.2764716957587202e-175,0.85,359.6586
399.1,stage1,25.0,True,120.0,35.0,28.375527066901565,1.263706978801072e-175,0.85,359.6586
399.11,stage1,25.0,True,120.0,35.0,28.37548756161559,1.2510699090130729e-175,0.85,359.6586
399.12,stage1,25.0,True,120.0,35.0,28.375448056552006,1.2385592099229535e-175,0.85,359.6586
399.13,stage1,25.0,True,120.0,35.0,28.375408551710823,1.2261736178237353e-175,0.85,359.6586
399.14,stage1,25.0,True,120.0,35.0,28.375369047092043,1.2139118816455091e-175,0.85,359.6586
399.15,stage1,25.0,True,120.0,35.0,28.375329542695678,1.201772762829065e-175,0.85,359.6586
399.16,stage1,25.0,True,120.0,35.0,28.375290038521733,1.189755035200717e-175,0.85,359.6586
399.17,stage1,25.0,True,120.0,35.0,28.375250534570217,1.1778574848487206e-175,0.85,359.6586
399.18,stage1,25.0,True,120.0,35.0,28.375211030841136,1.1660789100002441e-175,0.85,359.6586
399.19,stage1,25.0,True,120.0,35.0,28.375171527334498,1.1544181209002523e-175,0.85,359.6586
399.2,stage1,25.0,True,120.0,35.0,28.37513202405031,1.1428739396912603e-175,0.85,359.6586
399.21,stage1,25.0,True,120.0,35.0,28.375092520988577,1.131445200294358e-175,0.85,359.6586
399.22,stage1,25.0,True,120.0,35.0,28.375053018149305,1.1201307482913604e-175,0.85,359.6586
399.23,stage1,25.0,True,120.0,35.0,28.375013515532505,1.108929440808457e-175,0.85,359.6586
399.24,stage1,25.0,True,120.0,35.0,28.374974013138182,1.0978401464003825e-175,0.85,359.6586
399.25,stage1,25.0,True,120.0,35.0,28.374934510966344,1.0868617449363886e-175,0.85,359.6586
399.26,stage1,25.0,True,120.0,35.0,28.374895009017,1.0759931274870346e-175,0.85,359.6586
399.27,stage1,25.0,True,120.0,35.0,28.374855507290153,1.065233196212174e-175,0.85,359.6586
399.28,stage1,25.0,True,120.0,35.0,28.374816005785814,1.0545808642500619e-175,0.85,359.6586
399.29,stage1,25.0,True,120.0,35.0,28.374776504503988,1.044035055607511e-175,0.85,359.6586
399.3,stage1,25.0,True,120.0,35.0,28.374737003444682,1.0335947050514453e-175,0.85,359.6586
399.31,stage1,25.0,True,120.0,35.0,28.374697502607905,1.0232587580009403e-175,0.85,359.6586
399.32,stage1,25.0,True,120.0,35.0,28.374658001993662,1.0130261704209402e-175,0.85,359.6586
399.33,stage1,25.0,True,120.0,35.0,28.374618501601965,1.0028959087167401e-175,0.85,359.6586
399.34,stage1,25.0,True,120.0,35.0,28.374579001432817,9.928669496295818e-176,0.85,359.6586
