"time","x_m","theta_rad","theta_hat_rad","bias_hat_rps","force_cmd_N","mode"
4.73,0.5326806793275034,-52.1750558165918,-51.16129105468226,-0.6461201386355243,15.0,0.0
4.74,0.5233031717697283,-52.384228479415015,-51.36472232783153,-0.6485201386355245,15.0,0.0
4.75,0.5131538288563402,-52.596700632500166,-51.569420720948656,-0.6509201386355247,15.0,0.0
4.76,0.5026894780171937,-52.81165723981317,-51.77533008876884,-0.6533201386355248,15.0,0.0
4.77,0.49248574430494624,-53.02754477576978,-51.983241268873265,-0.655720138635525,-15.0,0.0
4.78,0.4824513246074472,-53.24406030441585,-52.19266257625764,-0.6581201386355252,-15.0,0.0
4.79,0.4723286071334771,-53.4612960999721,-52.40355865397562,-0.6605201386355254,-15.0,0.0
4.8,0.46218832641833435,-53.6784942173602,-52.615297414178315,-0.6629201386355256,-15.0,0.0
4.81,0.4522967677188395,-53.89439855278576,-52.82829847711428,-0.6653201386355257,-15.0,0.0
4.82,0.44297065674023284,-54.10776960212084,-53.04148839428022,-0.6677201386355259,-15.0,0.0
4.83,0.43448493643245006,-54.317737263023915,-53.25423188226683,-0.6701201386355261,15.0,1.0
4.84,0.4274995191963618,-54.52318383763936,-53.46628759956948,-0.6725201386355263,15.0,1.0
4.85,0.42295306476331834,-54.72333364281788,-53.67689347798926,-0.6749201386355265,15.0,1.0
4.86,0.42141332928144615,-54.91877772126755,-53.88481784418848,-0.6773201386355266,15.0,1.0
4.87,0.42295529695133877,-55.11089701676643,-54.090307077922326,-0.6797201386355268,-15.0,0.0
4.88,0.42682942657180184,-55.30103101756409,-54.29281161029554,-0.682120138635527,-15.0,0.0
4.89,0.43226488402787844,-55.4898465579925,-54.49335708362727,-0.6845201386355272,-15.0,0.0
4.9,0.4386104535935879,-55.67744879731444,-54.69146920294378,-0.6869201386355274,-15.0,0.0
4.91,0.44526889437235473,-55.8634894666134,-54.8877717561776,-0.6893201386355275,-15.0,0.0
4.92,0.45168722802307065,-56.047301234510186,-55.08168031574699,-0.6917201386355277,15.0,0.0
4.93,0.4579380421627882,-56.229430227875746,-55.27362412154776,-0.6941201386355279,15.0,0.0
4.94,0.46453881535346303,-56.41158501296492,-55.46389908689171,-0.6965201386355281,15.0,0.0
4.95,0.4717724570960448,-56.595018476685865,-55.652558362083646,-0.6989201386355283,15.0,0.0
4.96,0.4797023871369419,-56.78040226730556,-55.84076438496856,-0.7013201386355284,15.0,0.0
4.97,0.48822225188639384,-56.96790262564359,-56.02857823900423,-0.7037201386355286,15.0,0.0
4.98,0.49711429028932796,-57.15736570499507,-56.21634987231211,-0.7061201386355288,15.0,0.0
4.99,0.5061035718814716,-57.34853104038671,-56.4048127765834,-0.708520138635529,15.0,0.0
5.0,0.5148356255350895,-57.541088315685585,-56.59387162317175,-0.7109201386355292,15.0,0.0
5.01,0.5229349553380823,-57.73489614368487,-56.783521052294596,-0.7133201386355293,15.0,0.0
5.02,0.5300869480274881,-57.9301536571495,-56.9739455465202,-0.7157201386355295,15.0,0.0
5.03,0.5360434023700895,-58.1273475255145,-57.16577538600936,-0.7181201386355297,15.0,0.0
5.04,0.5406236788433606,-58.32715331050105,-57.35864542267902,-0.7205201386355299,15.0,0.0
5.05,0.5437215781021877,-58.53030645785328,-57.55284217376084,-0.7229201386355301,15.0,0.0
5.06,0.5453237796244551,-58.737433313400295,-57.74906572652535,-0.7253201386355302,15.0,0.0
5.07,0.5455582923284162,-58.94879676205443,-57.947860901145006,-0.7277201386355304,15.0,0.0
5.08,0.544931496736288,-59.16361899558629,-58.14927586446203,-0.7301201386355306,-15.0,0.0
5.09,0.5437415190205057,-59.38111974550649,-58.35337846905339,-0.7325201386355308,-15.0,0.0
5.1,0.5416276595549396,-59.60184023530029,-58.56010072471396,-0.734920138635531,-15.0,0.0
5.11,0.5385215804125777,-59.82550508836607,-58.769493194146996,-0.7373201386355311,-15.0,0.0
5.12,0.5347197334988137,-60.050738206795714,-58.98155547757157,-0.7397201386355313,-15.0,0.0
5.13,0.5307101672437259,-60.27564077658929,-59.196651024674864,-0.7421201386355315,-15.0,0.0
5.14,0.5269893116522835,-60.49850133443156,-59.413395579988276,-0.7445201386355317,-15.0,0.0
5.15,0.5240446432083552,-60.71806571964352,-59.63097475169836,-0.7469201386355319,15.0,1.0
5.16,0.5228762688158665,-60.93292777179939,-59.84801791081079,-0.749320138635532,15.0,1.0
5.17,0.5241806308222418,-61.14305387842535,-60.06466974685349,-0.7517201386355322,15.0,1.0
5.18,0.5282300737717162,-61.34956023824303,-60.27973025241494,-0.7541201386355324,-15.0,0.0
5.19,0.5347358627667429,-61.55380307299438,-60.49290979596016,-0.7565201386355326,-15.0,0.0
5.2,0.5427921428859768,-61.75654628433225,-60.7045194690254,-0.7589201386355328,-15.0,0.0
5.21,0.5515362871295224,-61.95771993967817,-60.914063595234,-0.7613201386355329,-15.0,0.0
5.22,0.560124009061608,-62.1565101532575,-61.12220122311508,-0.7637201386355331,-15.0,0.0
5.23,0.5677055220854242,-62.35147892782866,-61.327950362892174,-0.7661201386355333,15.0,0.0
5.24,0.5738998097361127,-62.541906724465385,-61.5312465984609,-0.7685201386355335,15.0,0.0
5.25,0.5790041671353348,-62.72873932897066,-61.73212260797132,-0.7709201386355337,15.0,0.0
5.26,0.5831867984619139,-62.9127857849488,-61.92985256913827,-0.7733201386355338,15.0,0.0
5.27,0.5864678879603245,-63.09457236746355,-62.125249313338244,-0.775720138635534,15.0,0.0
5.28,0.5887782034962177,-63.27446206484091,-62.31808163574542,-0.7781201386355342,15.0,0.0
5.29,0.5900080229577376,-63.45279093944213,-62.508520705534536,-0.7805201386355344,15.0,0.0
5.3,0.5900728344903016,-63.630032330227976,-62.69644043247874,-0.7829201386355346,15.0,0.0
5.31,0.5890984755134155,-63.80713888455857,-62.88243777545349,-0.7853201386355347,15.0,0.0
5.32,0.5870426573708201,-63.98473650381412,-63.06661306290053,-0.7877201386355349,15.0,0.0
5.33,0.583824268118981,-64.16341394581684,-63.24992045993147,-0.7901201386355351,15.0,0.0
5.34,0.5793920944605516,-64.34381977611258,-63.4326795425108,-0.7925201386355353,15.0,0.0
5.35,0.5737307930737112,-64.52660744573352,-63.61473188486458,-0.7949201386355355,15.0,0.0
5.36,0.5668712749208458,-64.71236052718584,-63.79736773583273,-0.7973201386355356,15.0,0.0
5.37,0.5589079517983732,-64.90148955574948,-63.981079177005306,-0.7997201386355358,15.0,0.0
5.38,0.5500240044889954,-65.09409110224388,-64.16565317152958,-0.802120138635536,15.0,0.0
5.39,0.5405226591159288,-65.28977150317556,-64.35217702455543,-0.8045201386355362,15.0,0.0
5.4,0.5307791843698658,-65.48764470803998,-64.54080504421295,-0.8069201386355364,-15.0,0.0
5.41,0.5205840191686297,-65.68788315109151,-64.73118135687847,-0.8093201386355365,-15.0,0.0
5.42,0.5096474935207916,-65.8908235841117,-64.92333869022582,-0.8117201386355367,-15.0,0.0
5.43,0.49805994559380656,-66.09577746160934,-65.11793314594026,-0.8141201386355369,-15.0,0.0
5.44,0.4861476163399408,-66.30133601446992,-65.3143402678964,-0.8165201386355371,-15.0,0.0
5.45,0.474236432133882,-66.50610142912807,-65.51226480265721,-0.8189201386355373,-15.0,0.0
5.46,0.4626414059126539,-66.70884282475636,-65.71159258332929,-0.8213201386355374,-15.0,0.0
5.47,0.4517673809851512,-66.90842770446227,-65.91117905357704,-0.8237201386355376,15.0,1.0
5.48,0.44261329006096767,-67.10316422914629,-66.11028982705051,-0.8261201386355378,15.0,1.0
5.49,0.43598567767086155,-67.29255245515306,-66.30811744653754,-0.828520138635538,15.0,1.0
5.5,0.4323440741216468,-67.47726777939916,-66.50440550974614,-0.8309201386355382,-15.0,0.0
5.51,0.43168109261732823,-67.65861973212726,-66.6979247922321,-0.8333201386355383,-15.0,0.0
5.52,0.4330512636440746,-67.8377814808912,-66.88902367199299,-0.8357201386355385,-15.0,0.0
5.53,0.43565378544649896,-68.01525413091572,-67.07777050797705,-0.8381201386355387,-15.0,0.0
5.54,0.43890258384925,-68.19107327591072,-67.26430182974869,-0.8405201386355389,-15.0,0.0
5.55,0.44227227720034773,-68.36491398652983,-67.44867581441034,-0.842920138635539,-15.0,0.0
5.56,0.4452790749013347,-68.53619128171805,-67.63093394043152,-0.8453201386355392,15.0,0.0
5.57,0.44799086855627956,-68.70535025506216,-67.81090111469621,-0.8477201386355394,15.0,0.0
5.58,0.45102124687801354,-68.87421334268626,-67.98882394421315,-0.8501201386355396,15.0,0.0
5.59,0.45477704858885903,-69.04429958399238,-68.16502046307868,-0.8525201386355398,15.0,0.0
5.6,0.459447585167366,-69.21661185327945,-68.34034506029177,-0.85492013863554,15.0,0.0
5.61,0.4650410524568377,-69.39162712534075,-68.51566875522735,-0.8573201386355401,15.0,0.0
5.62,0.471426423738535,-69.56938750109104,-68.69095499771939,-0.8597201386355403,15.0,0.0
5.63,0.4783819433785789,-69.74966739481305,-68.86690360290969,-0.8621201386355405,15.0,0.0
5.64,0.4856435782225145,-69.93216227763882,-69.0438206590675,-0.8645201386355407,15.0,0.0
5.65,0.4929447510860904,-70.11664132013115,-69.22245864685114,-0.8669201386355408,15.0,0.0
5.66,0.500042768168261,-70.30303274241601,-69.40181824079934,-0.869320138635541,15.0,0.0
5.67,0.5067205519616301,-70.49143255450953,-69.58244068244682,-0.8717201386355412,15.0,0.0
5.68,0.5127423058474024,-70.68206087204658,-69.76498791616672,-0.8741201386355414,15.0,0.0
5.69,0.5179124661662011,-70.87529345550843,-69.9491454447199,-0.8765201386355416,15.0,0.0
5.7,0.5221064622413765,-71.07158382389338,-70.1352850223692,-0.8789201386355417,15.0,0.0
5.71,0.5252850520288044,-71.2713205554781,-70.32378938917682,-0.8813201386355419,15.0,0.0
5.72,0.5275187512201315,-71.47464221167212,-70.51462398639163,-0.8837201386355421,15.0,0.0
5.73,0.5290199727745433,-71.6812155916674,-70.70781841475463,-0.8861201386355423,-15.0,0.0
5.74,0.5298763905848028,-71.89072455248714,-70.90379915517768,-0.8885201386355425,-15.0,0.0
5.75,0.5296696391276502,-72.10388893342221,-71.10214128834555,-0.8909201386355426,-15.0,0.0
5.76,0.5284434575788947,-72.32021184333153,-71.30347108561406,-0.8933201386355428,-15.0,0.0
5.77,0.5263954431775673,-72.53863596833774,-71.50813739891097,-0.895720138635543,-15.0,0.0
5.78,0.5239271819384205,-72.75748566782583,-71.71517807623727,-0.8981201386355432,-15.0,0.0
5.79,0.5215038484906284,-72.9750310587155,-71.9243470500285,-0.9005201386355434,-15.0,0.0
5.8,0.5195662004227555,-73.18991201097826,-72.13527416585414,-0.9029201386355435,15.0,1.0
5.81,0.5190230541342998,-73.40049097873725,-72.3464486904626,-0.9053201386355437,15.0,1.0
5.82,0.5206252656238591,-73.60622147662264,-72.5568599602307,-0.9077201386355439,15.0,1.0
5.83,0.524796026181742,-73.80776128831799,-72.76596520993165,-0.9101201386355441,15.0,1.0
5.84,0.531585750527352,-74.0063399178211,-72.9735072599558,-0.9125201386355443,-15.0,0.0
5.85,0.5401840265987727,-74.20299817806952,-73.17910432130583,-0.9149201386355444,-15.0,0.0
5.86,0.5496982990326085,-74.3979693368818,-73.38322462103149,-0.9173201386355446,-15.0,0.0
5.87,0.5592968184179864,-74.5907469458993,-73.58527936344981,-0.9197201386355448,-15.0,0.0
5.88,0.5681601618456741,-74.7801866647535,-73.78544509927596,-0.922120138635545,-15.0,0.0
5.89,0.5755510596957902,-74.9648382964378,-73.98352505725487,-0.9245201386355452,15.0,0.0
5.9,0.5815154672076885,-75.14489163951696,-74.17818978718695,-0.9269201386355453,15.0,0.0
5.91,0.5863927049443537,-75.32141798697495,-74.36994370153364,-0.9293201386355455,15.0,0.0
5.92,0.590345086569025,-75.4952132697875,-74.55859520214254,-0.9317201386355457,15.0,0.0
5.93,0.5934083079501735,-75.66682917217196,-74.7443216344738,-0.9341201386355459,15.0,0.0
5.94,0.5955401472053587,-75.83667202978151,-74.92754135343864,-0.9365201386355461,15.0,0.0
