time,stage_id,enable,load_force_N_profile,x_ref_m_profile,x_m,valve_cmd,spool_u,pA_Pa,pB_Pa
2.32,stage1,True,0.0,0.08,-4.74934656848814e+57,-1.0,0.24999999999989364,100000.0,21000000.0
2.33,stage1,True,0.0,0.08,8.677737546464607e+57,1.0,0.4999999999998994,21000000.0,100000.0
2.34,stage1,True,0.0,0.08,-1.585547145052273e+58,-1.0,0.24999999999990474,100000.0,21000000.0
2.35,stage1,True,0.0,0.08,2.897022104809201e+58,1.0,0.4999999999999105,21000000.0,100000.0
2.36,stage1,True,0.0,0.08,-5.293275007268383e+58,-1.0,0.24999999999991585,100000.0,21000000.0
2.37,stage1,True,0.0,0.08,9.671572838904789e+58,1.0,0.4999999999999216,21000000.0,100000.0
2.38,stage1,True,0.0,0.08,-1.7671351110564658e+59,-1.0,0.24999999999992695,100000.0,21000000.0
2.39,stage1,True,0.0,0.08,3.2288093702481907e+59,1.0,0.4999999999999327,21000000.0,100000.0
2.4,stage1,True,0.0,0.08,-5.899497941143369e+59,-1.0,0.24999999999993805,100000.0,21000000.0
2.41,stage1,True,0.0,0.08,1.0779229110973713e+60,1.0,0.4999999999999438,21000000.0,100000.0
2.42,stage1,True,0.0,0.08,-1.969519802973501e+60,-1.0,0.24999999999994915,100000.0,21000000.0
2.43,stage1,True,0.0,0.08,3.598595237535865e+60,1.0,0.4999999999999549,21000000.0,100000.0
2.44,stage1,True,0.0,0.08,-6.575149772071952e+60,-1.0,0.24999999999996025,100000.0,21000000.0
2.45,stage1,True,0.0,0.08,1.2013741938588422e+61,1.0,0.499999999999966,21000000.0,100000.0
2.46,stage1,True,0.0,0.08,-2.1950830075385387e+61,-1.0,0.24999999999997136,100000.0,21000000.0
2.47,stage1,True,0.0,0.08,4.010731572740814e+61,1.0,0.49999999999997713,21000000.0,100000.0
2.48,stage1,True,0.0,0.08,-7.328181983702664e+61,-1.0,0.24999999999998246,100000.0,21000000.0
2.49,stage1,True,0.0,0.08,1.3389639823135781e+62,1.0,0.49999999999998823,21000000.0,100000.0
2.5,stage1,True,500.0,0.08,-2.4464792903883603e+62,-1.0,0.24999999999999356,100000.0,21000000.0
2.51,stage1,True,500.0,0.08,4.470068648118381e+62,1.0,0.49999999999998823,21000000.0,100000.0
2.52,stage1,True,500.0,0.08,-8.167456719293162e+62,-1.0,0.24999999999998246,100000.0,21000000.0
2.53,stage1,True,500.0,0.08,1.4923115171752632e+63,1.0,0.49999999999997713,21000000.0,100000.0
2.54,stage1,True,500.0,0.08,-2.7266672366122294e+63,-1.0,0.24999999999997136,100000.0,21000000.0
2.55,stage1,True,500.0,0.08,4.982012223081615e+63,1.0,0.499999999999966,21000000.0,100000.0
2.56,stage1,True,500.0,0.08,-9.102851076825745e+63,-1.0,0.24999999999996025,100000.0,21000000.0
2.57,stage1,True,500.0,0.08,1.6632214859479372e+64,1.0,0.4999999999999549,21000000.0,100000.0
2.58,stage1,True,500.0,0.08,-3.038944269188493e+64,-1.0,0.24999999999994915,100000.0,21000000.0
2.59,stage1,True,500.0,0.08,5.552587162477437e+64,1.0,0.4999999999999438,21000000.0,100000.0
2.6,stage1,True,0.0,0.08,-1.0145373348735465e+65,-1.0,0.24999999999993805,100000.0,21000000.0
2.61,stage1,True,0.0,0.08,1.853705261589816e+65,1.0,0.4999999999999327,21000000.0,100000.0
2.62,stage1,True,0.0,0.08,-3.3869854550744207e+65,-1.0,0.24999999999992695,100000.0,21000000.0
2.63,stage1,True,0.0,0.08,6.188508340880512e+65,1.0,0.4999999999999216,21000000.0,100000.0
2.64,stage1,True,0.0,0.08,-1.1307292574221057e+66,-1.0,0.24999999999991585,100000.0,21000000.0
2.65,stage1,True,0.0,0.08,2.0660045735804845e+66,1.0,0.4999999999999105,21000000.0,100000.0
2.66,stage1,True,0.0,0.08,-3.7748867556393274e+66,-1.0,0.24999999999990474,100000.0,21000000.0
2.67,stage1,True,0.0,0.08,6.8972596673404e+66,1.0,0.4999999999998994,21000000.0,100000.0
2.68,stage1,True,0.0,0.08,-1.2602282928796382e+67,-1.0,0.24999999999989364,100000.0,21000000.0
2.69,stage1,True,0.0,0.08,2.302617889963124e+67,1.0,0.4999999999998883,21000000.0,100000.0
2.7,stage1,True,0.0,0.08,-4.2072132304412605e+67,-1.0,0.24999999999988254,100000.0,21000000.0
2.71,stage1,True,0.0,0.08,7.687182160596703e+67,1.0,0.4999999999998772,21000000.0,100000.0
2.72,stage1,True,0.0,0.08,-1.4045584650344415e+68,-1.0,0.24999999999987144,100000.0,21000000.0
2.73,stage1,True,0.0,0.08,2.566329820843291e+68,1.0,0.4999999999998661,21000000.0,100000.0
2.74,stage1,True,0.0,0.08,-4.689052761637652e+68,-1.0,0.24999999999986033,100000.0,21000000.0
2.75,stage1,True,0.0,0.08,8.567572111284963e+68,1.0,0.499999999999855,21000000.0,100000.0
2.76,stage1,True,0.0,0.08,-1.5654183395547498e+69,-1.0,0.24999999999986033,100000.0,21000000.0
2.77,stage1,True,0.0,0.08,2.8602438893825667e+69,1.0,0.4999999999998661,21000000.0,100000.0
2.78,stage1,True,0.0,0.08,-5.226075931290851e+69,-1.0,0.24999999999987144,100000.0,21000000.0
2.79,stage1,True,0.0,0.08,9.548790486366628e+69,1.0,0.4999999999998772,21000000.0,100000.0
2.8,stage1,True,0.0,0.08,-1.7447010137485815e+70,-1.0,0.24999999999988254,100000.0,21000000.0
2.81,stage1,True,0.0,0.08,3.187819055954988e+70,1.0,0.4999999999998883,21000000.0,100000.0
2.82,stage1,True,0.0,0.08,-5.824602756247092e+70,-1.0,0.24999999999989364,100000.0,21000000.0
2.83,stage1,True,0.0,0.08,1.0642384863317399e+71,1.0,0.4999999999998994,21000000.0,100000.0
2.84,stage1,True,0.0,0.08,-1.9445163956883045e+71,-1.0,0.24999999999990474,100000.0,21000000.0
2.85,stage1,True,0.0,0.08,3.552910425307608e+71,1.0,0.4999999999999105,21000000.0,100000.0
2.86,stage1,True,0.0,0.08,-6.491677065951367e+71,-1.0,0.24999999999991585,100000.0,21000000.0
2.87,stage1,True,0.0,0.08,1.1861225329079713e+72,1.0,0.4999999999999216,21000000.0,100000.0
2.88,stage1,True,0.0,0.08,-2.167216034899098e+72,-1.0,0.24999999999992695,100000.0,21000000.0
2.89,stage1,True,0.0,0.08,3.959814615788446e+72,1.0,0.4999999999999327,21000000.0,100000.0
2.9,stage1,True,0.0,0.08,-7.235149398540578e+72,-1.0,0.24999999999993805,100000.0,21000000.0
2.91,stage1,True,0.0,0.08,1.3219655943108532e+73,1.0,0.4999999999999438,21000000.0,100000.0
2.92,stage1,True,0.0,0.08,-2.4154207968306795e+73,-1.0,0.24999999999994915,100000.0,21000000.0
2.93,stage1,True,0.0,0.08,4.413320324577063e+73,1.0,0.4999999999999549,21000000.0,100000.0
2.94,stage1,True,0.0,0.08,-8.063769390773052e+73,-1.0,0.24999999999996025,100000.0,21000000.0
2.95,stage1,True,0.0,0.08,1.473366354702949e+74,1.0,0.499999999999966,21000000.0,100000.0
2.96,stage1,True,0.0,0.08,-2.6920517068035573e+74,-1.0,0.24999999999997136,100000.0,21000000.0
2.97,stage1,True,0.0,0.08,4.918764683999433e+74,1.0,0.49999999999997713,21000000.0,100000.0
2.98,stage1,True,0.0,0.08,-8.987288749100978e+74,-1.0,0.24999999999998246,100000.0,21000000.0
2.99,stage1,True,0.0,0.08,1.6421065907561012e+75,1.0,0.49999999999998823,21000000.0,100000.0
3.0,stage1,True,0.0,0.08,-3.000364326420087e+75,-1.0,0.24999999999999356,100000.0,21000000.0
3.01,stage1,True,0.0,0.08,5.4820960721618125e+75,1.0,0.49999999999998823,21000000.0,100000.0
3.02,stage1,True,0.0,0.08,-1.0016576013712015e+76,-1.0,0.24999999999998246,100000.0,21000000.0
3.03,stage1,True,0.0,0.08,1.8301721406878237e+76,1.0,0.49999999999997713,21000000.0,100000.0
3.04,stage1,True,0.0,0.08,-3.343987067003167e+76,-1.0,0.24999999999997136,100000.0,21000000.0
3.05,stage1,True,0.0,0.08,6.109944117103085e+76,1.0,0.499999999999966,21000000.0,100000.0
3.06,stage1,True,0.0,0.08,-1.116374446614958e+77,-1.0,0.24999999999996025,100000.0,21000000.0
3.07,stage1,True,0.0,0.08,2.0397762748203868e+77,1.0,0.4999999999999549,21000000.0,100000.0
3.08,stage1,True,0.0,0.08,-3.726963890957157e+77,-1.0,0.24999999999994915,100000.0,21000000.0
3.09,stage1,True,0.0,0.08,6.809697718303922e+77,1.0,0.4999999999999438,21000000.0,100000.0
3.1,stage1,True,0.0,0.08,-1.2442294685816392e+78,-1.0,0.24999999999993805,100000.0,21000000.0
3.11,stage1,True,0.0,0.08,2.273385742696559e+78,1.0,0.4999999999999327,21000000.0,100000.0
