time,stage_id,y
2.539,stage1,-26
2.54,stage1,-26
2.541,stage1,-26
2.542,stage1,-26
2.543,stage1,-26
2.544,stage1,-26
2.545,stage1,-26
2.546,stage1,-26
2.547,stage1,-26
2.548,stage1,-26
2.549,stage1,-26
2.55,stage1,-26
2.551,stage1,-26
2.552,stage1,-26
2.553,stage1,-26
2.554,stage1,-26
2.555,stage1,-26
2.556,stage1,-26
2.557,stage1,-26
2.558,stage1,-26
2.559,stage1,-26
2.56,stage1,-26
2.561,stage1,-25
2.562,stage1,-25
2.563,stage1,-25
2.564,stage1,-25
2.565,stage1,-25
2.566,stage1,-25
2.567,stage1,-25
2.568,stage1,-25
2.569,stage1,-25
2.57,stage1,-25
2.571,stage1,-25
2.572,stage1,-25
2.573,stage1,-25
2.574,stage1,-25
2.575,stage1,-25
2.576,stage1,-25
2.577,stage1,-25
2.578,stage1,-25
2.579,stage1,-25
2.58,stage1,-25
2.581,stage1,-25
2.582,stage1,-25
2.583,stage1,-25
2.584,stage1,-25
2.585,stage1,-25
2.586,stage1,-25
2.587,stage1,-25
2.588,stage1,-25
2.589,stage1,-25
2.59,stage1,-25
2.591,stage1,-24
2.592,stage1,-24
2.593,stage1,-24
2.594,stage1,-24
2.595,stage1,-24
2.596,stage1,-24
2.597,stage1,-24
2.598,stage1,-24
2.599,stage1,-24
2.6,stage1,-24
2.601,stage1,-24
2.602,stage1,-24
2.603,stage1,-24
2.604,stage1,-24
2.605,stage1,-24
2.606,stage1,-24
2.607,stage1,-24
2.608,stage1,-24
2.609,stage1,-24
2.61,stage1,-24
2.611,stage1,-24
2.612,stage1,-24
2.613,stage1,-24
2.614,stage1,-24
2.615,stage1,-24
2.616,stage1,-24
2.617,stage1,-24
2.618,stage1,-24
2.619,stage1,-24
2.62,stage1,-24
2.621,stage1,-24
2.622,stage1,-24
2.623,stage1,-24
2.624,stage1,-24
2.625,stage1,-24
2.626,stage1,-24
2.627,stage1,-24
2.628,stage1,-24
2.629,stage1,-24
2.63,stage1,-24
2.631,stage1,-23
2.632,stage1,-23
2.633,stage1,-23
2.634,stage1,-23
2.635,stage1,-23
2.636,stage1,-23
2.637,stage1,-23
2.638,stage1,-23
2.639,stage1,-23
2.64,stage1,-23
2.641,stage1,-23
2.642,stage1,-23
2.643,stage1,-23
2.644,stage1,-23
2.645,stage1,-23
2.646,stage1,-23
2.647,stage1,-23
2.648,stage1,-23
2.649,stage1,-23
2.65,stage1,-23
2.651,stage1,-23
2.652,stage1,-23
2.653,stage1,-23
2.654,stage1,-23
2.655,stage1,-23
2.656,stage1,-23
2.657,stage1,-23
2.658,stage1,-23
2.659,stage1,-23
2.66,stage1,-23
2.661,stage1,-22
2.662,stage1,-22
2.663,stage1,-22
2.664,stage1,-22
2.665,stage1,-22
2.666,stage1,-22
2.667,stage1,-22
2.668,stage1,-22
2.669,stage1,-22
2.67,stage1,-22
2.671,stage1,-22
2.672,stage1,-22
2.673,stage1,-22
2.674,stage1,-22
2.675,stage1,-22
2.676,stage1,-22
2.677,stage1,-22
2.678,stage1,-22
2.679,stage1,-22
2.68,stage1,-22
2.681,stage1,-22
2.682,stage1,-22
2.683,stage1,-22
2.684,stage1,-22
2.685,stage1,-22
2.686,stage1,-22
2.687,stage1,-22
2.688,stage1,-22
2.689,stage1,-22
2.69,stage1,-22
2.691,stage1,-22
2.692,stage1,-22
2.693,stage1,-22
2.694,stage1,-22
2.695,stage1,-22
2.696,stage1,-22
2.697,stage1,-22
2.698,stage1,-22
2.699,stage1,-22
2.7,stage1,-22
2.701,stage1,-21
2.702,stage1,-21
2.703,stage1,-21
2.704,stage1,-21
2.705,stage1,-21
2.706,stage1,-21
2.707,stage1,-21
2.708,stage1,-21
2.709,stage1,-21
2.71,stage1,-21
2.711,stage1,-21
2.712,stage1,-21
2.713,stage1,-21
2.714,stage1,-21
2.715,stage1,-21
2.716,stage1,-21
2.717,stage1,-21
2.718,stage1,-21
2.719,stage1,-21
2.72,stage1,-21
2.721,stage1,-21
2.722,stage1,-21
2.723,stage1,-21
2.724,stage1,-21
2.725,stage1,-21
2.726,stage1,-21
2.727,stage1,-21
2.728,stage1,-21
2.729,stage1,-21
2.73,stage1,-21
2.731,stage1,-20
2.732,stage1,-20
2.733,stage1,-20
2.734,stage1,-20
2.735,stage1,-20
2.736,stage1,-20
2.737,stage1,-20
2.738,stage1,-20
2.739,stage1,-20
2.74,stage1,-20
2.741,stage1,-20
2.742,stage1,-20
2.743,stage1,-20
2.744,stage1,-20
2.745,stage1,-20
2.746,stage1,-20
2.747,stage1,-20
2.748,stage1,-20
2.749,stage1,-20
2.75,stage1,-20
2.751,stage1,-20
2.752,stage1,-20
2.753,stage1,-20
2.754,stage1,-20
2.755,stage1,-20
2.756,stage1,-20
2.757,stage1,-20
2.758,stage1,-20
2.759,stage1,-20
2.76,stage1,-20
2.761,stage1,-20
2.762,stage1,-20
2.763,stage1,-20
2.764,stage1,-20
2.765,stage1,-20
2.766,stage1,-20
2.767,stage1,-20
2.768,stage1,-20
2.769,stage1,-20
2.77,stage1,-20
2.771,stage1,-19
2.772,stage1,-19
2.773,stage1,-19
2.774,stage1,-19
2.775,stage1,-19
2.776,stage1,-19
2.777,stage1,-19
2.778,stage1,-19
2.779,stage1,-19
2.78,stage1,-19
2.781,stage1,-19
2.782,stage1,-19
2.783,stage1,-19
2.784,stage1,-19
2.785,stage1,-19
2.786,stage1,-19
2.787,stage1,-19
2.788,stage1,-19
2.789,stage1,-19
2.79,stage1,-19
2.791,stage1,-19
2.792,stage1,-19
2.793,stage1,-19
2.794,stage1,-19
2.795,stage1,-19
2.796,stage1,-19
2.797,stage1,-19
2.798,stage1,-19
2.799,stage1,-19
2.8,stage1,-19
2.801,stage1,-18
2.802,stage1,-18
2.803,stage1,-18
2.804,stage1,-18
2.805,stage1,-18
2.806,stage1,-18
2.807,stage1,-18
2.808,stage1,-18
2.809,stage1,-18
2.81,stage1,-18
2.811,stage1,-18
2.812,stage1,-18
2.813,stage1,-18
2.814,stage1,-18
2.815,stage1,-18
2.816,stage1,-18
2.817,stage1,-18
2.818,stage1,-18
2.819,stage1,-18
2.82,stage1,-18
2.821,stage1,-18
2.822,stage1,-18
2.823,stage1,-18
2.824,stage1,-18
2.825,stage1,-18
2.826,stage1,-18
2.827,stage1,-18
2.828,stage1,-18
2.829,stage1,-18
2.83,stage1,-18
2.831,stage1,-18
2.832,stage1,-18
2.833,stage1,-18
2.834,stage1,-18
2.835,stage1,-18
2.836,stage1,-18
2.837,stage1,-18
2.838,stage1,-18
2.839,stage1,-18
2.84,stage1,-18
2.841,stage1,-17
2.842,stage1,-17
2.843,stage1,-17
2.844,stage1,-17
2.845,stage1,-17
2.846,stage1,-17
2.847,stage1,-17
2.848,stage1,-17
2.849,stage1,-17
2.85,stage1,-17
2.851,stage1,-17
2.852,stage1,-17
2.853,stage1,-17
2.854,stage1,-17
2.855,stage1,-17
2.856,stage1,-17
2.857,stage1,-17
2.858,stage1,-17
2.859,stage1,-17
2.86,stage1,-17
2.861,stage1,-17
2.862,stage1,-17
2.863,stage1,-17
2.864,stage1,-17
2.865,stage1,-17
2.866,stage1,-17
2.867,stage1,-17
2.868,stage1,-17
2.869,stage1,-17
2.87,stage1,-17
2.871,stage1,-17
2.872,stage1,-17
2.873,stage1,-17
2.874,stage1,-17
2.875,stage1,-17
2.876,stage1,-17
2.877,stage1,-17
2.878,stage1,-17
2.879,stage1,-17
2.88,stage1,-17
2.881,stage1,-16
2.882,stage1,-16
2.883,stage1,-16
2.884,stage1,-16
2.885,stage1,-16
2.886,stage1,-16
2.887,stage1,-16
2.888,stage1,-16
2.889,stage1,-16
2.89,stage1,-16
2.891,stage1,-16
2.892,stage1,-16
2.893,stage1,-16
2.894,stage1,-16
2.895,stage1,-16
2.896,stage1,-16
2.897,stage1,-16
2.898,stage1,-16
2.899,stage1,-16
2.9,stage1,-16
2.901,stage1,-16
2.902,stage1,-16
2.903,stage1,-16
2.904,stage1,-16
2.905,stage1,-16
2.906,stage1,-16
2.907,stage1,-16
2.908,stage1,-16
2.909,stage1,-16
2.91,stage1,-16
2.911,stage1,-15
2.912,stage1,-15
2.913,stage1,-15
2.914,stage1,-15
2.915,stage1,-15
2.916,stage1,-15
2.917,stage1,-15
2.918,stage1,-15
2.919,stage1,-15
2.92,stage1,-15
2.921,stage1,-15
2.922,stage1,-15
2.923,stage1,-15
2.924,stage1,-15
2.925,stage1,-15
2.926,stage1,-15
2.927,stage1,-15
2.928,stage1,-15
2.929,stage1,-15
2.93,stage1,-15
2.931,stage1,-15
2.932,stage1,-15
2.933,stage1,-15
2.934,stage1,-15
2.935,stage1,-15
2.936,stage1,-15
2.937,stage1,-15
2.938,stage1,-15
2.939,stage1,-15
2.94,stage1,-15
2.941,stage1,-15
2.942,stage1,-15
2.943,stage1,-15
2.944,stage1,-15
2.945,stage1,-15
2.946,stage1,-15
2.947,stage1,-15
2.948,stage1,-15
2.949,stage1,-15
2.95,stage1,-15
2.951,stage1,-14
2.952,stage1,-14
2.953,stage1,-14
2.954,stage1,-14
2.955,stage1,-14
2.956,stage1,-14
2.957,stage1,-14
2.958,stage1,-14
2.959,stage1,-14
2.96,stage1,-14
2.961,stage1,-14
2.962,stage1,-14
2.963,stage1,-14
2.964,stage1,-14
2.965,stage1,-14
2.966,stage1,-14
2.967,stage1,-14
2.968,stage1,-14
2.969,stage1,-14
2.97,stage1,-14
2.971,stage1,-14
2.972,stage1,-14
2.973,stage1,-14
2.974,stage1,-14
2.975,stage1,-14
2.976,stage1,-14
2.977,stage1,-14
2.978,stage1,-14
2.979,stage1,-14
2.98,stage1,-14
2.981,stage1,-14
2.982,stage1,-14
2.983,stage1,-14
2.984,stage1,-14
2.985,stage1,-14
2.986,stage1,-14
2.987,stage1,-14
2.988,stage1,-14
2.989,stage1,-14
2.99,stage1,-14
2.991,stage1,-13
2.992,stage1,-13
2.993,stage1,-13
2.994,stage1,-13
2.995,stage1,-13
2.996,stage1,-13
2.997,stage1,-13
2.998,stage1,-13
2.999,stage1,-13
3.0,stage1,-13
3.001,stage1,-13
3.002,stage1,-13
3.003,stage1,-13
3.004,stage1,-13
3.005,stage1,-13
3.006,stage1,-13
3.007,stage1,-13
3.008,stage1,-13
3.009,stage1,-13
3.01,stage1,-13
3.011,stage1,-13
3.012,stage1,-13
3.013,stage1,-13
3.014,stage1,-13
3.015,stage1,-13
3.016,stage1,-13
3.017,stage1,-13
3.018,stage1,-13
3.019,stage1,-13
3.02,stage1,-13
3.021,stage1,-13
3.022,stage1,-13
3.023,stage1,-13
3.024,stage1,-13
3.025,stage1,-13
3.026,stage1,-13
3.027,stage1,-13
3.028,stage1,-13
3.029,stage1,-13
3.03,stage1,-13
3.031,stage1,-12
3.032,stage1,-12
3.033,stage1,-12
3.034,stage1,-12
3.035,stage1,-12
3.036,stage1,-12
3.037,stage1,-12
3.038,stage1,-12
3.039,stage1,-12
3.04,stage1,-12
3.041,stage1,-12
3.042,stage1,-12
3.043,stage1,-12
3.044,stage1,-12
3.045,stage1,-12
3.046,stage1,-12
3.047,stage1,-12
3.048,stage1,-12
3.049,stage1,-12
3.05,stage1,-12
3.051,stage1,-12
3.052,stage1,-12
3.053,stage1,-12
3.054,stage1,-12
3.055,stage1,-12
3.056,stage1,-12
3.057,stage1,-12
3.058,stage1,-12
3.059,stage1,-12
3.06,stage1,-12
3.061,stage1,-12
3.062,stage1,-12
3.063,stage1,-12
3.064,stage1,-12
3.065,stage1,-12
3.066,stage1,-12
3.067,stage1,-12
3.068,stage1,-12
3.069,stage1,-12
3.07,stage1,-12
3.071,stage1,-11
3.072,stage1,-11
3.073,stage1,-11
3.074,stage1,-11
3.075,stage1,-11
3.076,stage1,-11
3.077,stage1,-11
3.078,stage1,-11
3.079,stage1,-11
3.08,stage1,-11
3.081,stage1,-11
3.082,stage1,-11
3.083,stage1,-11
3.084,stage1,-11
3.085,stage1,-11
3.086,stage1,-11
3.087,stage1,-11
3.088,stage1,-11
3.089,stage1,-11
3.09,stage1,-11
3.091,stage1,-11
3.092,stage1,-11
3.093,stage1,-11
3.094,stage1,-11
3.095,stage1,-11
3.096,stage1,-11
3.097,stage1,-11
3.098,stage1,-11
3.099,stage1,-11
3.1,stage1,-11
3.101,stage1,-11
3.102,stage1,-11
3.103,stage1,-11
3.104,stage1,-11
3.105,stage1,-11
3.106,stage1,-11
3.107,stage1,-11
3.108,stage1,-11
3.109,stage1,-11
3.11,stage1,-11
3.111,stage1,-10
3.112,stage1,-10
3.113,stage1,-10
3.114,stage1,-10
3.115,stage1,-10
3.116,stage1,-10
3.117,stage1,-10
3.118,stage1,-10
3.119,stage1,-10
3.12,stage1,-10
3.121,stage1,-10
3.122,stage1,-10
3.123,stage1,-10
3.124,stage1,-10
3.125,stage1,-10
3.126,stage1,-10
3.127,stage1,-10
3.128,stage1,-10
3.129,stage1,-10
3.13,stage1,-10
3.131,stage1,-10
3.132,stage1,-10
3.133,stage1,-10
3.134,stage1,-10
3.135,stage1,-10
3.136,stage1,-10
3.137,stage1,-10
3.138,stage1,-10
3.139,stage1,-10
3.14,stage1,-10
3.141,stage1,-10
3.142,stage1,-10
3.143,stage1,-10
3.144,stage1,-10
3.145,stage1,-10
3.146,stage1,-10
3.147,stage1,-10
3.148,stage1,-10
3.149,stage1,-10
3.15,stage1,-10
3.151,stage1,-9
3.152,stage1,-9
3.153,stage1,-9
3.154,stage1,-9
3.155,stage1,-9
3.156,stage1,-9
3.157,stage1,-9
3.158,stage1,-9
3.159,stage1,-9
3.16,stage1,-9
3.161,stage1,-9
3.162,stage1,-9
3.163,stage1,-9
3.164,stage1,-9
3.165,stage1,-9
3.166,stage1,-9
3.167,stage1,-9
3.168,stage1,-9
3.169,stage1,-9
3.17,stage1,-9
3.171,stage1,-9
3.172,stage1,-9
3.173,stage1,-9
3.174,stage1,-9
3.175,stage1,-9
3.176,stage1,-9
3.177,stage1,-9
3.178,stage1,-9
3.179,stage1,-9
3.18,stage1,-9
3.181,stage1,-9
3.182,stage1,-9
3.183,stage1,-9
3.184,stage1,-9
3.185,stage1,-9
3.186,stage1,-9
3.187,stage1,-9
3.188,stage1,-9
3.189,stage1,-9
3.19,stage1,-9
3.191,stage1,-8
3.192,stage1,-8
3.193,stage1,-8
3.194,stage1,-8
3.195,stage1,-8
3.196,stage1,-8
3.197,stage1,-8
3.198,stage1,-8
3.199,stage1,-8
3.2,stage1,-8
3.201,stage1,-8
3.202,stage1,-8
3.203,stage1,-8
3.204,stage1,-8
3.205,stage1,-8
3.206,stage1,-8
3.207,stage1,-8
3.208,stage1,-8
3.209,stage1,-8
3.21,stage1,-8
3.211,stage1,-8
3.212,stage1,-8
3.213,stage1,-8
3.214,stage1,-8
3.215,stage1,-8
3.216,stage1,-8
3.217,stage1,-8
3.218,stage1,-8
3.219,stage1,-8
3.22,stage1,-8
3.221,stage1,-8
3.222,stage1,-8
3.223,stage1,-8
3.224,stage1,-8
3.225,stage1,-8
3.226,stage1,-8
3.227,stage1,-8
3.228,stage1,-8
3.229,stage1,-8
3.23,stage1,-8
3.231,stage1,-8
3.232,stage1,-8
3.233,stage1,-8
3.234,stage1,-8
3.235,stage1,-8
3.236,stage1,-8
3.237,stage1,-8
3.238,stage1,-8
3.239,stage1,-8
3.24,stage1,-8
3.241,stage1,-7
3.242,stage1,-7
3.243,stage1,-7
3.244,stage1,-7
3.245,stage1,-7
3.246,stage1,-7
3.247,stage1,-7
3.248,stage1,-7
3.249,stage1,-7
3.25,stage1,-7
3.251,stage1,-7
3.252,stage1,-7
3.253,stage1,-7
3.254,stage1,-7
3.255,stage1,-7
3.256,stage1,-7
3.257,stage1,-7
3.258,stage1,-7
3.259,stage1,-7
3.26,stage1,-7
3.261,stage1,-7
3.262,stage1,-7
3.263,stage1,-7
3.264,stage1,-7
3.265,stage1,-7
3.266,stage1,-7
3.267,stage1,-7
3.268,stage1,-7
3.269,stage1,-7
3.27,stage1,-7
3.271,stage1,-7
3.272,stage1,-7
3.273,stage1,-7
3.274,stage1,-7
3.275,stage1,-7
3.276,stage1,-7
3.277,stage1,-7
3.278,stage1,-7
3.279,stage1,-7
3.28,stage1,-7
3.281,stage1,-6
3.282,stage1,-6
3.283,stage1,-6
3.284,stage1,-6
3.285,stage1,-6
3.286,stage1,-6
3.287,stage1,-6
3.288,stage1,-6
3.289,stage1,-6
3.29,stage1,-6
3.291,stage1,-6
3.292,stage1,-6
3.293,stage1,-6
3.294,stage1,-6
3.295,stage1,-6
3.296,stage1,-6
3.297,stage1,-6
3.298,stage1,-6
3.299,stage1,-6
3.3,stage1,-6
3.301,stage1,-6
3.302,stage1,-6
3.303,stage1,-6
3.304,stage1,-6
3.305,stage1,-6
3.306,stage1,-6
3.307,stage1,-6
3.308,stage1,-6
3.309,stage1,-6
3.31,stage1,-6
3.311,stage1,-6
3.312,stage1,-6
3.313,stage1,-6
3.314,stage1,-6
3.315,stage1,-6
3.316,stage1,-6
3.317,stage1,-6
3.318,stage1,-6
3.319,stage1,-6
3.32,stage1,-6
3.321,stage1,-6
3.322,stage1,-6
3.323,stage1,-6
3.324,stage1,-6
3.325,stage1,-6
3.326,stage1,-6
3.327,stage1,-6
3.328,stage1,-6
3.329,stage1,-6
3.33,stage1,-6
3.331,stage1,-5
3.332,stage1,-5
3.333,stage1,-5
3.334,stage1,-5
3.335,stage1,-5
3.336,stage1,-5
3.337,stage1,-5
3.338,stage1,-5
3.339,stage1,-5
3.34,stage1,-5
3.341,stage1,-5
3.342,stage1,-5
3.343,stage1,-5
3.344,stage1,-5
3.345,stage1,-5
3.346,stage1,-5
3.347,stage1,-5
3.348,stage1,-5
3.349,stage1,-5
3.35,stage1,-5
3.351,stage1,-5
3.352,stage1,-5
3.353,stage1,-5
3.354,stage1,-5
3.355,stage1,-5
3.356,stage1,-5
3.357,stage1,-5
3.358,stage1,-5
3.359,stage1,-5
3.36,stage1,-5
3.361,stage1,-5
3.362,stage1,-5
3.363,stage1,-5
3.364,stage1,-5
3.365,stage1,-5
3.366,stage1,-5
3.367,stage1,-5
3.368,stage1,-5
3.369,stage1,-5
3.37,stage1,-5
3.371,stage1,-5
3.372,stage1,-5
3.373,stage1,-5
3.374,stage1,-5
3.375,stage1,-5
3.376,stage1,-5
3.377,stage1,-5
3.378,stage1,-5
3.379,stage1,-5
3.38,stage1,-5
3.381,stage1,-4
3.382,stage1,-4
3.383,stage1,-4
3.384,stage1,-4
3.385,stage1,-4
3.386,stage1,-4
3.387,stage1,-4
3.388,stage1,-4
3.389,stage1,-4
3.39,stage1,-4
3.391,stage1,-4
3.392,stage1,-4
3.393,stage1,-4
3.394,stage1,-4
3.395,stage1,-4
3.396,stage1,-4
3.397,stage1,-4
3.398,stage1,-4
3.399,stage1,-4
3.4,stage1,-4
3.401,stage1,-4
3.402,stage1,-4
3.403,stage1,-4
3.404,stage1,-4
3.405,stage1,-4
3.406,stage1,-4
3.407,stage1,-4
3.408,stage1,-4
3.409,stage1,-4
3.41,stage1,-4
3.411,stage1,-4
3.412,stage1,-4
3.413,stage1,-4
3.414,stage1,-4
3.415,stage1,-4
3.416,stage1,-4
3.417,stage1,-4
3.418,stage1,-4
3.419,stage1,-4
3.42,stage1,-4
3.421,stage1,-4
3.422,stage1,-4
3.423,stage1,-4
3.424,stage1,-4
3.425,stage1,-4
3.426,stage1,-4
3.427,stage1,-4
3.428,stage1,-4
3.429,stage1,-4
3.43,stage1,-4
3.431,stage1,-3
3.432,stage1,-3
3.433,stage1,-3
3.434,stage1,-3
3.435,stage1,-3
3.436,stage1,-3
3.437,stage1,-3
3.438,stage1,-3
3.439,stage1,-3
3.44,stage1,-3
3.441,stage1,-3
3.442,stage1,-3
3.443,stage1,-3
3.444,stage1,-3
3.445,stage1,-3
3.446,stage1,-3
3.447,stage1,-3
3.448,stage1,-3
3.449,stage1,-3
3.45,stage1,-3
3.451,stage1,-3
3.452,stage1,-3
3.453,stage1,-3
3.454,stage1,-3
3.455,stage1,-3
3.456,stage1,-3
3.457,stage1,-3
3.458,stage1,-3
3.459,stage1,-3
3.46,stage1,-3
3.461,stage1,-3
3.462,stage1,-3
3.463,stage1,-3
3.464,stage1,-3
3.465,stage1,-3
3.466,stage1,-3
3.467,stage1,-3
3.468,stage1,-3
3.469,stage1,-3
3.47,stage1,-3
3.471,stage1,-3
3.472,stage1,-3
3.473,stage1,-3
3.474,stage1,-3
3.475,stage1,-3
3.476,stage1,-3
3.477,stage1,-3
3.478,stage1,-3
3.479,stage1,-3
3.48,stage1,-3
3.481,stage1,-2
3.482,stage1,-2
3.483,stage1,-2
3.484,stage1,-2
3.485,stage1,-2
3.486,stage1,-2
3.487,stage1,-2
3.488,stage1,-2
3.489,stage1,-2
3.49,stage1,-2
3.491,stage1,-2
3.492,stage1,-2
3.493,stage1,-2
3.494,stage1,-2
3.495,stage1,-2
3.496,stage1,-2
3.497,stage1,-2
3.498,stage1,-2
3.499,stage1,-2
3.5,stage1,-2
3.501,stage1,-2
3.502,stage1,-2
3.503,stage1,-2
3.504,stage1,-2
3.505,stage1,-2
3.506,stage1,-2
3.507,stage1,-2
3.508,stage1,-2
3.509,stage1,-2
3.51,stage1,-2
3.511,stage1,-2
3.512,stage1,-2
3.513,stage1,-2
3.514,stage1,-2
3.515,stage1,-2
3.516,stage1,-2
3.517,stage1,-2
3.518,stage1,-2
3.519,stage1,-2
3.52,stage1,-2
3.521,stage1,-2
3.522,stage1,-2
3.523,stage1,-2
3.524,stage1,-2
3.525,stage1,-2
3.526,stage1,-2
3.527,stage1,-2
3.528,stage1,-2
3.529,stage1,-2
3.53,stage1,-2
3.531,stage1,-1
3.532,stage1,-1
3.533,stage1,-1
3.534,stage1,-1
3.535,stage1,-1
3.536,stage1,-1
3.537,stage1,-1
3.538,stage1,-1
3.539,stage1,-1
3.54,stage1,-1
3.541,stage1,-1
3.542,stage1,-1
3.543,stage1,-1
3.544,stage1,-1
3.545,stage1,-1
3.546,stage1,-1
3.547,stage1,-1
3.548,stage1,-1
3.549,stage1,-1
3.55,stage1,-1
3.551,stage1,-1
3.552,stage1,-1
3.553,stage1,-1
3.554,stage1,-1
3.555,stage1,-1
3.556,stage1,-1
3.557,stage1,-1
3.558,stage1,-1
3.559,stage1,-1
3.56,stage1,-1
3.561,stage1,-1
3.562,stage1,-1
3.563,stage1,-1
3.564,stage1,-1
3.565,stage1,-1
3.566,stage1,-1
3.567,stage1,-1
3.568,stage1,-1
3.569,stage1,-1
3.57,stage1,-1
3.571,stage1,-1
3.572,stage1,-1
3.573,stage1,-1
3.574,stage1,-1
3.575,stage1,-1
3.576,stage1,-1
3.577,stage1,-1
3.578,stage1,-1
3.579,stage1,-1
3.58,stage1,-1
3.581,stage1,-1
3.582,stage1,-1
3.583,stage1,-1
3.584,stage1,-1
3.585,stage1,-1
3.586,stage1,-1
3.587,stage1,-1
3.588,stage1,-1
3.589,stage1,-1
3.59,stage1,-1
3.591,stage1,0
3.592,stage1,0
3.593,stage1,0
3.594,stage1,0
3.595,stage1,0
3.596,stage1,0
3.597,stage1,0
3.598,stage1,0
3.599,stage1,0
3.6,stage1,0
3.601,stage1,0
3.602,stage1,0
3.603,stage1,0
3.604,stage1,0
3.605,stage1,0
3.606,stage1,0
3.607,stage1,0
3.608,stage1,0
3.609,stage1,0
3.61,stage1,0
3.611,stage1,0
3.612,stage1,0
3.613,stage1,0
3.614,stage1,0
3.615,stage1,0
3.616,stage1,0
3.617,stage1,0
3.618,stage1,0
3.619,stage1,0
3.62,stage1,0
3.621,stage1,0
3.622,stage1,0
3.623,stage1,0
3.624,stage1,0
3.625,stage1,0
3.626,stage1,0
3.627,stage1,0
3.628,stage1,0
3.629,stage1,0
3.63,stage1,0
3.631,stage1,0
3.632,stage1,0
3.633,stage1,0
3.634,stage1,0
3.635,stage1,0
3.636,stage1,0
3.637,stage1,0
3.638,stage1,0
3.639,stage1,0
3.64,stage1,0
3.641,stage1,0
3.642,stage1,0
3.643,stage1,0
3.644,stage1,0
3.645,stage1,0
3.646,stage1,0
3.647,stage1,0
3.648,stage1,0
3.649,stage1,0
3.65,stage1,0
3.651,stage1,1
3.652,stage1,1
3.653,stage1,1
3.654,stage1,1
3.655,stage1,1
3.656,stage1,1
3.657,stage1,1
3.658,stage1,1
3.659,stage1,1
3.66,stage1,1
3.661,stage1,1
3.662,stage1,1
3.663,stage1,1
3.664,stage1,1
3.665,stage1,1
3.666,stage1,1
3.667,stage1,1
3.668,stage1,1
3.669,stage1,1
3.67,stage1,1
3.671,stage1,1
3.672,stage1,1
3.673,stage1,1
3.674,stage1,1
3.675,stage1,1
3.676,stage1,1
3.677,stage1,1
3.678,stage1,1
3.679,stage1,1
3.68,stage1,1
3.681,stage1,1
3.682,stage1,1
3.683,stage1,1
3.684,stage1,1
3.685,stage1,1
3.686,stage1,1
3.687,stage1,1
3.688,stage1,1
3.689,stage1,1
3.69,stage1,1
3.691,stage1,1
3.692,stage1,1
3.693,stage1,1
3.694,stage1,1
3.695,stage1,1
3.696,stage1,1
3.697,stage1,1
3.698,stage1,1
3.699,stage1,1
3.7,stage1,1
3.701,stage1,1
3.702,stage1,1
3.703,stage1,1
3.704,stage1,1
3.705,stage1,1
3.706,stage1,1
3.707,stage1,1
3.708,stage1,1
3.709,stage1,1
3.71,stage1,1
3.711,stage1,1
3.712,stage1,1
3.713,stage1,1
3.714,stage1,1
3.715,stage1,1
3.716,stage1,1
3.717,stage1,1
3.718,stage1,1
3.719,stage1,1
3.72,stage1,1
3.721,stage1,2
3.722,stage1,2
3.723,stage1,2
3.724,stage1,2
3.725,stage1,2
3.726,stage1,2
3.727,stage1,2
3.728,stage1,2
3.729,stage1,2
3.73,stage1,2
3.731,stage1,2
3.732,stage1,2
3.733,stage1,2
3.734,stage1,2
3.735,stage1,2
3.736,stage1,2
3.737,stage1,2
3.738,stage1,2
3.739,stage1,2
3.74,stage1,2
3.741,stage1,2
3.742,stage1,2
3.743,stage1,2
3.744,stage1,2
3.745,stage1,2
3.746,stage1,2
3.747,stage1,2
3.748,stage1,2
3.749,stage1,2
3.75,stage1,2
3.751,stage1,2
3.752,stage1,2
3.753,stage1,2
3.754,stage1,2
3.755,stage1,2
3.756,stage1,2
3.757,stage1,2
3.758,stage1,2
3.759,stage1,2
3.76,stage1,2
3.761,stage1,2
3.762,stage1,2
3.763,stage1,2
3.764,stage1,2
3.765,stage1,2
3.766,stage1,2
3.767,stage1,2
3.768,stage1,2
3.769,stage1,2
3.77,stage1,2
3.771,stage1,2
3.772,stage1,2
3.773,stage1,2
3.774,stage1,2
3.775,stage1,2
3.776,stage1,2
3.777,stage1,2
3.778,stage1,2
3.779,stage1,2
3.78,stage1,2
3.781,stage1,2
3.782,stage1,2
3.783,stage1,2
3.784,stage1,2
3.785,stage1,2
3.786,stage1,2
3.787,stage1,2
3.788,stage1,2
3.789,stage1,2
3.79,stage1,2
3.791,stage1,3
3.792,stage1,3
3.793,stage1,3
3.794,stage1,3
3.795,stage1,3
3.796,stage1,3
3.797,stage1,3
3.798,stage1,3
3.799,stage1,3
3.8,stage1,3
3.801,stage1,3
3.802,stage1,3
3.803,stage1,3
3.804,stage1,3
3.805,stage1,3
3.806,stage1,3
3.807,stage1,3
3.808,stage1,3
3.809,stage1,3
3.81,stage1,3
3.811,stage1,3
3.812,stage1,3
3.813,stage1,3
3.814,stage1,3
3.815,stage1,3
3.816,stage1,3
3.817,stage1,3
3.818,stage1,3
3.819,stage1,3
3.82,stage1,3
3.821,stage1,3
3.822,stage1,3
3.823,stage1,3
3.824,stage1,3
3.825,stage1,3
3.826,stage1,3
3.827,stage1,3
3.828,stage1,3
3.829,stage1,3
3.83,stage1,3
3.831,stage1,3
