time,stage_id,y
1.268,stage1,-55
1.269,stage1,-55
1.27,stage1,-55
1.271,stage1,-55
1.272,stage1,-54
1.273,stage1,-54
1.274,stage1,-54
1.275,stage1,-54
1.276,stage1,-54
1.277,stage1,-54
1.278,stage1,-54
1.279,stage1,-54
1.28,stage1,-54
1.281,stage1,-54
1.282,stage1,-54
1.283,stage1,-54
1.284,stage1,-54
1.285,stage1,-54
1.286,stage1,-54
1.287,stage1,-54
1.288,stage1,-54
1.289,stage1,-54
1.29,stage1,-54
1.291,stage1,-54
1.292,stage1,-54
1.293,stage1,-54
1.294,stage1,-54
1.295,stage1,-54
1.296,stage1,-54
1.297,stage1,-54
1.298,stage1,-54
1.299,stage1,-54
1.3,stage1,-54
1.301,stage1,-54
1.302,stage1,-54
1.303,stage1,-54
1.304,stage1,-54
1.305,stage1,-54
1.306,stage1,-54
1.307,stage1,-54
1.308,stage1,-54
1.309,stage1,-54
1.31,stage1,-54
1.311,stage1,-54
1.312,stage1,-54
1.313,stage1,-54
1.314,stage1,-54
1.315,stage1,-54
1.316,stage1,-54
1.317,stage1,-54
1.318,stage1,-54
1.319,stage1,-54
1.32,stage1,-54
1.321,stage1,-54
1.322,stage1,-54
1.323,stage1,-54
1.324,stage1,-54
1.325,stage1,-54
1.326,stage1,-54
1.327,stage1,-54
1.328,stage1,-54
1.329,stage1,-54
1.33,stage1,-54
1.331,stage1,-54
1.332,stage1,-54
1.333,stage1,-54
1.334,stage1,-54
1.335,stage1,-54
1.336,stage1,-54
1.337,stage1,-54
1.338,stage1,-54
1.339,stage1,-54
1.34,stage1,-54
1.341,stage1,-54
1.342,stage1,-54
1.343,stage1,-54
1.344,stage1,-54
1.345,stage1,-54
1.346,stage1,-54
1.347,stage1,-54
1.348,stage1,-54
1.349,stage1,-54
1.35,stage1,-54
1.351,stage1,-54
1.352,stage1,-54
1.353,stage1,-54
1.354,stage1,-54
1.355,stage1,-54
1.356,stage1,-54
1.357,stage1,-54
1.358,stage1,-54
1.359,stage1,-54
1.36,stage1,-54
1.361,stage1,-54
1.362,stage1,-54
1.363,stage1,-54
1.364,stage1,-54
1.365,stage1,-54
1.366,stage1,-54
1.367,stage1,-54
1.368,stage1,-54
1.369,stage1,-54
1.37,stage1,-54
1.371,stage1,-54
1.372,stage1,-54
1.373,stage1,-54
1.374,stage1,-54
1.375,stage1,-54
1.376,stage1,-54
1.377,stage1,-54
1.378,stage1,-54
1.379,stage1,-54
1.38,stage1,-54
1.381,stage1,-54
1.382,stage1,-54
1.383,stage1,-54
1.384,stage1,-54
1.385,stage1,-54
1.386,stage1,-54
1.387,stage1,-54
1.388,stage1,-54
1.389,stage1,-54
1.39,stage1,-54
1.391,stage1,-54
1.392,stage1,-54
1.393,stage1,-54
1.394,stage1,-54
1.395,stage1,-54
1.396,stage1,-54
1.397,stage1,-54
1.398,stage1,-54
1.399,stage1,-54
1.4,stage1,-54
1.401,stage1,-54
1.402,stage1,-54
1.403,stage1,-54
1.404,stage1,-54
1.405,stage1,-54
1.406,stage1,-54
1.407,stage1,-54
1.408,stage1,-54
1.409,stage1,-54
1.41,stage1,-54
1.411,stage1,-54
1.412,stage1,-54
1.413,stage1,-54
1.414,stage1,-54
1.415,stage1,-54
1.416,stage1,-54
1.417,stage1,-54
1.418,stage1,-54
1.419,stage1,-54
1.42,stage1,-54
1.421,stage1,-54
1.422,stage1,-53
1.423,stage1,-53
1.424,stage1,-53
1.425,stage1,-53
1.426,stage1,-53
1.427,stage1,-53
1.428,stage1,-53
1.429,stage1,-53
1.43,stage1,-53
1.431,stage1,-53
1.432,stage1,-53
1.433,stage1,-53
1.434,stage1,-53
1.435,stage1,-53
1.436,stage1,-53
1.437,stage1,-53
1.438,stage1,-53
1.439,stage1,-53
1.44,stage1,-53
1.441,stage1,-53
1.442,stage1,-53
1.443,stage1,-53
1.444,stage1,-53
1.445,stage1,-53
1.446,stage1,-53
1.447,stage1,-53
1.448,stage1,-53
1.449,stage1,-53
1.45,stage1,-53
1.451,stage1,-53
1.452,stage1,-53
1.453,stage1,-53
1.454,stage1,-53
1.455,stage1,-53
1.456,stage1,-53
1.457,stage1,-53
1.458,stage1,-53
1.459,stage1,-53
1.46,stage1,-53
1.461,stage1,-53
1.462,stage1,-53
1.463,stage1,-53
1.464,stage1,-53
1.465,stage1,-53
1.466,stage1,-53
1.467,stage1,-53
1.468,stage1,-53
1.469,stage1,-53
1.47,stage1,-53
1.471,stage1,-53
1.472,stage1,-53
1.473,stage1,-53
1.474,stage1,-53
1.475,stage1,-53
1.476,stage1,-53
1.477,stage1,-53
1.478,stage1,-53
1.479,stage1,-53
1.48,stage1,-53
1.481,stage1,-53
1.482,stage1,-53
1.483,stage1,-53
1.484,stage1,-53
1.485,stage1,-53
1.486,stage1,-53
1.487,stage1,-53
1.488,stage1,-53
1.489,stage1,-53
1.49,stage1,-53
1.491,stage1,-53
1.492,stage1,-53
1.493,stage1,-53
1.494,stage1,-53
1.495,stage1,-53
1.496,stage1,-53
1.497,stage1,-53
1.498,stage1,-53
1.499,stage1,-53
1.5,stage1,-53
1.501,stage1,-53
1.502,stage1,-52
1.503,stage1,-52
1.504,stage1,-52
1.505,stage1,-52
1.506,stage1,-52
1.507,stage1,-52
1.508,stage1,-52
1.509,stage1,-52
1.51,stage1,-52
1.511,stage1,-52
1.512,stage1,-52
1.513,stage1,-52
1.514,stage1,-52
1.515,stage1,-52
1.516,stage1,-52
1.517,stage1,-52
1.518,stage1,-52
1.519,stage1,-52
1.52,stage1,-52
1.521,stage1,-52
1.522,stage1,-52
1.523,stage1,-52
1.524,stage1,-52
1.525,stage1,-52
1.526,stage1,-52
1.527,stage1,-52
1.528,stage1,-52
1.529,stage1,-52
1.53,stage1,-52
1.531,stage1,-52
1.532,stage1,-52
1.533,stage1,-52
1.534,stage1,-52
1.535,stage1,-52
1.536,stage1,-52
1.537,stage1,-52
1.538,stage1,-52
1.539,stage1,-52
1.54,stage1,-52
1.541,stage1,-52
1.542,stage1,-52
1.543,stage1,-52
1.544,stage1,-52
1.545,stage1,-52
1.546,stage1,-52
1.547,stage1,-52
1.548,stage1,-52
1.549,stage1,-52
1.55,stage1,-52
1.551,stage1,-52
1.552,stage1,-52
1.553,stage1,-52
1.554,stage1,-52
1.555,stage1,-52
1.556,stage1,-52
1.557,stage1,-52
1.558,stage1,-52
1.559,stage1,-52
1.56,stage1,-52
1.561,stage1,-52
1.562,stage1,-51
1.563,stage1,-51
1.564,stage1,-51
1.565,stage1,-51
1.566,stage1,-51
1.567,stage1,-51
1.568,stage1,-51
1.569,stage1,-51
1.57,stage1,-51
1.571,stage1,-51
1.572,stage1,-51
1.573,stage1,-51
1.574,stage1,-51
1.575,stage1,-51
1.576,stage1,-51
1.577,stage1,-51
1.578,stage1,-51
1.579,stage1,-51
1.58,stage1,-51
1.581,stage1,-51
1.582,stage1,-51
1.583,stage1,-51
1.584,stage1,-51
1.585,stage1,-51
1.586,stage1,-51
1.587,stage1,-51
1.588,stage1,-51
1.589,stage1,-51
1.59,stage1,-51
1.591,stage1,-51
1.592,stage1,-51
1.593,stage1,-51
1.594,stage1,-51
1.595,stage1,-51
1.596,stage1,-51
1.597,stage1,-51
1.598,stage1,-51
1.599,stage1,-51
1.6,stage1,-51
1.601,stage1,-51
1.602,stage1,-51
1.603,stage1,-51
1.604,stage1,-51
1.605,stage1,-51
1.606,stage1,-51
1.607,stage1,-51
1.608,stage1,-51
1.609,stage1,-51
1.61,stage1,-51
1.611,stage1,-51
1.612,stage1,-51
1.613,stage1,-51
1.614,stage1,-51
1.615,stage1,-51
1.616,stage1,-51
1.617,stage1,-51
1.618,stage1,-51
1.619,stage1,-51
1.62,stage1,-51
1.621,stage1,-51
1.622,stage1,-50
1.623,stage1,-50
1.624,stage1,-50
1.625,stage1,-50
1.626,stage1,-50
1.627,stage1,-50
1.628,stage1,-50
1.629,stage1,-50
1.63,stage1,-50
1.631,stage1,-50
1.632,stage1,-50
1.633,stage1,-50
1.634,stage1,-50
1.635,stage1,-50
1.636,stage1,-50
1.637,stage1,-50
1.638,stage1,-50
1.639,stage1,-50
1.64,stage1,-50
1.641,stage1,-50
1.642,stage1,-50
1.643,stage1,-50
1.644,stage1,-50
1.645,stage1,-50
1.646,stage1,-50
1.647,stage1,-50
1.648,stage1,-50
1.649,stage1,-50
1.65,stage1,-50
1.651,stage1,-50
1.652,stage1,-50
1.653,stage1,-50
1.654,stage1,-50
1.655,stage1,-50
1.656,stage1,-50
1.657,stage1,-50
1.658,stage1,-50
1.659,stage1,-50
1.66,stage1,-50
1.661,stage1,-50
1.662,stage1,-50
1.663,stage1,-50
1.664,stage1,-50
1.665,stage1,-50
1.666,stage1,-50
1.667,stage1,-50
1.668,stage1,-50
1.669,stage1,-50
1.67,stage1,-50
1.671,stage1,-50
1.672,stage1,-50
1.673,stage1,-50
1.674,stage1,-50
1.675,stage1,-50
1.676,stage1,-50
1.677,stage1,-50
1.678,stage1,-50
1.679,stage1,-50
1.68,stage1,-50
1.681,stage1,-50
1.682,stage1,-49
1.683,stage1,-49
1.684,stage1,-49
1.685,stage1,-49
1.686,stage1,-49
1.687,stage1,-49
1.688,stage1,-49
1.689,stage1,-49
1.69,stage1,-49
1.691,stage1,-49
1.692,stage1,-49
1.693,stage1,-49
1.694,stage1,-49
1.695,stage1,-49
1.696,stage1,-49
1.697,stage1,-49
1.698,stage1,-49
1.699,stage1,-49
1.7,stage1,-49
1.701,stage1,-49
1.702,stage1,-49
1.703,stage1,-49
1.704,stage1,-49
1.705,stage1,-49
1.706,stage1,-49
1.707,stage1,-49
1.708,stage1,-49
1.709,stage1,-49
1.71,stage1,-49
1.711,stage1,-49
1.712,stage1,-49
1.713,stage1,-49
1.714,stage1,-49
1.715,stage1,-49
1.716,stage1,-49
1.717,stage1,-49
1.718,stage1,-49
1.719,stage1,-49
1.72,stage1,-49
1.721,stage1,-49
1.722,stage1,-48
1.723,stage1,-48
1.724,stage1,-48
1.725,stage1,-48
1.726,stage1,-48
1.727,stage1,-48
1.728,stage1,-48
1.729,stage1,-48
1.73,stage1,-48
1.731,stage1,-48
1.732,stage1,-48
1.733,stage1,-48
1.734,stage1,-48
1.735,stage1,-48
1.736,stage1,-48
1.737,stage1,-48
1.738,stage1,-48
1.739,stage1,-48
1.74,stage1,-48
1.741,stage1,-48
1.742,stage1,-48
1.743,stage1,-48
1.744,stage1,-48
1.745,stage1,-48
1.746,stage1,-48
1.747,stage1,-48
1.748,stage1,-48
1.749,stage1,-48
1.75,stage1,-48
1.751,stage1,-48
1.752,stage1,-48
1.753,stage1,-48
1.754,stage1,-48
1.755,stage1,-48
1.756,stage1,-48
1.757,stage1,-48
1.758,stage1,-48
1.759,stage1,-48
1.76,stage1,-48
1.761,stage1,-48
1.762,stage1,-48
1.763,stage1,-48
1.764,stage1,-48
1.765,stage1,-48
1.766,stage1,-48
1.767,stage1,-48
1.768,stage1,-48
1.769,stage1,-48
1.77,stage1,-48
1.771,stage1,-48
1.772,stage1,-47
1.773,stage1,-47
1.774,stage1,-47
1.775,stage1,-47
1.776,stage1,-47
1.777,stage1,-47
1.778,stage1,-47
1.779,stage1,-47
1.78,stage1,-47
1.781,stage1,-47
1.782,stage1,-47
1.783,stage1,-47
1.784,stage1,-47
1.785,stage1,-47
1.786,stage1,-47
1.787,stage1,-47
1.788,stage1,-47
1.789,stage1,-47
1.79,stage1,-47
1.791,stage1,-47
1.792,stage1,-47
1.793,stage1,-47
1.794,stage1,-47
1.795,stage1,-47
1.796,stage1,-47
1.797,stage1,-47
1.798,stage1,-47
1.799,stage1,-47
1.8,stage1,-47
1.801,stage1,-47
1.802,stage1,-47
1.803,stage1,-47
1.804,stage1,-47
1.805,stage1,-47
1.806,stage1,-47
1.807,stage1,-47
1.808,stage1,-47
1.809,stage1,-47
1.81,stage1,-47
1.811,stage1,-47
1.812,stage1,-46
1.813,stage1,-46
1.814,stage1,-46
1.815,stage1,-46
1.816,stage1,-46
1.817,stage1,-46
1.818,stage1,-46
1.819,stage1,-46
1.82,stage1,-46
1.821,stage1,-46
1.822,stage1,-46
1.823,stage1,-46
1.824,stage1,-46
1.825,stage1,-46
1.826,stage1,-46
1.827,stage1,-46
1.828,stage1,-46
1.829,stage1,-46
1.83,stage1,-46
1.831,stage1,-46
1.832,stage1,-46
1.833,stage1,-46
1.834,stage1,-46
1.835,stage1,-46
1.836,stage1,-46
1.837,stage1,-46
1.838,stage1,-46
1.839,stage1,-46
1.84,stage1,-46
1.841,stage1,-46
1.842,stage1,-46
1.843,stage1,-46
1.844,stage1,-46
1.845,stage1,-46
1.846,stage1,-46
1.847,stage1,-46
1.848,stage1,-46
1.849,stage1,-46
1.85,stage1,-46
1.851,stage1,-46
1.852,stage1,-46
1.853,stage1,-46
1.854,stage1,-46
1.855,stage1,-46
1.856,stage1,-46
1.857,stage1,-46
1.858,stage1,-46
1.859,stage1,-46
1.86,stage1,-46
1.861,stage1,-46
1.862,stage1,-45
1.863,stage1,-45
1.864,stage1,-45
1.865,stage1,-45
1.866,stage1,-45
1.867,stage1,-45
1.868,stage1,-45
1.869,stage1,-45
1.87,stage1,-45
1.871,stage1,-45
1.872,stage1,-45
1.873,stage1,-45
1.874,stage1,-45
1.875,stage1,-45
1.876,stage1,-45
1.877,stage1,-45
1.878,stage1,-45
1.879,stage1,-45
1.88,stage1,-45
1.881,stage1,-45
1.882,stage1,-45
1.883,stage1,-45
1.884,stage1,-45
1.885,stage1,-45
1.886,stage1,-45
1.887,stage1,-45
1.888,stage1,-45
1.889,stage1,-45
1.89,stage1,-45
1.891,stage1,-45
1.892,stage1,-45
1.893,stage1,-45
1.894,stage1,-45
1.895,stage1,-45
1.896,stage1,-45
1.897,stage1,-45
1.898,stage1,-45
1.899,stage1,-45
1.9,stage1,-45
1.901,stage1,-45
1.902,stage1,-44
1.903,stage1,-44
1.904,stage1,-44
1.905,stage1,-44
1.906,stage1,-44
1.907,stage1,-44
1.908,stage1,-44
1.909,stage1,-44
1.91,stage1,-44
1.911,stage1,-44
1.912,stage1,-44
1.913,stage1,-44
1.914,stage1,-44
1.915,stage1,-44
1.916,stage1,-44
1.917,stage1,-44
1.918,stage1,-44
1.919,stage1,-44
1.92,stage1,-44
1.921,stage1,-44
1.922,stage1,-44
1.923,stage1,-44
1.924,stage1,-44
1.925,stage1,-44
1.926,stage1,-44
1.927,stage1,-44
1.928,stage1,-44
1.929,stage1,-44
1.93,stage1,-44
1.931,stage1,-44
1.932,stage1,-44
1.933,stage1,-44
1.934,stage1,-44
1.935,stage1,-44
1.936,stage1,-44
1.937,stage1,-44
1.938,stage1,-44
1.939,stage1,-44
1.94,stage1,-44
1.941,stage1,-44
1.942,stage1,-43
1.943,stage1,-43
1.944,stage1,-43
1.945,stage1,-43
1.946,stage1,-43
1.947,stage1,-43
1.948,stage1,-43
1.949,stage1,-43
1.95,stage1,-43
1.951,stage1,-43
1.952,stage1,-43
1.953,stage1,-43
1.954,stage1,-43
1.955,stage1,-43
1.956,stage1,-43
1.957,stage1,-43
1.958,stage1,-43
1.959,stage1,-43
1.96,stage1,-43
1.961,stage1,-43
1.962,stage1,-43
1.963,stage1,-43
1.964,stage1,-43
1.965,stage1,-43
1.966,stage1,-43
1.967,stage1,-43
1.968,stage1,-43
1.969,stage1,-43
1.97,stage1,-43
1.971,stage1,-43
1.972,stage1,-42
1.973,stage1,-42
1.974,stage1,-42
1.975,stage1,-42
1.976,stage1,-42
1.977,stage1,-42
1.978,stage1,-42
1.979,stage1,-42
1.98,stage1,-42
1.981,stage1,-42
1.982,stage1,-42
1.983,stage1,-42
1.984,stage1,-42
1.985,stage1,-42
1.986,stage1,-42
1.987,stage1,-42
1.988,stage1,-42
1.989,stage1,-42
1.99,stage1,-42
1.991,stage1,-42
1.992,stage1,-42
1.993,stage1,-42
1.994,stage1,-42
1.995,stage1,-42
1.996,stage1,-42
1.997,stage1,-42
1.998,stage1,-42
1.999,stage1,-42
2.0,stage1,-42
2.001,stage1,-42
2.002,stage1,-42
2.003,stage1,-42
2.004,stage1,-42
2.005,stage1,-42
2.006,stage1,-42
2.007,stage1,-42
2.008,stage1,-42
2.009,stage1,-42
2.01,stage1,-42
2.011,stage1,-42
2.012,stage1,-41
2.013,stage1,-41
2.014,stage1,-41
2.015,stage1,-41
2.016,stage1,-41
2.017,stage1,-41
2.018,stage1,-41
2.019,stage1,-41
2.02,stage1,-41
2.021,stage1,-41
2.022,stage1,-41
2.023,stage1,-41
2.024,stage1,-41
2.025,stage1,-41
2.026,stage1,-41
2.027,stage1,-41
2.028,stage1,-41
2.029,stage1,-41
2.03,stage1,-41
2.031,stage1,-41
2.032,stage1,-41
2.033,stage1,-41
2.034,stage1,-41
2.035,stage1,-41
2.036,stage1,-41
2.037,stage1,-41
2.038,stage1,-41
2.039,stage1,-41
2.04,stage1,-41
2.041,stage1,-41
2.042,stage1,-41
2.043,stage1,-41
2.044,stage1,-41
2.045,stage1,-41
2.046,stage1,-41
2.047,stage1,-41
2.048,stage1,-41
2.049,stage1,-41
2.05,stage1,-41
2.051,stage1,-41
2.052,stage1,-40
2.053,stage1,-40
2.054,stage1,-40
2.055,stage1,-40
2.056,stage1,-40
2.057,stage1,-40
2.058,stage1,-40
2.059,stage1,-40
2.06,stage1,-40
2.061,stage1,-40
2.062,stage1,-40
2.063,stage1,-40
2.064,stage1,-40
2.065,stage1,-40
2.066,stage1,-40
2.067,stage1,-40
2.068,stage1,-40
2.069,stage1,-40
2.07,stage1,-40
2.071,stage1,-40
2.072,stage1,-40
2.073,stage1,-40
2.074,stage1,-40
2.075,stage1,-40
2.076,stage1,-40
2.077,stage1,-40
2.078,stage1,-40
2.079,stage1,-40
2.08,stage1,-40
2.081,stage1,-39
2.082,stage1,-39
2.083,stage1,-39
2.084,stage1,-39
2.085,stage1,-39
2.086,stage1,-39
2.087,stage1,-39
2.088,stage1,-39
2.089,stage1,-39
2.09,stage1,-39
2.091,stage1,-39
2.092,stage1,-39
2.093,stage1,-39
2.094,stage1,-39
2.095,stage1,-39
2.096,stage1,-39
2.097,stage1,-39
2.098,stage1,-39
2.099,stage1,-39
2.1,stage1,-39
2.101,stage1,-39
2.102,stage1,-39
2.103,stage1,-39
2.104,stage1,-39
2.105,stage1,-39
2.106,stage1,-39
2.107,stage1,-39
2.108,stage1,-39
2.109,stage1,-39
2.11,stage1,-39
2.111,stage1,-39
2.112,stage1,-39
2.113,stage1,-39
2.114,stage1,-39
2.115,stage1,-39
2.116,stage1,-39
2.117,stage1,-39
2.118,stage1,-39
2.119,stage1,-39
2.12,stage1,-39
2.121,stage1,-38
2.122,stage1,-38
2.123,stage1,-38
2.124,stage1,-38
2.125,stage1,-38
2.126,stage1,-38
2.127,stage1,-38
2.128,stage1,-38
2.129,stage1,-38
2.13,stage1,-38
2.131,stage1,-38
2.132,stage1,-38
2.133,stage1,-38
2.134,stage1,-38
2.135,stage1,-38
2.136,stage1,-38
2.137,stage1,-38
2.138,stage1,-38
2.139,stage1,-38
2.14,stage1,-38
2.141,stage1,-38
2.142,stage1,-38
2.143,stage1,-38
2.144,stage1,-38
2.145,stage1,-38
2.146,stage1,-38
2.147,stage1,-38
2.148,stage1,-38
2.149,stage1,-38
2.15,stage1,-38
2.151,stage1,-37
2.152,stage1,-37
2.153,stage1,-37
2.154,stage1,-37
2.155,stage1,-37
2.156,stage1,-37
2.157,stage1,-37
2.158,stage1,-37
2.159,stage1,-37
2.16,stage1,-37
2.161,stage1,-37
2.162,stage1,-37
2.163,stage1,-37
2.164,stage1,-37
2.165,stage1,-37
2.166,stage1,-37
2.167,stage1,-37
2.168,stage1,-37
2.169,stage1,-37
2.17,stage1,-37
2.171,stage1,-37
2.172,stage1,-37
2.173,stage1,-37
2.174,stage1,-37
2.175,stage1,-37
2.176,stage1,-37
2.177,stage1,-37
2.178,stage1,-37
2.179,stage1,-37
2.18,stage1,-37
2.181,stage1,-37
2.182,stage1,-37
2.183,stage1,-37
2.184,stage1,-37
2.185,stage1,-37
2.186,stage1,-37
2.187,stage1,-37
2.188,stage1,-37
2.189,stage1,-37
2.19,stage1,-37
2.191,stage1,-36
2.192,stage1,-36
2.193,stage1,-36
2.194,stage1,-36
2.195,stage1,-36
2.196,stage1,-36
2.197,stage1,-36
2.198,stage1,-36
2.199,stage1,-36
2.2,stage1,-36
2.201,stage1,-36
2.202,stage1,-36
2.203,stage1,-36
2.204,stage1,-36
2.205,stage1,-36
2.206,stage1,-36
2.207,stage1,-36
2.208,stage1,-36
2.209,stage1,-36
2.21,stage1,-36
2.211,stage1,-36
2.212,stage1,-36
2.213,stage1,-36
2.214,stage1,-36
2.215,stage1,-36
2.216,stage1,-36
2.217,stage1,-36
2.218,stage1,-36
2.219,stage1,-36
2.22,stage1,-36
2.221,stage1,-35
2.222,stage1,-35
2.223,stage1,-35
2.224,stage1,-35
2.225,stage1,-35
2.226,stage1,-35
2.227,stage1,-35
2.228,stage1,-35
2.229,stage1,-35
2.23,stage1,-35
2.231,stage1,-35
2.232,stage1,-35
2.233,stage1,-35
2.234,stage1,-35
2.235,stage1,-35
2.236,stage1,-35
2.237,stage1,-35
2.238,stage1,-35
2.239,stage1,-35
2.24,stage1,-35
2.241,stage1,-35
2.242,stage1,-35
2.243,stage1,-35
2.244,stage1,-35
2.245,stage1,-35
2.246,stage1,-35
2.247,stage1,-35
2.248,stage1,-35
2.249,stage1,-35
2.25,stage1,-35
2.251,stage1,-35
2.252,stage1,-35
2.253,stage1,-35
2.254,stage1,-35
2.255,stage1,-35
2.256,stage1,-35
2.257,stage1,-35
2.258,stage1,-35
2.259,stage1,-35
2.26,stage1,-35
2.261,stage1,-34
2.262,stage1,-34
2.263,stage1,-34
2.264,stage1,-34
2.265,stage1,-34
2.266,stage1,-34
2.267,stage1,-34
2.268,stage1,-34
2.269,stage1,-34
2.27,stage1,-34
2.271,stage1,-34
2.272,stage1,-34
2.273,stage1,-34
2.274,stage1,-34
2.275,stage1,-34
2.276,stage1,-34
2.277,stage1,-34
2.278,stage1,-34
2.279,stage1,-34
2.28,stage1,-34
2.281,stage1,-34
2.282,stage1,-34
2.283,stage1,-34
2.284,stage1,-34
2.285,stage1,-34
2.286,stage1,-34
2.287,stage1,-34
2.288,stage1,-34
2.289,stage1,-34
2.29,stage1,-34
2.291,stage1,-33
2.292,stage1,-33
2.293,stage1,-33
2.294,stage1,-33
2.295,stage1,-33
2.296,stage1,-33
2.297,stage1,-33
2.298,stage1,-33
2.299,stage1,-33
2.3,stage1,-33
2.301,stage1,-33
2.302,stage1,-33
2.303,stage1,-33
2.304,stage1,-33
2.305,stage1,-33
2.306,stage1,-33
2.307,stage1,-33
2.308,stage1,-33
2.309,stage1,-33
2.31,stage1,-33
2.311,stage1,-33
2.312,stage1,-33
2.313,stage1,-33
2.314,stage1,-33
2.315,stage1,-33
2.316,stage1,-33
2.317,stage1,-33
2.318,stage1,-33
2.319,stage1,-33
2.32,stage1,-33
2.321,stage1,-32
2.322,stage1,-32
2.323,stage1,-32
2.324,stage1,-32
2.325,stage1,-32
2.326,stage1,-32
2.327,stage1,-32
2.328,stage1,-32
2.329,stage1,-32
2.33,stage1,-32
2.331,stage1,-32
2.332,stage1,-32
2.333,stage1,-32
2.334,stage1,-32
2.335,stage1,-32
2.336,stage1,-32
2.337,stage1,-32
2.338,stage1,-32
2.339,stage1,-32
2.34,stage1,-32
2.341,stage1,-32
2.342,stage1,-32
2.343,stage1,-32
2.344,stage1,-32
2.345,stage1,-32
2.346,stage1,-32
2.347,stage1,-32
2.348,stage1,-32
2.349,stage1,-32
2.35,stage1,-32
2.351,stage1,-32
2.352,stage1,-32
2.353,stage1,-32
2.354,stage1,-32
2.355,stage1,-32
2.356,stage1,-32
2.357,stage1,-32
2.358,stage1,-32
2.359,stage1,-32
2.36,stage1,-32
2.361,stage1,-31
2.362,stage1,-31
2.363,stage1,-31
2.364,stage1,-31
2.365,stage1,-31
2.366,stage1,-31
2.367,stage1,-31
2.368,stage1,-31
2.369,stage1,-31
2.37,stage1,-31
2.371,stage1,-31
2.372,stage1,-31
2.373,stage1,-31
2.374,stage1,-31
2.375,stage1,-31
2.376,stage1,-31
2.377,stage1,-31
2.378,stage1,-31
2.379,stage1,-31
2.38,stage1,-31
2.381,stage1,-31
2.382,stage1,-31
2.383,stage1,-31
2.384,stage1,-31
2.385,stage1,-31
2.386,stage1,-31
2.387,stage1,-31
2.388,stage1,-31
2.389,stage1,-31
2.39,stage1,-31
2.391,stage1,-30
2.392,stage1,-30
2.393,stage1,-30
2.394,stage1,-30
2.395,stage1,-30
2.396,stage1,-30
2.397,stage1,-30
2.398,stage1,-30
2.399,stage1,-30
2.4,stage1,-30
2.401,stage1,-30
2.402,stage1,-30
2.403,stage1,-30
2.404,stage1,-30
2.405,stage1,-30
2.406,stage1,-30
2.407,stage1,-30
2.408,stage1,-30
2.409,stage1,-30
2.41,stage1,-30
2.411,stage1,-30
2.412,stage1,-30
2.413,stage1,-30
2.414,stage1,-30
2.415,stage1,-30
2.416,stage1,-30
2.417,stage1,-30
2.418,stage1,-30
2.419,stage1,-30
2.42,stage1,-30
2.421,stage1,-29
2.422,stage1,-29
2.423,stage1,-29
2.424,stage1,-29
2.425,stage1,-29
2.426,stage1,-29
2.427,stage1,-29
2.428,stage1,-29
2.429,stage1,-29
2.43,stage1,-29
2.431,stage1,-29
2.432,stage1,-29
2.433,stage1,-29
2.434,stage1,-29
2.435,stage1,-29
2.436,stage1,-29
2.437,stage1,-29
2.438,stage1,-29
2.439,stage1,-29
2.44,stage1,-29
2.441,stage1,-29
2.442,stage1,-29
2.443,stage1,-29
2.444,stage1,-29
2.445,stage1,-29
2.446,stage1,-29
2.447,stage1,-29
2.448,stage1,-29
2.449,stage1,-29
2.45,stage1,-29
2.451,stage1,-29
2.452,stage1,-29
2.453,stage1,-29
2.454,stage1,-29
2.455,stage1,-29
2.456,stage1,-29
2.457,stage1,-29
2.458,stage1,-29
2.459,stage1,-29
2.46,stage1,-29
2.461,stage1,-28
2.462,stage1,-28
2.463,stage1,-28
2.464,stage1,-28
2.465,stage1,-28
2.466,stage1,-28
2.467,stage1,-28
2.468,stage1,-28
2.469,stage1,-28
2.47,stage1,-28
2.471,stage1,-28
2.472,stage1,-28
2.473,stage1,-28
2.474,stage1,-28
2.475,stage1,-28
2.476,stage1,-28
2.477,stage1,-28
2.478,stage1,-28
2.479,stage1,-28
2.48,stage1,-28
2.481,stage1,-28
2.482,stage1,-28
2.483,stage1,-28
2.484,stage1,-28
2.485,stage1,-28
2.486,stage1,-28
2.487,stage1,-28
2.488,stage1,-28
2.489,stage1,-28
2.49,stage1,-28
2.491,stage1,-27
2.492,stage1,-27
2.493,stage1,-27
2.494,stage1,-27
2.495,stage1,-27
2.496,stage1,-27
2.497,stage1,-27
2.498,stage1,-27
2.499,stage1,-27
2.5,stage1,-27
2.501,stage1,-27
2.502,stage1,-27
2.503,stage1,-27
2.504,stage1,-27
2.505,stage1,-27
2.506,stage1,-27
2.507,stage1,-27
2.508,stage1,-27
2.509,stage1,-27
2.51,stage1,-27
2.511,stage1,-27
2.512,stage1,-27
2.513,stage1,-27
2.514,stage1,-27
2.515,stage1,-27
2.516,stage1,-27
2.517,stage1,-27
2.518,stage1,-27
2.519,stage1,-27
2.52,stage1,-27
2.521,stage1,-27
2.522,stage1,-27
2.523,stage1,-27
2.524,stage1,-27
2.525,stage1,-27
2.526,stage1,-27
2.527,stage1,-27
2.528,stage1,-27
2.529,stage1,-27
2.53,stage1,-27
2.531,stage1,-26
2.532,stage1,-26
2.533,stage1,-26
2.534,stage1,-26
2.535,stage1,-26
2.536,stage1,-26
2.537,stage1,-26
2.538,stage1,-26
