time,LoadDiskRev,MotorDiskRev
0.0,0.0,0.0
0.1,1.3401464838245204e-07,1.4803459017679295e-05
0.2,0.005593486164787407,0.10429560020958588
0.30000000000000004,0.10724384332577458,0.602582133891248
0.4,0.4083649897149648,1.6522752546633057
0.5,0.8249693924816467,2.993645537984371
0.6000000000000001,1.1355700245672176,4.000371732411129
0.7000000000000001,1.1848960012000649,4.261374759248983
0.8,1.065468506311552,4.052423721702944
0.9,0.9883899740990897,3.801741577843372
1.0,1.005078668817611,3.7826150359894806
1.1,1.0341997228587292,3.824538128456334
1.2000000000000002,1.0170885406972823,3.838363171901249
1.3,1.018827229479265,3.838322748460001
1.4000000000000001,1.0337004958286944,3.838328283031729
1.5,1.0193983810644012,3.8383263202006996
1.6,1.0174762797549932,3.8382353179523925
1.7000000000000002,1.0325967321770853,3.838211312122556
1.8,1.0215332785915676,3.8381909890933703
1.9000000000000001,1.0161207785969895,3.8294394632785758
2.0,1.0264462788770972,3.827552748735186
2.1,1.0200926761329405,3.827512659294781
2.2,1.0152213307111448,3.8187147622757798
2.3000000000000003,1.0204205790651057,3.816388367749713
2.4000000000000004,1.0177270918355152,3.816317598994865
2.5,1.014703764427288,3.809549611420012
2.6,1.015610951037007,3.80650819875778
2.7,1.0149282518261011,3.805277054402386
2.8000000000000003,1.0135881807220042,3.8005714747824126
2.9000000000000004,1.0120921468536692,3.7950050260120833
3.0,1.0104912633764058,3.789118212961577
3.1,1.008711627194699,3.7750678637972612
3.2,0.9902554418228037,3.6212378315085147
3.3000000000000003,0.8701881056101498,3.085517347776265
3.4000000000000004,0.5712865377421891,2.0317581297732223
3.5,0.16745937570775857,0.721929696670077
3.6,-0.13575648056030842,-0.26191516119652564
3.7,-0.18830740249582578,-0.5247901939085385
3.8000000000000003,-0.07372851702242635,-0.33036203344534415
3.9000000000000004,0.0022955448434967916,-0.08172344631004021
4.0,-0.011279515759187644,-0.060430268859863905
4.1000000000000005,-0.03979001680433778,-0.09134692754434878
4.2,-0.020573853082751066,-0.10448319530626621
4.3,-0.02257697906292419,-0.10443240262430378
4.4,-0.03924586487445378,-0.10443673241482172
4.5,-0.023147053963698403,-0.10443187752589586
4.6000000000000005,-0.020795826373512665,-0.09998141769605579
4.7,-0.03593164390534683,-0.09988204495660166
4.800000000000001,-0.02425936139427519,-0.0998544800046118
4.9,-0.018813521320811072,-0.08606352805041063
5.0,-0.027350589031067973,-0.08430670537322334
5.1000000000000005,-0.021784376769796325,-0.08086221457283413
5.2,-0.0023937460509894266,0.08190107430774292
5.300000000000001,0.11524790810133168,0.6113840476381638
5.4,0.4141378448493197,1.6673174261228674
5.5,0.8209368224056965,2.983988171486994
5.6000000000000005,1.1269741173985668,3.977168707497059
5.7,1.1804480644946616,4.243716048324074
5.800000000000001,1.0654181860355576,4.050267043711258
5.9,0.9896997311742497,3.8025388990525086
6.0,1.0043747090272528,3.7828361094058973
6.1000000000000005,1.0330880580224502,3.818654617620896
6.2,1.0152877096298518,3.8325711953329713
6.300000000000001,1.0170708926043999,3.8325312474420716
6.4,1.03258498523575,3.8325396274847954
6.5,1.0176918359635974,3.832541020296041
6.6000000000000005,1.0156638080680989,3.832459920297975
6.7,1.0314498607012605,3.8324399689917326
6.800000000000001,1.0199208813093124,3.832424725833819
6.9,1.0144241401746286,3.825654262801851
7.0,1.0264218344266554,3.8244282219186885
7.1000000000000005,1.019387568860699,3.824395011480031
7.2,1.0136221453400784,3.8163555830252833
7.300000000000001,1.020425942056486,3.813404339399186
7.4,1.0170216449675187,3.8133485085602774
7.5,1.013240028283784,3.8077665254641664
7.6000000000000005,1.0159928782454963,3.804444309289958
7.7,1.0145029346549932,3.8043073590811325
7.800000000000001,1.0124789389524953,3.7979685225536866
7.9,1.0121391622903635,3.7945678520220634
8.0,1.0112233531737072,3.7912050236447588
8.1,1.0094071612970625,3.7774586919638358
8.200000000000001,0.9907579748270978,3.623146254917943
8.3,0.8704592184731642,3.0867186721208344
8.4,0.5715350175021386,2.0327841858391964
8.5,0.1677832640724677,0.7231110520536853
8.6,-0.13538986453827911,-0.2606570950758414
8.700000000000001,-0.18800504784674735,-0.5236381326869448
8.8,-0.0734867907752984,-0.32946422286706367
8.9,0.002483830459663792,-0.08097419869537001
9.0,-0.011118203051310564,-0.05975106302255741
9.1,-0.03958393576258137,-0.09070188286976333
9.200000000000001,-0.02040056549193937,-0.10385158605146264
9.3,-0.022448604775253716,-0.10380097234010925
9.4,-0.03904761573849818,-0.10380534662976698
9.5,-0.02296610488666989,-0.10380041147961619
9.600000000000001,-0.020683780409611854,-0.09974185466098527
9.700000000000001,-0.035933961158211944,-0.09966037319160655
9.8,-0.024198291701289,-0.09963320684359417
9.9,-0.018675254414221566,-0.08566456596141934
10.0,-0.027245543161171178,-0.0838843726179256
10.100000000000001,-0.021690327239314626,-0.0805061303673249
10.200000000000001,-0.0023273881568753392,0.08209922926775766
10.3,0.11524241402719713,0.6114301012580877
10.4,0.414125048145494,1.6673071464460387
10.5,0.8209566232188996,2.98405139255136
10.600000000000001,1.127017252320335,3.9773007141907426
10.700000000000001,1.1804806186833012,4.243818678950811
10.8,1.0654262270429766,4.050313874864468
10.9,0.9897062372062579,3.8025629748158525
11.0,1.0043854053064654,3.7828686845262016
