time,outputs[1],outputs[2]
0.0,25.0,20.0
0.01,25.0,20.099937180765608
0.02,25.0,20.19973534970393
0.03,25.0,20.299394730724146
0.04,25.0,20.39891554726114
0.05,25.0,20.498298022276572
0.06,25.0,20.597542378260584
0.07,25.0,20.696648837233056
0.08,25.0,20.79561762074536
0.09,25.0,20.894448949881507
0.1,25.0,20.993143045259444
0.11,25.0,21.091700127033164
0.12,25.0,21.190120414893215
0.13,25.0,21.288404128068976
0.14,25.0,21.38655148532939
0.15,25.0,21.48456270498474
0.16,25.0,21.582438004887933
0.17,25.0,21.680177602435776
0.18,25.0,21.77778171457055
0.19,25.0,21.875250557781385
0.2,25.0,21.972584348105386
0.21,25.0,22.069783301129405
0.22,25.0,22.166847631990947
0.23,25.0,22.263777555379818
0.24,25.0,22.360573285539488
0.25,25.0,22.457235036268173
0.26,25.0,22.553763020920485
0.27,25.0,22.65015745240845
0.28,25.0,22.746418543203163
0.29,25.0,22.84254650533569
0.3,25.0,22.938541550399066
0.31,25.0,23.03440388954874
0.32,25.0,23.130133733504465
0.33,25.0,23.225731292551473
0.34,25.0,23.321196776541626
0.35000000000000003,25.0,23.41653039489495
0.36,25.0,23.511732356600703
0.37,25.0,23.606802870218644
0.38,25.0,23.70174214388038
0.39,25.0,23.796550385290743
0.4,25.0,23.89122780172886
0.41000000000000003,25.0,23.985774600049353
0.42,25.0,24.080190986683988
0.43,25.0,24.174477167642408
0.44,25.0,24.26863334851373
0.45,25.0,24.3626597344674
0.46,25.0,24.456556530255057
0.47000000000000003,25.0,24.550323940211285
0.48,25.0,24.64396216825463
0.49,25.0,24.73747141788931
0.5,25.0,24.83085189220617
0.51,25.0,24.924103793883887
0.52,25.0,25.01722732519039
0.53,25.0,25.11022268798365
0.54,25.0,25.203090083713278
0.55,25.0,25.29582971342137
0.56,25.0,25.38844177774388
0.5700000000000001,25.0,25.48092647691169
0.58,25.0,25.573284010751877
0.59,25.0,25.66551457868883
0.6,25.0,25.75761837974551
0.61,25.0,25.849595612544192
0.62,25.0,25.941446475308396
0.63,25.0,26.003865475396537
0.64,25.0,25.997864311963156
0.65,25.0,25.991869146993395
0.66,25.0,25.985879974491354
0.67,25.0,25.9798967884675
0.68,25.0,25.973919582937924
0.6900000000000001,25.0,25.967948351924804
0.7000000000000001,25.0,25.96198308945634
0.71,25.0,25.956023789566643
0.72,25.0,25.950070446295797
0.73,25.0,25.944123053689964
0.74,25.0,25.93818160580105
0.75,25.0,25.932246096687038
0.76,25.0,25.926316520412
0.77,25.0,25.92039287104552
0.78,25.0,25.91447514266349
0.79,25.0,25.908563329347544
0.8,25.0,25.902657425185282
0.81,25.0,25.896757424270277
0.8200000000000001,25.0,25.890863320701783
0.8300000000000001,25.0,25.88497510858531
0.84,25.0,25.87909278203182
0.85,25.0,25.873216335158588
0.86,25.0,25.867345762088576
0.87,25.0,25.861481056950424
0.88,25.0,25.85562221387903
0.89,25.0,25.84976922701486
0.9,25.0,25.84392209050435
0.91,25.0,25.83808079849996
0.92,25.0,25.83224534515955
0.93,25.0,25.826415724647234
0.9400000000000001,25.0,25.82059193113281
0.9500000000000001,25.0,25.814773958791818
0.96,25.0,25.808961801805822
0.97,25.0,25.803155454361956
0.98,25.0,25.797354910653326
0.99,25.0,25.791560164878888
1.0,25.0,25.785771211243343
1.01,25.0,25.779988043956962
1.02,25.0,25.774210657236154
1.03,25.0,25.768439045302898
1.04,25.0,25.76267320238503
1.05,25.0,25.756913122716128
1.06,25.0,25.751158800535507
1.07,25.0,25.745410230088282
1.08,25.0,25.73966740562537
1.09,25.0,25.733930321403307
1.1,25.0,25.728198971684378
1.11,25.0,25.72247335073672
1.12,25.0,25.716753452834155
1.1300000000000001,25.0,25.711039272256244
1.1400000000000001,25.0,25.705330803288234
1.1500000000000001,25.0,25.699628040221057
1.16,25.0,25.693930977351215
1.17,25.0,25.68823960898129
1.18,25.0,25.682553929419214
1.19,25.0,25.67687393297888
1.2,25.0,25.67119961397964
1.21,25.0,25.665530966746587
1.22,25.0,25.65986798561056
1.23,25.0,25.65421066490802
1.24,25.0,25.64855899898106
1.25,25.0,25.642912982177393
1.26,25.0,25.63727260885048
1.27,25.0,25.631637873359296
1.28,25.0,25.62600877006861
1.29,25.0,25.62038529334893
1.3,25.0,25.61476743757595
1.31,25.0,25.60915519713143
1.32,25.0,25.603548566402594
1.33,25.0,25.597947539781956
1.34,25.0,25.592352111668276
1.35,25.0,25.586762276465265
1.36,25.0,25.581178028582713
1.37,25.0,25.575599362435753
1.3800000000000001,25.0,25.57002627244526
1.3900000000000001,25.0,25.56445875303757
1.4000000000000001,25.0,25.558896798644525
1.41,25.0,25.5533404037036
1.42,25.0,25.54778956265784
1.43,25.0,25.542244269955972
1.44,25.0,25.536704520052012
1.45,25.0,25.53117030740566
1.46,25.0,25.525641626482297
1.47,25.0,25.52011847175254
1.48,25.0,25.514600837692683
1.49,25.0,25.509088718784653
1.5,25.0,25.50358210951572
1.51,25.0,25.498081004378776
1.52,25.0,25.492585397872006
1.53,25.0,25.48709528449939
1.54,25.0,25.481610658770308
1.55,25.0,25.476131515199427
1.56,25.0,25.470657848307212
1.57,25.0,25.4651896526193
1.58,25.0,25.45972692266713
1.59,25.0,25.454269652987136
1.6,25.0,25.44881783812184
1.61,25.0,25.443371472618708
1.62,25.0,25.437930551030888
1.6300000000000001,25.0,25.43249506791676
1.6400000000000001,25.0,25.42706501784056
1.6500000000000001,25.0,25.42164039537147
1.6600000000000001,25.0,25.416221195084404
